"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
6.354696920E-1	1.406149030E0	-3.224022865E0	-3.834952116E-1
6.381595630E-1	1.363005877E0	-3.251719713E0	-3.605920076E-1
6.399538840E-1	1.298024774E0	-3.287938833E0	-3.254382908E-1
6.422134860E-1	1.274056315E0	-3.298058748E0	-3.153182864E-1
6.434935000E-1	1.227717280E0	-3.322559834E0	-2.908172011E-1
6.462700630E-1	1.183508754E0	-3.349724054E0	-2.673813701E-1
6.481500770E-1	1.110538244E0	-3.391802073E0	-2.327602804E-1
6.501745000E-1	1.086037159E0	-3.407248259E0	-2.221076339E-1
6.515700770E-1	1.037034988E0	-3.442402124E0	-2.008023560E-1
6.543588700E-1	9.853696227E-1	-3.486610651E0	-1.747033745E-1
6.559316150E-1	9.054747820E-1	-3.561711788E0	-1.443433315E-1
6.584379090E-1	8.772453070E-1	-3.586745501E0	-1.368864775E-1
6.596850380E-1	8.191883564E-1	-3.625627518E0	-1.246359423E-1
6.624944860E-1	7.632619739E-1	-3.662379265E0	-1.145159304E-1
6.641703840E-1	6.716492176E-1	-3.698598146E0	-1.086569726E-1
6.665446780E-1	6.412891746E-1	-3.704457045E0	-1.091896072E-1
6.677991150E-1	5.720469952E-1	-3.707120419E0	-1.171790883E-1
6.706016390E-1	4.681837261E-1	-3.685282469E0	-1.368864775E-1
6.727880000E-1	4.000068009E-1	-3.661314011E0	-1.571265012E-1
6.746359090E-1	3.302319944E-1	-3.635215044E0	-1.768338978E-1
6.758907690E-1	2.647182047E-1	-3.601659060E0	-2.002697140E-1
6.786925240E-1	2.008023560E-1	-3.575027466E0	-2.226402760E-1
6.804456150E-1	1.384843737E-1	-3.544667482E0	-2.444781959E-1
6.827573700E-1	8.149272949E-2	-3.515905380E0	-2.700445354E-1
6.840614610E-1	2.396845073E-2	-3.494067430E0	-2.892192900E-1
6.868140240E-1	-2.290318534E-2	-3.468501091E0	-3.073287904E-1
6.886259230E-1	-7.030745596E-2	-3.448793650E0	-3.291667104E-1
6.907715760E-1	-1.129180342E-1	-3.435477972E0	-3.446130455E-1
6.922409610E-1	-1.502022892E-1	-3.426955700E0	-3.621899188E-1
6.949182160E-1	-1.874865443E-1	-3.425890446E0	-3.749730885E-1
6.962639230E-1	-2.173139453E-1	-3.427488327E0	-3.888215125E-1
6.990142930E-1	-2.412824035E-1	-3.440804243E0	-4.000068009E-1
7.003125000E-1	-2.631203234E-1	-3.455717802E0	-4.074636400E-1
7.031056780E-1	-2.844256163E-1	-3.473294735E0	-4.165183902E-1
7.048013070E-1	-2.988066673E-1	-3.495132685E0	-4.250405133E-1
7.071406390E-1	-3.142530024E-1	-3.515905380E0	-4.346278906E-1
7.084206920E-1	-3.249056637E-1	-3.537210703E0	-4.436826408E-1
7.111972160E-1	-3.328951299E-1	-3.560113907E0	-4.559331834E-1
7.129446530E-1	-3.376888335E-1	-3.594734907E0	-4.692489803E-1
7.152457930E-1	-3.424825370E-1	-3.633084536E0	-4.804342687E-1
7.167458460E-1	-3.408846259E-1	-3.663977146E0	-4.942827225E-1
7.193022160E-1	-3.419498801E-1	-3.696467638E0	-5.081311464E-1
7.211179230E-1	-3.392867148E-1	-3.750263453E0	-5.336974859E-1
7.233669470E-1	-3.376888335E-1	-3.769438267E0	-5.464806557E-1
7.247566530E-1	-3.307646215E-1	-3.810983658E0	-5.656554103E-1
7.274231010E-1	-3.179814517E-1	-3.869040489E0	-5.869607329E-1
7.291297300E-1	-3.036003709E-1	-3.961718559E0	-6.093312502E-1
7.314579080E-1	-2.945456207E-1	-3.998470068E0	-6.087986231E-1
7.333015380E-1	-2.785666585E-1	-4.066647053E0	-6.189186573E-1
7.355139850E-1	-2.631203234E-1	-4.117779732E0	-6.375607848E-1
7.371605000E-1	-2.428802997E-1	-4.175836563E0	-6.705839634E-1
7.395451390E-1	-2.418150306E-1	-4.188086987E0	-6.828345060E-1
7.408945760E-1	-2.253034264E-1	-4.225371361E0	-7.073355913E-1
7.436007930E-1	-2.034655064E-1	-4.305266380E0	-7.483482957E-1
7.453020760E-1	-1.805623323E-1	-4.383030415E0	-7.744472623E-1
7.476353310E-1	-1.592570394E-1	-4.462392807E0	-7.962851524E-1
7.489323840E-1	-1.384843737E-1	-4.531634808E0	-8.197209835E-1
7.516919850E-1	-1.235706806E-1	-4.580636978E0	-8.506136537E-1
7.533891150E-1	-1.123853996E-1	-4.625910759E0	-8.783105612E-1
7.557255240E-1	-1.038632840E-1	-4.679706573E0	-9.044095278E-1
7.570427300E-1	-9.054747969E-2	-4.742557526E0	-9.214537740E-1
7.597818310E-1	-8.096009493E-2	-4.783037186E0	-9.321063757E-1
7.626383460E-1	-6.977482140E-2	-4.848018646E0	-9.464874864E-1
7.648707540E-1	-6.444849819E-2	-4.900749207E0	-9.496832490E-1
7.661818070E-1	-5.326322466E-2	-4.935370445E0	-9.480853677E-1
