Time (s),acc_x,acc_y,acc_z,gyro_y,gyro_z,linear_acc_x,linear_acc_y,linear_acc_z,mag_x,mag_y,mag_z,exercise,participant,dataset,exercise_participant
0.008967559,-1.55054903,-3.646661758,7.824530125,-0.8042035103,-0.5641336441,0.0,0.0,0.0,8.925000191,16.18125153,-51.52500153,crunches,swasti,crunches2,crunches_swasti
0.012602194,-0.8422735481,-4.1898324485,7.9704921245,-0.8042035103,-0.5641336441,0.0,0.0,0.0,8.925000191,16.18125153,-51.52500153,crunches,swasti,crunches2,crunches_swasti
0.018446829,-0.1339980662,-4.733003139,8.116454124,-0.71776613595,-0.40805768965,0.0,0.0,0.0,8.925000191,16.18125153,-51.52500153,crunches,swasti,crunches2,crunches_swasti
0.022081465,1.8161523788999998,-5.2474601265,8.1511502265,-0.6313287616,-0.2519817352,0.0,0.0,0.0,8.925000191,16.18125153,-51.52500153,crunches,swasti,crunches2,crunches_swasti
0.0279261,3.766302824,-5.761917114,8.185846329,-0.55435979365,-0.27519458529999996,0.0,0.0,0.0,8.925000191,16.18125153,-51.52500153,crunches,swasti,crunches2,crunches_swasti
0.031560736,4.681557536,-5.6997036935,9.024530411,-0.4773908257,-0.2984074354,0.0,0.0,0.0,8.925000191,16.18125153,-51.52500153,crunches,swasti,crunches2,crunches_swasti
0.037405319,5.596812248,-5.637490273,9.863214493,-0.35338527705,-0.44134980439999993,0.761742115,-0.1294014454,0.2386074066,8.925000191,16.18125153,-51.52500153,crunches,swasti,crunches2,crunches_swasti
0.041039902,5.430909792333333,-5.115854899333334,10.173483848666667,-0.2293797284,-0.5842921734,1.52348423,-0.2588028908,0.4772148132,8.925000191,16.18125153,-51.52500153,crunches,swasti,crunches2,crunches_swasti
0.0466461,5.265007336666667,-4.5942195256666665,10.483753204333333,-0.12899428107,-0.6828450163333333,1.4623702366666667,-0.029395262399999983,0.8202915191333333,8.925000191,16.18125153,-51.52500153,crunches,swasti,crunches2,crunches_swasti
0.046884538,5.099104881,-4.072584152,10.79402256,-0.028608833740000006,-0.7813978592666667,1.4012562433333333,0.20001236600000005,1.1633682250666666,8.8828127385,16.1437511475,-51.6515646,crunches,swasti,crunches2,crunches_swasti
0.050519173,4.067798376,-3.6598222255,10.0043911935,0.07177661359,-0.8799507022,1.34014225,0.4294199944,1.506444931,8.840625286,16.106250765,-51.77812767,crunches,swasti,crunches2,crunches_swasti
0.056363809,3.036491871,-3.247060299,9.214759827,0.11005747319333334,-0.9245438178000001,0.9396874109333333,0.7384883562666666,1.2312202453333334,8.7984378335,16.0687503825,-51.90469074,crunches,swasti,crunches2,crunches_swasti
0.0566461,2.224527398833333,-3.226322492,8.500901063666667,0.14833833279666667,-0.9691369334000001,0.5392325718666666,1.0475567181333334,0.9559955596666667,8.756250381,16.03125,-52.03125381,crunches,swasti,crunches2,crunches_swasti
0.059998444,1.4125629266666666,-3.2055846850000003,7.787042300333334,0.1866191924,-1.013730049,0.1387777328,1.35662508,0.680770874,8.912500381,15.937500316666666,-52.056252793333336,crunches,swasti,crunches2,crunches_swasti
0.065843079,0.6005984545,-3.184846878,7.073183537,0.14304417126,-0.9758564431666668,-0.5576043924666667,1.335161209,0.0797812143333333,9.068750381,15.843750633333334,-52.08125177666667,crunches,swasti,crunches2,crunches_swasti
0.0666461,0.3589233781000001,-3.1832516986666666,6.746962070666667,0.09946915011999999,-0.9379828373333333,-1.2539865177333334,1.3136973379999999,-0.5212084453333334,9.225000381,15.75000095,-52.10625076,crunches,swasti,crunches2,crunches_swasti
0.069477715,0.11724830170000006,-3.1816565193333335,6.420740604333333,0.05589412898,-0.9001092315,-1.950368643,1.292233467,-1.122198105,9.206250508333333,15.75000095,-52.04375076,crunches,swasti,crunches2,crunches_swasti
0.075322298,-0.1244267747,-3.18006134,6.094519138,-0.02921969691333333,-0.8312851389333333,-2.329951207,1.2426069576666667,-1.539082845,9.187500635666666,15.75000095,-51.98125076,crunches,swasti,crunches2,crunches_swasti
0.0766461,0.32382866253333337,-3.510270913333333,6.155934969333333,-0.11433352280666666,-0.7624610463666667,-2.709533771,1.1929804483333333,-1.9559675850000002,9.168750763,15.75000095,-51.91875076,crunches,swasti,crunches2,crunches_swasti
