"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
2.665868700E0	-2.723999977E1	-1.865999985E1	-2.603999901E1
2.673995546E0	-2.723999977E1	-1.871999931E1	-2.555999947E1
2.682105123E0	-2.718000031E1	-1.902000046E1	-2.555999947E1
2.690247931E0	-2.669999886E1	-1.931999969E1	-2.573999977E1
2.698472162E0	-2.639999962E1	-1.961999893E1	-2.645999908E1
2.706566662E0	-2.585999870E1	-1.955999947E1	-2.729999924E1
2.714708892E0	-2.550000000E1	-1.943999863E1	-2.765999985E1
2.722817854E0	-2.543999863E1	-1.889999962E1	-2.789999962E1
2.730945200E0	-2.555999947E1	-1.860000038E1	-2.801999855E1
2.739183354E0	-2.573999977E1	-1.865999985E1	-2.807999992E1
2.747277931E0	-2.568000031E1	-1.860000038E1	-2.813999939E1
2.755405277E0	-2.597999954E1	-1.895999908E1	-2.837999916E1
2.763500507E0	-2.585999870E1	-1.902000046E1	-2.873999977E1
2.771628469E0	-2.592000008E1	-1.907999992E1	-2.873999977E1
2.779850507E0	-2.579999924E1	-1.931999969E1	-2.868000031E1
2.787959354E0	-2.579999924E1	-1.955999947E1	-2.765999985E1
2.796053277E0	-2.615999985E1	-1.937999916E1	-2.759999847E1
2.804168469E0	-2.639999962E1	-1.937999916E1	-2.735999870E1
2.812309892E0	-2.657999992E1	-1.926000023E1	-2.742000008E1
2.820534892E0	-2.693999863E1	-1.919999886E1	-2.759999847E1
2.828629930E0	-2.718000031E1	-1.955999947E1	-2.705999947E1
2.836772930E0	-2.723999977E1	-1.968000031E1	-2.669999886E1
2.844893392E0	-2.723999977E1	-1.973999977E1	-2.639999962E1
2.853020161E0	-2.711999893E1	-1.961999893E1	-2.621999931E1
2.861259007E0	-2.747999954E1	-2.021999931E1	-2.585999870E1
2.869354815E0	-2.789999962E1	-2.052000046E1	-2.592000008E1
2.877483661E0	-2.843999863E1	-2.039999962E1	-2.537999916E1
2.885581892E0	-2.879999924E1	-2.052000046E1	-2.519999886E1
2.893710699E0	-2.903999901E1	-2.015999985E1	-2.519999886E1
2.901934584E0	-2.934000015E1	-2.015999985E1	-2.453999901E1
2.910044892E0	-2.993999863E1	-2.063999939E1	-2.411999893E1
2.918172238E0	-3.005999947E1	-2.034000015E1	-2.400000000E1
2.926306584E0	-3.005999947E1	-2.052000046E1	-2.339999962E1
2.934449891E0	-3.023999977E1	-2.045999908E1	-2.327999878E1
2.942674045E0	-3.005999947E1	-2.052000046E1	-2.279999924E1
2.950801622E0	-3.035999870E1	-2.123999977E1	-2.268000031E1
2.958943814E0	-3.065999985E1	-2.123999977E1	-2.243999863E1
2.967085507E0	-3.107999992E1	-2.171999931E1	-2.213999939E1
2.975213391E0	-3.126000023E1	-2.165999985E1	-2.202000046E1
2.983453237E0	-3.137999916E1	-2.202000046E1	-2.142000008E1
2.991547776E0	-3.131999969E1	-2.243999863E1	-2.100000000E1
