"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
2.612849729E0	7.330846786E-1	-1.713812351E0	-9.034283161E-1
2.621161816E0	1.319178104E0	-1.669062614E0	-5.131205320E-1
2.629287739E0	8.453040123E-1	-1.822719097E0	5.800503492E-1
2.637385662E0	1.628053665E0	-1.647963047E0	1.857774258E-1
2.653666546E0	2.118185997E0	-6.223802567E-1	-1.283859968E0
2.661810585E0	1.335853577E0	-7.294368744E-2	-1.396070719E0
2.669937931E0	4.690027237E-2	3.840694427E-1	-1.516280651E0
2.678046623E0	-8.049237728E-1	1.086627960E0	-1.506471634E0
2.686189469E0	-1.396188021E0	1.976755142E0	-1.413825631E0
2.694211806E0	-1.612636089E0	2.529308319E0	-1.562938213E0
2.702509008E0	-1.509066343E0	2.699343681E0	-1.221505880E0
2.710650662E0	-1.207073212E0	2.266180992E0	-6.898892522E-1
2.718759738E0	-1.271853447E0	1.739576340E0	-5.758737922E-1
2.726887892E0	-1.066608906E0	1.227568626E0	-1.751911640E-2
2.735050614E0	-6.326251030E-1	9.266414642E-1	7.915045023E-1
2.743220161E0	-3.564357758E-2	6.446132660E-1	1.400740862E0
2.751334421E0	9.377527237E-2	3.548784256E-1	1.433552265E0
2.759429383E0	-2.362346649E-2	2.556753159E-1	1.040317178E0
2.767571277E0	-3.566789627E-2	1.708927155E-1	6.775383949E-1
2.775520614E0	4.422149658E-1	1.358880997E-1	4.398599863E-1
2.783902546E0	1.503372192E-2	1.299705505E-1	4.052715302E-1
2.791996161E0	-4.975991249E-1	-1.928901672E-2	3.655076027E-1
2.800111853E0	-1.577687263E-1	-3.347911835E-1	3.757815361E-1
2.808252930E0	1.812963486E-1	-4.381370544E-1	4.329111576E-1
2.816394806E0	-6.592302322E-1	-2.899503708E-1	6.149429083E-1
2.824571853E0	-1.796047688E0	-3.091087341E-1	7.575985193E-1
2.832714892E0	-1.592196941E0	-4.185237885E-1	5.609351397E-1
2.840835584E0	-9.353373051E-1	-5.345945358E-1	3.481930494E-1
2.848962161E0	-6.473803520E-1	-6.298732758E-1	3.879630566E-2
2.856973075E0	-3.050315380E-1	-5.688381195E-1	6.868791580E-2
2.865296776E0	1.486134529E-1	-5.325870514E-1	1.765266657E-1
2.873425699E0	3.529841900E-1	-7.718343735E-1	-9.650446177E-1
2.881523276E0	-1.758279800E-1	-7.164211273E-1	-7.786514163E-1
2.889651892E0	-7.770838737E-1	-3.850507736E-1	-1.861217022E-1
2.897841853E0	-1.066480160E0	9.402847290E-2	3.535284996E-1
2.905986738E0	1.300270557E-1	3.412055969E-1	5.663034916E-1
2.914114045E0	1.949012756E0	4.020252228E-1	2.717983723E-1
2.922248584E0	3.900555611E0	1.882114410E-1	-1.394423246E-1
2.930391315E0	4.583260536E0	-1.555404663E-1	-5.470823646E-1
