"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
7.512572840E-1	3.174711466E0	-1.247379065E0	9.042900085E0
7.528966920E-1	3.217807055E0	-1.256955862E0	9.059659004E0
7.553424770E-1	3.265691042E0	-1.261744261E0	9.102754593E0
7.565640770E-1	3.320757866E0	-1.261744261E0	9.157821655E0
7.594001690E-1	3.366247654E0	-1.259350061E0	9.220070839E0
7.611829230E-1	3.385401249E0	-1.254561663E0	9.277531624E0
7.634535540E-1	3.390189648E0	-1.233013868E0	9.323021889E0
7.646350000E-1	3.397372246E0	-1.194706678E0	9.356540680E0
7.675114380E-1	3.390189648E0	-1.151610970E0	9.387664795E0
7.692805770E-1	3.375824451E0	-1.110909581E0	9.402029991E0
7.715812840E-1	3.373430252E0	-1.077390790E0	9.409213066E0
7.727573840E-1	3.378218651E0	-1.039083481E0	9.414001465E0
7.756390150E-1	3.402160645E0	-1.007958889E0	9.430760384E0
7.774593460E-1	3.454833031E0	-9.600749016E-1	9.485827446E0
7.796861690E-1	3.473986626E0	-9.433154464E-1	9.516951561E0
7.808742300E-1	3.509899616E0	-9.050082564E-1	9.579200745E0
7.837442460E-1	3.545812607E0	-8.595184088E-1	9.631873131E0
7.853124610E-1	3.581725836E0	-8.068459630E-1	9.698910713E0
7.877818610E-1	3.588908434E0	-7.900865674E-1	9.720458984E0
7.889528070E-1	3.617638826E0	-7.613561153E-1	9.761159897E0
7.918395530E-1	3.660734415E0	-7.517793179E-1	9.789890289E0
7.934219230E-1	3.739742994E0	-7.350199223E-1	9.806650162E0
7.959090150E-1	3.768473387E0	-7.278373241E-1	9.804255486E0
7.972593070E-1	3.821146011E0	-7.182605267E-1	9.797073364E0
7.999665530E-1	3.888183594E0	-6.967126727E-1	9.753977776E0
8.017074230E-1	3.924096584E0	-6.775590777E-1	9.727641106E0
8.040087840E-1	3.948038578E0	-6.607996821E-1	9.701305389E0
8.053403460E-1	3.969586372E0	-6.392518282E-1	9.689333916E0
8.080656300E-1	3.988739967E0	-6.248866320E-1	9.698910713E0
8.096286920E-1	4.005499363E0	-6.033388376E-1	9.732429504E0
8.121356300E-1	4.010287762E0	-5.817909837E-1	9.777919769E0
8.134371530E-1	4.000710964E0	-5.578489900E-1	9.830592155E0
8.161922840E-1	3.995922565E0	-5.363011956E-1	9.888052940E0
8.175094610E-1	3.995922565E0	-5.339069963E-1	9.935936928E0
