"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
2.448309152E0	1.334199905E0	-1.542466879E0	-6.150121689E-1
2.456513729E0	7.617950439E-1	-7.354314327E-1	-6.070942879E-1
2.464565460E0	1.913728714E-1	-7.923699617E-1	4.293823242E-2
2.472617345E0	2.200225353E0	-2.133993626E0	9.257202148E-1
2.480747037E0	3.261231422E0	-4.029145718E0	1.023606300E0
2.488957152E0	1.436908722E0	-1.318278551E0	1.462281227E0
2.497414575E0	5.531358719E-2	6.685245633E-1	9.257869720E-1
2.505269075E0	-6.529283524E-1	9.616996646E-1	3.480510712E-1
2.513305922E0	-9.894006252E-1	4.144876003E-1	2.047786713E-1
2.521452268E0	-5.145511627E-1	1.300457120E-1	-2.476844788E-1
2.529597075E0	6.361341476E-2	-1.111012101E-1	-1.601209641E-1
2.538119498E0	-5.026960373E-2	4.019711614E-1	-2.401924133E-1
2.545980383E0	-5.393934250E-1	8.966750503E-1	-7.554550171E-1
2.553955998E0	-1.370393276E0	5.991497040E-1	-9.712586403E-1
2.562155537E0	-1.805779934E0	-4.218682051E-1	-9.115390778E-1
2.570293229E0	-2.147254705E0	-1.522377372E0	-8.863692284E-1
2.578519922E0	-2.116925001E0	-2.756212234E0	-5.231113434E-1
2.586523037E0	-1.377383232E0	-3.647785902E0	-3.903102875E-2
2.594605306E0	-3.600792885E-1	-3.652053595E0	-4.753875732E-2
2.602749075E0	4.223461151E-1	-4.349678040E0	-3.211608410E0
2.610940114E0	-4.307627678E-1	-3.540260553E0	3.398679733E0
2.619092922E0	4.948139191E-1	-3.781988621E0	-5.751028061E-1
2.627164998E0	-2.886390686E-1	-4.083833218E0	4.233236313E-1
2.635283575E0	-6.145653725E-1	-3.304689407E0	-1.336454868E0
2.643432383E0	8.420100212E-1	-2.167382002E0	-1.428040981E0
2.651598268E0	4.687342644E-1	8.975889683E-1	4.210472107E-3
2.659725729E0	4.206600189E-1	8.291119337E-1	2.534298897E0
2.667917921E0	9.877052307E-1	-3.297272027E-1	2.956676483E0
2.675965152E0	8.128185272E-1	-2.815818787E-1	1.793652534E0
2.684218960E0	6.464614868E-1	1.890752763E-1	4.057321548E-1
2.692249345E0	3.764901161E-1	4.046907127E-1	-7.171244621E-1
2.700374537E0	-5.547404289E-1	4.624356627E-1	-7.930369377E-1
2.708624345E0	-2.506713867E-1	3.712043762E-1	-1.407030582E0
2.716622421E0	6.989059448E-1	-6.052194238E-1	-1.525424480E0
2.724688921E0	1.697720051E0	-1.880018592E0	-1.319901466E0
2.732916883E0	2.132700443E0	-2.149877787E0	-1.062456131E0
2.741034460E0	1.949940205E0	-1.898979425E0	-6.165289879E-1
2.749180729E0	1.285522461E0	-1.646134973E0	-2.692503929E-1
2.757285191E0	2.505388260E-1	-1.421401858E0	3.597450256E-2
2.765530883E0	-1.609277725E-2	-1.516107321E0	4.831581116E-1
2.773581460E0	-2.442445755E-1	-1.534199834E0	9.658966064E-1
2.780465409E0	-7.192206383E-1	-1.341786504E0	1.149677277E0
2.781670537E0	-8.078060150E-1	-1.262777925E0	1.125735283E0
2.789869114E0	-8.683676720E-1	-7.545601130E-1	9.758863449E-1
2.798229114E0	-1.042970657E0	-2.576076090E-1	7.426481247E-1
2.806027460E0	-1.130101681E0	-6.780034304E-2	4.568471909E-1
2.814220268E0	-1.017462730E0	5.328321457E-2	1.667652130E-1
2.822394229E0	-7.576966286E-1	2.107045799E-1	-5.992221832E-2
2.830459844E0	-5.654630661E-1	5.313327909E-2	-2.901673317E-1
2.838777921E0	-2.812767029E-1	-1.176228523E-1	-3.471207619E-1
2.846871614E0	1.329469681E-1	-4.614314437E-1	-3.966164589E-1
2.854876267E0	1.309251785E-1	-3.986735940E-1	-5.389637947E-1
2.863124652E0	3.295416832E-1	-3.370847702E-1	-5.413866043E-1
2.871311883E0	5.335025787E-1	-1.529146433E-1	-4.868435860E-1
2.879326306E0	5.613903999E-1	5.847185850E-2	-4.723620415E-1
2.887389575E0	4.712734222E-1	7.574063540E-2	-2.892093658E-1
2.895453537E0	3.447594643E-1	-3.020989895E-1	-3.957462311E-2
2.903579883E0	4.088969231E-1	-5.305330157E-1	-5.416965485E-2
2.911724075E0	6.825246811E-1	-5.077173114E-1	-4.135322571E-2
2.919862806E0	9.349899292E-1	-4.067251682E-1	-7.499408722E-2
2.927943306E0	-2.062892914E-1	-4.333329797E-1	-2.216625214E-2
2.936119306E0	-7.301130295E-1	-3.955605626E-1	-1.939983368E-1
2.944286152E0	7.751560211E-2	-5.618699789E-1	-2.481079102E-1
2.952410460E0	-1.893606186E-1	-4.012864828E-1	-1.031169891E-1
2.960455844E0	4.789872169E-1	5.236824751E-1	4.992027283E-1
2.968811844E0	8.173942566E-1	8.607320189E-1	4.991235733E-1
2.976870152E0	3.356828690E-1	5.731722713E-1	3.767614365E-1
2.985109690E0	-1.494922638E-1	-3.775238991E-3	4.270648956E-1
2.993013114E0	-2.168383598E-1	-1.765817404E-1	2.599892616E-1
3.001108537E0	1.210813522E-1	6.660693884E-2	-1.319060326E-1
3.009291537E0	5.603551865E-1	4.753679037E-2	-9.440755844E-2
3.017560460E0	4.071507454E-1	6.125068665E-2	-4.097156525E-1
3.025664883E0	-4.826183319E-1	4.675453901E-2	-4.362387657E-1
3.033837729E0	-1.621613503E-1	-1.031378508E-1	-1.914453506E-2
3.041854729E0	3.501605988E-2	-1.809765697E-1	5.425500870E-2
3.050082190E0	-1.931538582E-1	-2.531414032E-1	6.684970856E-2
3.058149267E0	-2.084155083E-1	-4.199098945E-1	2.836394310E-1
3.066288806E0	2.601914406E-1	-4.050027132E-1	4.382133484E-1
3.074372690E0	2.786822319E-1	-3.370527029E-1	2.801074982E-1
3.082538613E0	3.122525215E-1	-2.218432426E-1	2.807965279E-1
3.090651152E0	2.777590752E-1	-9.652554989E-2	2.207350731E-1
