"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
2.219757300E-2	-1.385999966E1	2.195999908E1	-3.204000092E1
3.028199600E-2	-2.087999916E1	7.440000057E0	-2.945999908E1
3.841065000E-2	-2.526000023E1	2.999999821E-1	-2.753999901E1
4.649215000E-2	-2.934000015E1	-6.960000038E0	-2.543999863E1
5.460034200E-2	-3.101999855E1	-6.899999619E0	-2.453999901E1
6.270930400E-2	-3.179999924E1	-6.239999771E0	-2.339999962E1
7.081661100E-2	-3.221999741E1	-6.179999828E0	-2.268000031E1
7.892865000E-2	-3.252000046E1	-5.699999809E0	-2.129999924E1
8.705603400E-2	-3.323999786E1	-4.920000076E0	-2.076000023E1
9.523972700E-2	-3.384000015E1	-5.099999905E0	-1.979999924E1
1.033536110E-1	-3.455999756E1	-4.859999657E0	-1.961999893E1
1.114664570E-1	-3.491999817E1	-4.259999752E0	-1.992000008E1
1.195808030E-1	-3.479999924E1	-4.739999771E0	-1.950000000E1
1.276622260E-1	-3.468000031E1	-4.920000076E0	-2.027999878E1
1.358755730E-1	-3.402000046E1	-5.279999733E0	-2.034000015E1
1.439870340E-1	-3.389999771E1	-6.119999886E0	-2.057999992E1
1.520976880E-1	-3.341999817E1	-6.299999714E0	-2.153999901E1
1.602267650E-1	-3.359999847E1	-6.599999905E0	-2.147999954E1
1.683396110E-1	-3.336000061E1	-6.599999905E0	-2.147999954E1
1.765225340E-1	-3.311999893E1	-6.779999733E0	-2.135999870E1
1.846188420E-1	-3.275999832E1	-6.779999733E0	-2.105999947E1
1.927254570E-1	-3.215999985E1	-6.599999905E0	-2.195999908E1
2.008375720E-1	-3.209999847E1	-6.659999847E0	-2.213999939E1
2.089655340E-1	-3.234000015E1	-6.480000019E0	-2.268000031E1
2.171617260E-1	-3.270000076E1	-6.420000076E0	-2.321999931E1
2.252765340E-1	-3.252000046E1	-6.000000000E0	-2.303999901E1
2.333955340E-1	-3.209999847E1	-5.759999752E0	-2.351999855E1
2.414763410E-1	-3.143999863E1	-6.059999943E0	-2.345999908E1
2.495891110E-1	-3.101999855E1	-5.940000057E0	-2.327999878E1
2.577893030E-1	-3.095999908E1	-6.299999714E0	-2.345999908E1
2.659041110E-1	-3.113999939E1	-6.420000076E0	-2.387999916E1
2.740146490E-1	-3.101999855E1	-5.879999638E0	-2.411999893E1
2.821413410E-1	-3.113999939E1	-6.599999905E0	-2.400000000E1
2.902554180E-1	-3.173999977E1	-7.019999981E0	-2.411999893E1
2.984590720E-1	-3.131999969E1	-6.359999657E0	-2.405999947E1
3.065861490E-1	-3.126000023E1	-6.719999790E0	-2.393999863E1
3.147050720E-1	-3.107999992E1	-6.539999962E0	-2.411999893E1
3.228191490E-1	-3.035999870E1	-5.940000057E0	-2.376000023E1
3.309499560E-1	-3.084000015E1	-6.599999905E0	-2.339999962E1
3.391358030E-1	-3.119999886E1	-6.659999847E0	-2.363999939E1
3.472175330E-1	-3.185999870E1	-6.719999790E0	-2.376000023E1
3.553434180E-1	-3.221999741E1	-7.379999638E0	-2.345999908E1
3.634597640E-1	-3.234000015E1	-7.559999943E0	-2.273999977E1
3.715721490E-1	-3.252000046E1	-7.619999886E0	-2.226000023E1
3.796949560E-1	-3.239999771E1	-7.739999771E0	-2.147999954E1
3.878088790E-1	-3.281999969E1	-7.980000019E0	-2.147999954E1
3.959227250E-1	-3.359999847E1	-8.340000153E0	-2.189999962E1
4.040515330E-1	-3.402000046E1	-8.760000229E0	-2.105999947E1
4.121676480E-1	-3.371999741E1	-9.000000000E0	-2.063999939E1
4.203552640E-1	-3.395999908E1	-8.699999809E0	-2.021999931E1
4.284873020E-1	-3.365999985E1	-8.639999390E0	-1.943999863E1
4.365958020E-1	-3.402000046E1	-8.639999390E0	-1.979999924E1
4.447106480E-1	-3.438000107E1	-8.399999619E0	-2.081999969E1
4.528401870E-1	-3.377999878E1	-8.699999809E0	-2.076000023E1
4.609494560E-1	-3.318000031E1	-9.059999466E0	-2.135999870E1
4.690445330E-1	-3.234000015E1	-9.420000076E0	-2.142000008E1
4.771581870E-1	-3.143999863E1	-9.719999313E0	-2.147999954E1
4.852723790E-1	-3.126000023E1	-9.840000153E0	-2.195999908E1
4.933879170E-1	-3.137999916E1	-1.007999992E1	-2.250000000E1
5.015900330E-1	-3.126000023E1	-9.899999619E0	-2.279999924E1
5.097053400E-1	-3.161999893E1	-1.013999939E1	-2.261999893E1
5.178048020E-1	-3.150000000E1	-1.031999969E1	-2.279999924E1
5.259364560E-1	-3.161999893E1	-1.019999981E1	-2.279999924E1
5.340204940E-1	-3.192000008E1	-1.061999989E1	-2.279999924E1
5.421313400E-1	-3.204000092E1	-1.080000019E1	-2.303999901E1
5.502617250E-1	-3.275999832E1	-1.121999931E1	-2.219999886E1
5.583821090E-1	-3.257999802E1	-1.139999962E1	-2.189999962E1
5.664986090E-1	-3.263999939E1	-1.175999928E1	-2.118000031E1
5.746300710E-1	-3.252000046E1	-1.217999935E1	-2.076000023E1
5.828161480E-1	-3.185999870E1	-1.259999943E1	-2.076000023E1
5.909327630E-1	-3.173999977E1	-1.271999931E1	-2.069999886E1
5.990477250E-1	-3.155999947E1	-1.289999962E1	-2.081999969E1
6.071633020E-1	-3.155999947E1	-1.296000004E1	-2.100000000E1
6.152786090E-1	-3.155999947E1	-1.289999962E1	-2.123999977E1
6.235100710E-1	-3.192000008E1	-1.338000011E1	-2.129999924E1
6.316274940E-1	-3.179999924E1	-1.343999958E1	-2.147999954E1
6.397443010E-1	-3.173999977E1	-1.361999989E1	-2.147999954E1
6.478421090E-1	-3.215999985E1	-1.350000000E1	-2.165999985E1
6.559559170E-1	-3.221999741E1	-1.338000011E1	-2.118000031E1
6.641407240E-1	-3.227999878E1	-1.331999969E1	-2.063999939E1
6.722682630E-1	-3.245999908E1	-1.350000000E1	-1.961999893E1
6.803861860E-1	-3.209999847E1	-1.367999935E1	-1.895999908E1
6.884999170E-1	-3.245999908E1	-1.409999943E1	-1.913999939E1
6.966278780E-1	-3.234000015E1	-1.403999996E1	-1.950000000E1
7.048300700E-1	-3.252000046E1	-1.421999931E1	-2.021999931E1
7.129463010E-1	-3.270000076E1	-1.427999973E1	-1.985999870E1
7.210721860E-1	-3.185999870E1	-1.434000015E1	-1.961999893E1
7.291858010E-1	-3.167999840E1	-1.505999947E1	-1.902000046E1
7.373001090E-1	-3.161999893E1	-1.523999977E1	-1.860000038E1
7.454998780E-1	-3.150000000E1	-1.553999996E1	-1.865999985E1
7.536125700E-1	-3.192000008E1	-1.613999939E1	-1.847999954E1
7.617098010E-1	-3.215999985E1	-1.619999886E1	-1.860000038E1
7.698394930E-1	-3.204000092E1	-1.631999969E1	-1.805999947E1
7.779226090E-1	-3.185999870E1	-1.644000053E1	-1.805999947E1
7.860144930E-1	-3.197999954E1	-1.619999886E1	-1.739999962E1
7.941429550E-1	-3.192000008E1	-1.650000000E1	-1.703999901E1
8.022675700E-1	-3.221999741E1	-1.721999931E1	-1.721999931E1
8.103829160E-1	-3.227999878E1	-1.757999992E1	-1.685999870E1
8.185140310E-1	-3.204000092E1	-1.776000023E1	-1.673999977E1
8.267006080E-1	-3.197999954E1	-1.776000023E1	-1.661999893E1
8.347819930E-1	-3.155999947E1	-1.763999939E1	-1.644000053E1
8.429129540E-1	-3.179999924E1	-1.781999969E1	-1.679999924E1
8.510283780E-1	-3.167999840E1	-1.800000000E1	-1.679999924E1
8.591426080E-1	-3.215999985E1	-1.818000031E1	-1.596000004E1
8.672591470E-1	-3.204000092E1	-1.811999893E1	-1.583999920E1
8.753543000E-1	-3.215999985E1	-1.835999870E1	-1.505999947E1
8.834616850E-1	-3.173999977E1	-1.835999870E1	-1.469999981E1
8.915922620E-1	-3.150000000E1	-1.794000053E1	-1.469999981E1
8.997077620E-1	-3.161999893E1	-1.800000000E1	-1.421999931E1
9.078937230E-1	-3.131999969E1	-1.811999893E1	-1.397999954E1
9.160235700E-1	-3.173999977E1	-1.865999985E1	-1.397999954E1
9.241473770E-1	-3.137999916E1	-1.913999939E1	-1.421999931E1
9.322624540E-1	-3.126000023E1	-1.943999863E1	-1.446000004E1
9.403919930E-1	-3.113999939E1	-1.913999939E1	-1.427999973E1
9.485855690E-1	-3.119999886E1	-1.919999886E1	-1.421999931E1
9.566990690E-1	-3.137999916E1	-1.931999969E1	-1.403999996E1
9.648282620E-1	-3.185999870E1	-1.985999870E1	-1.361999989E1
9.729075690E-1	-3.204000092E1	-2.052000046E1	-1.343999958E1
9.810203770E-1	-3.192000008E1	-2.045999908E1	-1.277999973E1
9.892193770E-1	-3.173999977E1	-2.057999992E1	-1.259999943E1
9.973324150E-1	-3.131999969E1	-2.039999962E1	-1.247999954E1
1.005428300E0	-3.126000023E1	-2.034000015E1	-1.242000008E1
1.013559069E0	-3.137999916E1	-2.039999962E1	-1.265999985E1
1.021672569E0	-3.173999977E1	-2.039999962E1	-1.211999989E1
1.029776338E0	-3.167999840E1	-2.015999985E1	-1.223999977E1
1.037906223E0	-3.161999893E1	-2.003999901E1	-1.217999935E1
1.046014684E0	-3.167999840E1	-2.010000038E1	-1.217999935E1
