"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
3.163024230E-1	-7.632619739E-1	-2.012284517E0	-1.837581247E-1
3.184141410E-1	-7.403587699E-1	-2.014415026E0	-1.342233270E-1
3.203420390E-1	-7.174556255E-1	-2.011751890E0	-8.522115648E-2
3.224168460E-1	-6.870955825E-1	-1.994175076E0	-4.154531285E-2
3.238354620E-1	-6.567355394E-1	-1.966478229E0	0.000000000E0
3.264812570E-1	-6.258428693E-1	-1.915878177E0	3.781688958E-2
3.284401920E-1	-5.864281058E-1	-1.857288599E0	7.243798673E-2
3.305119110E-1	-5.422195792E-1	-1.792307496E0	1.043959185E-1
3.317970000E-1	-4.910869002E-1	-1.726261020E0	1.320927888E-1
3.345687950E-1	-4.410194755E-1	-1.658616781E0	1.587243974E-1
3.365977180E-1	-3.829625845E-1	-1.586711407E0	1.837581247E-1
3.386092180E-1	-3.201119602E-1	-1.513208151E0	2.050634027E-1
3.402612310E-1	-2.545982003E-1	-1.432248116E0	2.231729031E-1
3.426662570E-1	-1.901497096E-1	-1.343831062E0	2.402171344E-1
3.446299230E-1	-9.108011425E-2	-1.189900398E0	2.545982003E-1
3.467117950E-1	-2.556634694E-2	-1.078047633E0	2.647182047E-1
3.483571160E-1	3.834952042E-2	-9.592706561E-1	2.679139972E-1
3.507684870E-1	1.033306494E-1	-8.287757635E-1	2.732403278E-1
3.527970640E-1	1.683117896E-1	-6.982808709E-1	2.780340314E-1
3.547987570E-1	2.327602804E-1	-5.587311983E-1	2.785666585E-1
3.563735390E-1	3.004045784E-1	-4.175836742E-1	2.828277051E-1
3.588018340E-1	3.664509654E-1	-2.748382390E-1	2.833603323E-1
3.607807690E-1	4.362258017E-1	-1.320927888E-1	2.833603323E-1
3.627016540E-1	5.006743073E-1	1.384843793E-2	2.870887816E-1
3.643287310E-1	5.640575290E-1	1.608549356E-1	2.897519469E-1
3.666666920E-1	6.215817928E-1	3.126551211E-1	2.924150825E-1
3.687880770E-1	6.737797856E-1	4.703142643E-1	2.972087860E-1
3.708990640E-1	7.190535069E-1	6.301039457E-1	3.025351167E-1
3.722596160E-1	7.611314654E-1	7.866978049E-1	3.110572100E-1
3.749543330E-1	7.978830934E-1	9.358348250E-1	3.195793331E-1
3.769831030E-1	8.287757635E-1	1.066862345E0	3.291667104E-1
3.789934870E-1	8.532768488E-1	1.180845618E0	3.382214606E-1
3.803713080E-1	8.692557812E-1	1.269262552E0	3.467435837E-1
3.830496030E-1	8.804410696E-1	1.335841656E0	3.526025414E-1
