"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
1.146074677E0	2.944454670E0	-3.501777649E-1	2.837715149E-1
1.154161023E0	1.983846188E0	-1.525125653E-1	-5.473718643E-1
1.162248100E0	7.424196601E-1	4.434950650E-1	-1.091134071E0
1.170050538E0	-1.005592465E0	8.579074144E-1	-1.275893211E0
1.178339215E0	-2.972332954E0	1.993286729E0	-9.731359482E-1
1.186437253E0	-2.741208553E0	5.878303647E-1	8.094472885E-1
1.194540177E0	-1.404127359E0	-7.864670157E-1	1.809092522E0
1.202627946E0	-7.015392184E-1	-1.710517526E0	1.396693230E0
1.210487730E0	-1.178668499E0	-1.711001873E0	1.862681389E0
1.218730176E0	-1.262202263E0	-1.981341362E0	2.349748611E0
1.226830984E0	-9.609906673E-1	-2.237265348E0	2.616189957E0
1.234921215E0	-1.031581759E0	-2.114626884E0	2.461040497E0
1.243025715E0	-5.126904249E-1	-2.111411810E0	2.066781044E0
1.250887038E0	-3.975009918E-2	-1.849713087E0	1.610847473E0
1.259105407E0	4.001377225E-1	-1.535253048E0	5.315008163E-1
1.275309445E0	2.184419036E-1	-1.105539799E-1	-1.638453484E0
1.283399176E0	1.194396019E-1	2.057532072E-1	-2.199241161E0
1.291219269E0	-6.852352619E-2	-2.081900835E-2	-2.811831951E0
1.299492561E0	-2.438661456E-1	-3.278222680E-1	-3.156590939E0
1.307592099E0	-2.629858255E-1	-4.880678952E-1	-3.215242386E0
1.315697715E0	-6.332039833E-1	-2.160940766E-1	-2.376862049E0
1.323788368E0	-5.481491685E-1	-2.338544726E-1	-1.562273979E0
1.331631807E0	-2.053511739E-1	-5.452677608E-1	-1.052761078E0
1.339894291E0	4.327048063E-1	-6.416811347E-1	-4.797525406E-1
1.347992830E0	8.191845417E-1	-2.737595141E-1	1.919994354E-1
1.356080791E0	1.891898870E0	-6.504064202E-1	-2.705278397E-1
1.364219253E0	1.047056317E0	2.063147426E-1	2.417564392E-1
1.371974499E0	7.721512318E-1	6.771618724E-1	7.133483887E-1
1.380234192E0	6.550819874E-1	6.237247586E-1	6.770734787E-1
1.388373253E0	3.175934255E-1	4.268016815E-1	6.807241440E-1
1.396464445E0	2.327933609E-1	2.813887596E-2	9.755849838E-1
1.404554291E0	4.040411115E-1	-2.905167341E-1	9.501476288E-1
1.412389884E0	2.526470423E-1	-1.869078726E-1	9.133806229E-1
1.420651830E0	1.429849565E-1	3.566330671E-2	1.033045769E0
1.428752253E0	2.731941044E-1	3.285455704E-2	7.726602554E-1
1.436857406E0	3.228815496E-1	-7.281541824E-2	3.284416199E-1
1.444947945E0	1.239009798E-1	-7.689166069E-2	4.212379456E-3
1.452714692E0	-1.023162305E-1	1.252780557E-1	-4.206743240E-1
1.460983846E0	2.627909482E-1	-2.076675445E-1	-3.907680511E-1
1.469152445E0	2.474443316E-1	-6.927409768E-2	2.684593201E-2
1.477240906E0	2.181515694E-1	1.180982292E-1	1.597547531E-1
1.485345022E0	2.700237632E-1	1.655677855E-1	3.576412201E-1
1.493197615E0	5.708088279E-1	6.755802035E-2	3.237962723E-1
1.501429022E0	7.598661780E-1	8.907535672E-2	1.471338272E-1
1.509542791E0	6.892769337E-1	1.474395692E-1	-8.132934570E-2
1.517632060E0	6.051441431E-1	2.142411470E-1	-2.685098648E-1
1.525721714E0	6.331999302E-1	2.058346868E-1	-4.790802002E-1
1.533482999E0	7.462684512E-1	1.441291571E-1	-6.129016876E-1
1.541768538E0	7.407838702E-1	3.154221773E-1	-5.815477371E-1
1.549915483E0	6.620309353E-1	5.201418400E-1	-3.876037598E-1
1.558017867E0	6.226704121E-1	5.814110041E-1	-2.251033783E-1
1.566105598E0	9.512119889E-1	4.730526805E-1	1.245975494E-1
1.574009576E0	1.137981892E0	7.024226785E-1	6.913566589E-1
1.581734692E0	1.360379815E0	8.859411478E-1	1.156899452E0
1.589820076E0	1.726517677E0	1.071606278E0	1.812095642E-1
1.597929768E0	1.989987016E0	4.687416553E-1	6.298418045E-1
1.605932961E0	2.367682457E0	7.451421022E-2	9.943904877E-1
1.613947230E0	4.829397202E0	-2.507445812E-1	1.141598701E0
1.622513367E0	3.677418232E0	1.905463934E-1	1.936643600E0
1.630630252E0	2.602916718E0	-2.169771791E-1	2.468064308E0
