"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
2.096003800E-2	-1.379999924E1	-3.552000046E1	-2.334000015E1
2.898303800E-2	1.679999948E0	-3.473999786E1	-2.447999954E1
3.713322100E-2	9.059999466E0	-3.491999817E1	-2.495999908E1
4.522287500E-2	1.739999962E1	-3.491999817E1	-2.609999847E1
5.322823100E-2	1.734000015E1	-3.515999985E1	-2.627999878E1
6.135546100E-2	1.734000015E1	-3.515999985E1	-2.603999901E1
6.932419200E-2	1.739999962E1	-3.534000015E1	-2.579999924E1
7.744273000E-2	1.763999939E1	-3.491999817E1	-2.513999939E1
8.561506700E-2	1.818000031E1	-3.486000061E1	-2.519999886E1
9.370483600E-2	1.853999901E1	-3.527999878E1	-2.453999901E1
1.017279610E-1	1.853999901E1	-3.552000046E1	-2.405999947E1
1.097787300E-1	1.823999977E1	-3.629999924E1	-2.447999954E1
1.178153840E-1	1.818000031E1	-3.611999893E1	-2.453999901E1
1.259959130E-1	1.781999969E1	-3.575999832E1	-2.501999855E1
1.340151920E-1	1.787999916E1	-3.563999939E1	-2.495999908E1
1.420951540E-1	1.811999893E1	-3.534000015E1	-2.477999878E1
1.501115770E-1	1.800000000E1	-3.593999863E1	-2.484000015E1
1.582550000E-1	1.829999924E1	-3.575999832E1	-2.465999985E1
1.663827590E-1	1.805999947E1	-3.570000076E1	-2.501999855E1
1.743965770E-1	1.745999908E1	-3.527999878E1	-2.513999939E1
1.825348460E-1	1.739999962E1	-3.468000031E1	-2.501999855E1
1.905621530E-1	1.703999901E1	-3.497999954E1	-2.495999908E1
1.986644510E-1	1.679999924E1	-3.497999954E1	-2.501999855E1
2.067690670E-1	1.721999931E1	-3.515999985E1	-2.507999992E1
2.148318070E-1	1.685999870E1	-3.557999802E1	-2.489999962E1
2.228917690E-1	1.692000008E1	-3.581999969E1	-2.489999962E1
2.309681050E-1	1.710000038E1	-3.605999756E1	-2.489999962E1
2.389492690E-1	1.685999870E1	-3.611999893E1	-2.489999962E1
2.471441820E-1	1.703999901E1	-3.605999756E1	-2.495999908E1
2.552018460E-1	1.745999908E1	-3.557999802E1	-2.460000038E1
2.632403460E-1	1.794000053E1	-3.527999878E1	-2.423999977E1
2.712350770E-1	1.811999893E1	-3.509999847E1	-2.381999969E1
2.793125000E-1	1.818000031E1	-3.479999924E1	-2.369999886E1
2.875182970E-1	1.763999939E1	-3.461999893E1	-2.387999916E1
2.955117300E-1	1.697999954E1	-3.509999847E1	-2.400000000E1
3.036071530E-1	1.661999893E1	-3.515999985E1	-2.423999977E1
3.117137200E-1	1.644000053E1	-3.557999802E1	-2.435999870E1
3.197203840E-1	1.673999977E1	-3.605999756E1	-2.453999901E1
3.279082590E-1	1.715999985E1	-3.581999969E1	-2.447999954E1
3.359517690E-1	1.739999962E1	-3.575999832E1	-2.471999931E1
3.440050760E-1	1.805999947E1	-3.534000015E1	-2.501999855E1
3.520074230E-1	1.811999893E1	-3.515999985E1	-2.501999855E1
3.601608460E-1	1.787999916E1	-3.509999847E1	-2.471999931E1
3.682804510E-1	1.818000031E1	-3.479999924E1	-2.484000015E1
3.763833740E-1	1.787999916E1	-3.486000061E1	-2.484000015E1
3.844712970E-1	1.727999878E1	-3.491999817E1	-2.477999878E1
3.924649120E-1	1.757999992E1	-3.455999756E1	-2.526000023E1
4.005681430E-1	1.745999908E1	-3.479999924E1	-2.519999886E1
4.086563350E-1	1.715999985E1	-3.515999985E1	-2.513999939E1
