"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
2.301506800E-2	-1.781535149E-2	-5.731940269E-2	-2.311887741E-1
3.104556800E-2	9.240835905E-2	9.863376617E-2	2.023925781E-1
3.913537500E-2	3.747040033E-2	7.255911827E-2	9.913825989E-2
4.722526000E-2	1.540517807E-2	4.614353180E-3	-7.458496094E-2
5.532868300E-2	1.214430928E-1	-1.784620285E-1	-1.593961716E-1
6.341764400E-2	1.121127605E-1	-1.990704536E-1	-6.878662109E-2
7.142352900E-2	-3.646796942E-2	-1.778638363E-1	-4.378890991E-2
7.952818300E-2	-4.468965530E-2	-1.636996269E-1	-4.172668457E-1
8.737692300E-2	4.814976454E-2	-1.664643288E-1	-7.934408188E-1
9.570779800E-2	1.243535280E-1	-1.294620037E-1	-1.030346870E0
1.038124520E-1	8.131384850E-2	-7.415390015E-2	-1.151888847E0
1.118183360E-1	2.646070719E-2	-5.013036728E-2	-1.058626175E0
1.199084520E-1	-1.861673594E-2	-1.850247383E-2	-8.609037399E-1
1.280127210E-1	-5.742383003E-2	-4.036164284E-2	-6.595687866E-1
1.361025670E-1	-2.614092827E-2	-1.484816074E-1	-4.049177170E-1
1.441921440E-1	3.158611059E-2	-2.636687756E-1	-2.514467239E-1
1.522056060E-1	1.305194497E-1	-2.673399448E-1	-1.004381180E-1
1.602953750E-1	1.264538765E-1	-2.636015415E-1	-1.426219940E-1
1.681797690E-1	9.642612934E-2	-1.636738777E-1	-1.740245819E-1
1.764903750E-1	2.521377802E-2	-6.825089455E-2	-2.927303314E-1
1.845807980E-1	5.661857128E-2	4.227924347E-2	-3.674678802E-1
1.925774130E-1	8.437323570E-2	9.077715874E-2	-3.054466248E-1
2.006813360E-1	8.972179890E-2	4.553031921E-2	-2.310352325E-1
2.087710280E-1	7.913362980E-2	-3.826332092E-2	-3.036623001E-1
2.168605670E-1	8.381080627E-2	-7.059931755E-2	-3.137826920E-1
2.249651440E-1	2.778983116E-2	-3.554582596E-2	-3.390922546E-1
2.329702590E-1	2.106165886E-2	-6.799864769E-2	-2.756938934E-1
2.410583740E-1	6.852233410E-2	-9.544992447E-2	-2.371988297E-1
2.489339230E-1	1.104536057E-1	-7.607388496E-2	-2.025489807E-1
2.572499130E-1	8.301103115E-2	-1.802420616E-2	-2.442636490E-1
2.653376050E-1	7.612705231E-2	5.612826347E-2	-2.326889038E-1
2.733450670E-1	9.129261971E-2	1.020848751E-1	-6.916236877E-2
2.814330670E-1	3.706014156E-2	8.544468880E-2	-1.120195389E-1
2.895170380E-1	1.037093401E-1	3.880167007E-2	-1.331520081E-1
2.976220280E-1	1.492763758E-1	2.089476585E-2	-2.284278870E-1
3.057105660E-1	1.396995783E-1	6.925368309E-2	-2.446708679E-1
3.137166820E-1	2.558745146E-1	1.030974388E-1	-2.765684128E-1
3.218215280E-1	4.613507986E-1	2.020022869E-1	-3.173980713E-1
3.297390000E-1	5.695347786E-1	4.284489155E-1	-2.838220596E-1
3.379988360E-1	4.416998625E-1	5.268354416E-1	-3.261947632E-1
3.461019890E-1	4.172742367E-1	4.874405861E-1	-3.314800262E-1
3.541058360E-1	5.155133009E-1	3.570189476E-1	-4.240865707E-1
3.621938740E-1	5.573382378E-1	2.589633465E-1	-4.578962326E-1
3.702973350E-1	4.551403522E-1	1.047048569E-1	-4.196252823E-1
3.783852970E-1	5.373991728E-1	-8.756041527E-2	-3.072586060E-1
3.864731050E-1	7.747557163E-1	-2.736155987E-1	-1.761951447E-1
3.944829120E-1	7.699353695E-1	-3.997087479E-1	-1.251831055E-1
4.025700280E-1	6.795083284E-1	-4.605872631E-1	-1.876697540E-1
4.104270380E-1	6.451908350E-1	-4.982211590E-1	-3.300905228E-1
4.187636040E-1	5.821210146E-1	-4.420907497E-1	-4.562387466E-1
4.268532200E-1	5.661711693E-1	-3.904597759E-1	-3.144569397E-1
4.348461810E-1	5.925323963E-1	-3.789737225E-1	-2.326269150E-1
4.429489890E-1	6.771759987E-1	-4.226553440E-1	-2.343568802E-1
4.509926150E-1	6.677584648E-1	-4.393818378E-1	-1.624403000E-1
4.591262970E-1	3.327634335E-1	-5.172232389E-1	-2.572097778E-1
4.672293350E-1	1.772387028E-1	-6.159451008E-1	-2.863206863E-1
4.833246430E-1	2.385175228E-1	-1.149741173E0	-3.905763626E-1
4.911638840E-1	9.434413910E-2	-1.275827527E0	-5.074453354E-1
4.995152580E-1	-1.155884266E-1	-1.234800816E0	-3.458003998E-1
5.076023730E-1	-2.803506851E-1	-1.212668657E0	-1.490850449E-1
5.156104500E-1	-1.114990711E-1	-1.333187699E0	-7.168006897E-2
5.236976040E-1	8.385300636E-2	-1.486278534E0	7.150363922E-2
5.317403840E-1	-1.633379459E-1	-1.541464567E0	2.359867096E-2
5.398864890E-1	-3.476030827E-1	-1.432939649E0	8.714866638E-2
5.479739890E-1	-3.164937496E-1	-1.197775602E0	6.213502884E-1
5.559766040E-1	-3.716185093E-1	-1.093448162E0	7.905902863E-1
5.640792190E-1	-4.822669029E-1	-1.196262240E0	7.015924454E-1
5.719272690E-1	-7.677752972E-1	-1.378876686E0	3.308925629E-1
5.802576420E-1	-8.608596325E-1	-1.558893442E0	3.409671783E-2
5.883604880E-1	-9.059600830E-1	-1.537979841E0	2.803773880E-1
5.963639500E-1	-1.017778873E0	-1.169659376E0	2.139644623E-1
6.044527580E-1	-9.381158352E-1	-7.814575434E-1	3.168048859E-1
6.125338450E-1	-6.966137886E-1	-4.931077957E-1	3.197050095E-1
6.206420650E-1	-6.757564545E-1	-2.777240574E-1	3.593006134E-1
6.287306810E-1	-6.746253967E-1	-7.827717066E-2	2.885856628E-1
6.367394500E-1	-3.859195709E-1	1.550605297E-1	4.032125473E-1
6.448274500E-1	-1.777303219E-1	5.400081277E-1	6.444807053E-1
6.527098070E-1	-1.873407364E-1	1.263194084E0	2.615270615E-1
6.610189500E-1	-5.210804939E-1	1.620989442E0	1.531028748E-2
6.691069110E-1	-8.952810764E-1	1.417858362E0	1.974544525E-1
6.771026040E-1	-1.550001383E0	1.159831047E0	3.231859207E-1
6.852517960E-1	-1.572961569E0	7.647130489E-1	8.317565918E-1
6.932761530E-1	-1.142688274E0	9.637506008E-1	1.459897041E0
7.013854500E-1	-4.481637478E-1	8.959449530E-1	1.144235611E0
7.094906800E-1	7.692813873E-3	8.550409675E-1	7.362718582E-1
7.174970650E-1	7.681512833E-2	5.837370157E-1	6.242017746E-1
7.255859880E-1	1.006903648E-1	2.396914959E-1	5.034093857E-1
7.334163070E-1	4.104800224E-1	-1.935403347E-1	3.216304779E-1
7.417821030E-1	8.475141525E-1	-1.737757921E-1	1.253385544E-1
7.498718720E-1	1.116737843E0	-1.697686911E-1	-7.750892639E-2
7.578811030E-1	7.981858253E-1	1.411237717E-1	4.414720535E-1
7.659705260E-1	1.239116669E0	-1.540324688E-1	9.069995880E-1
7.740594110E-1	1.068343639E0	4.721994400E-1	4.858245850E-1
7.821631030E-1	1.824922562E0	1.916912675E0	-8.554291725E-1
7.902522570E-1	2.188568115E0	5.251172781E-1	-1.402605534E0
7.982581420E-1	1.998387814E0	3.716895580E-1	1.388845444E-1
8.063622950E-1	7.896232605E-1	2.780787945E-1	3.756618500E-1
8.142581150E-1	1.668437481E0	4.953382015E-1	3.167562485E-1
8.225389110E-1	1.409143925E0	3.110468388E-1	2.229337692E-1
8.306422570E-1	9.733304977E-1	1.977689266E-1	-3.342771530E-2
8.386462180E-1	9.164929390E-1	-2.229552269E-1	3.493642807E-1
8.467341030E-1	7.256441116E-1	-3.412795067E-1	1.800432205E-1
8.548265380E-1	9.953565598E-1	-3.706820011E-1	-2.908067703E-1
8.710184870E-1	4.607481956E-1	-1.154312849E0	-1.554310322E0
8.790275640E-1	7.679972649E-1	-8.931872845E-1	-1.957474232E0
8.871172180E-1	1.755353451E0	-1.230999470E0	-2.113005161E0
8.950192680E-1	1.739337444E0	-1.570904016E0	-2.258039951E0
9.033102560E-1	1.396898746E0	-1.588032722E0	-1.709162712E0
9.113988330E-1	1.329222679E0	-1.769041300E0	-4.607739449E-1
9.193927560E-1	1.729181290E0	-1.644811392E0	7.565879822E-2
9.274969100E-1	1.725121021E0	-1.203318119E0	3.317422867E-1
9.355872180E-1	1.750094414E0	-6.079258919E-1	1.181912422E-1
9.436766790E-1	1.304211140E0	-3.071904182E-2	-5.078783035E-1
9.517811410E-1	1.070797920E0	1.559104919E-1	-9.676561356E-1
9.597869490E-1	1.066269875E0	-3.009924889E-1	-9.915580750E-1
9.678759100E-1	1.719591141E0	-1.163439989E0	-1.064673424E0
9.757725380E-1	6.598000526E-1	-7.354497910E-1	-1.539147854E0
9.840666410E-1	4.832158089E-1	-1.374527693E0	-1.843498230E0
9.921567180E-1	8.774132729E-1	-1.975449562E0	-1.019116402E0
1.000166410E0	1.042362213E0	-1.983689308E0	-6.069521904E-1
1.008256602E0	1.448465824E0	-1.758959293E0	-3.118824959E-1
1.016346256E0	1.553661346E0	-1.286738396E0	6.821470261E-1
1.024450487E0	1.603221893E0	-1.410281181E0	3.973806858E0
1.032539641E0	1.201172829E0	-1.107734680E0	2.120605469E0
