Time (s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,linear_acc_x,linear_acc_y,linear_acc_z,mag_x,mag_y,mag_z,exercise,participant,dataset,exercise_participant
-0.00346191664,5.7357724,9.021589508,-6.967560883,0.4514383674,-1.151896358,-0.6393437982,1.683041796,2.436730059,-1.524797137,-40.52271652,-26.63841629,40.88575745,plank,akshaye,plank1,plank_akshaye
0.006498083356,5.986051941,9.349856873,-6.939269714,0.4514383674,-1.151896358,-0.6393437982,1.683041796,2.436730059,-1.524797137,-40.52271652,-26.63841629,40.88575745,plank,akshaye,plank1,plank_akshaye
0.01396808337,6.076987839,9.284742279500001,-6.918013916,0.4514383674,-1.151896358,-0.6393437982,1.683041796,2.436730059,-1.524797137,-40.52271652,-26.63841629,40.88575745,plank,akshaye,plank1,plank_akshaye
0.01645808335,6.167923737,9.219627686,-6.896758118,0.5112079084,-1.25004828,-0.66274386645,1.80870153,2.283936467,-1.4742950275,-40.374687195,-26.634910585,40.96865082,plank,akshaye,plank1,plank_akshaye
0.02392808336,6.0604472355,8.762253799500002,-6.8853069305000005,0.5709774494,-1.348200202,-0.6861439347,1.934361264,2.131142875,-1.423792918,-40.22665787,-26.63140488,41.05154419,plank,akshaye,plank1,plank_akshaye
0.02641808335,5.952970734,8.304879913,-6.873855743,0.6519322097,-1.3885524275,-0.6778203547,1.8027921875000001,1.5723882095000001,-1.3246843670000001,-40.06782532,-26.614797595,41.13381958,plank,akshaye,plank1,plank_akshaye
0.03388808336,5.5767281345,7.530989227000001,-6.699842605500001,0.73288697,-1.428904653,-0.6694967747,1.671223111,1.013633544,-1.225575816,-39.90899277,-26.59819031,41.21609497,plank,akshaye,plank1,plank_akshaye
0.03637708334,5.200485535,6.757098541,-6.525829468,0.82419937845,-1.442994535,-0.65130999685,1.3573349270000001,0.24387508550000003,-0.98833059575,-39.3790741,-26.50397396,41.46394348,plank,akshaye,plank1,plank_akshaye
0.04384708335,4.90208107,6.074967041000001,-6.416856079,0.9155117869,-1.457084417,-0.633123219,1.043446743,-0.525883373,-0.7510853755,-38.84915543,-26.40975761,41.71179199,plank,akshaye,plank1,plank_akshaye
0.04633708333,4.603676605,5.392835541,-6.30788269,0.99745830895,-1.4605457185,-0.6212593614999999,0.8268607588500001,-1.155913843,-0.60865451125,-38.381267550000004,-26.3028841,41.96517944,plank,akshaye,plank1,plank_akshaye
0.05380708334,4.36671936,4.8460974885,-6.345379715,1.079404831,-1.46400702,-0.609395504,0.6102747747,-1.785944313,-0.466223647,-37.91337967,-26.19601059,42.21856689,plank,akshaye,plank1,plank_akshaye
0.05629708333,4.129762115,4.299359436,-6.38287674,1.122756362,-1.449136853,-0.58190590145,0.4467090033,-2.280909656,-0.476196658,-37.470861435,-26.07571411,42.50086212,plank,akshaye,plank1,plank_akshaye
0.06376708334,3.913461914,3.868405609,-6.583309937,1.166107893,-1.434266686,-0.5544162989,0.2831432319,-2.775874999,-0.486169669,-37.0283432,-25.95541763,42.78315735,plank,akshaye,plank1,plank_akshaye
0.06625708332,3.697161713,3.437451782,-6.783743134,1.138074398,-1.3549140689999999,-0.5297357142,0.12062937455,-3.1560828880000003,-0.66609960435,-36.582950589999996,-25.8037796,43.086997984999996,plank,akshaye,plank1,plank_akshaye
0.07372708333,3.5352733615,3.184253311,-7.1501062775,1.110040903,-1.275561452,-0.5050551295,-0.0418844828,-3.536290777,-0.8460295397,-36.13755798,-25.65214157,43.39083862,plank,akshaye,plank1,plank_akshaye
0.07621708332,3.37338501,2.93105484,-7.516469421,1.00930765265,-1.1420589090000002,-0.46814341839999996,-0.10502096325,-3.6911639315,-1.19709227435,-35.704183575,-25.461289405000002,43.808403014999996,plank,akshaye,plank1,plank_akshaye
0.08368608332,3.3460668184999998,2.9150381469999997,-7.9926292415,0.9085744023,-1.008556366,-0.4312317073,-0.1681574437,-3.846037086,-1.548155009,-35.27080917,-25.27043724,44.22596741,plank,akshaye,plank1,plank_akshaye
0.08617608336,3.318748627,2.899021454,-8.468789062,0.7845765650000001,-0.8803275824000001,-0.3624988496,-0.16130085244999998,-3.7971862305,-1.9901413625000002,-34.850940705,-25.042313575,44.631767275,plank,akshaye,plank1,plank_akshaye
0.09364608332,3.2821497345,3.103795624,-8.873547363,0.6605787277,-0.7520987988,-0.2937659919,-0.1544442612,-3.748335375,-2.432127716,-34.43107224,-24.81418991,45.03756714,plank,akshaye,plank1,plank_akshaye
0.09613608336,3.245550842,3.308569794,-9.278305664,0.5770060122,-0.67707487945,-0.233951278,-0.12335388467,-3.4651175910000003,-2.747860112,-34.077186585,-24.594676970000002,45.33668518,plank,akshaye,plank1,plank_akshaye
0.1036060833,3.4274226380000004,3.7818106845,-9.396110687,0.4934332967,-0.6020509601,-0.1741365641,-0.09226350814,-3.181899807,-3.063592508,-33.72330093,-24.37516403,45.63580322,plank,akshaye,plank1,plank_akshaye
0.1060960834,3.609294434,4.255051575,-9.51391571,0.46138614415,-0.5699312389,-0.118001392095,0.14880710678,-2.6287403425,-3.0766452475,-33.458530425,-24.197868345,45.886917115,plank,akshaye,plank1,plank_akshaye
0.1135660834,3.7930373385,4.976850586,-9.3830877685,0.4293389916,-0.5378115177,-0.06186622009,0.3898777217,-2.075580878,-3.089697987,-33.19375992,-24.02057266,46.13803101,plank,akshaye,plank1,plank_akshaye
