"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
2.837623600E-2	-1.316559315E-2	-1.088929176E-1	-1.802940369E-1
3.645150500E-2	-2.937781811E-2	-1.224789619E-1	1.587800980E-1
4.434807700E-2	-2.518435717E-1	3.643941879E-2	6.710700989E-1
5.265469700E-2	-4.613792598E-1	2.305731773E-1	1.020251274E0
6.074546700E-2	-6.080019474E-1	4.269876480E-1	1.317346573E0
6.878615900E-2	-6.112110615E-1	5.732474327E-1	1.589531898E0
7.683853900E-2	-3.546028435E-1	7.031245232E-1	1.714660645E0
8.467950000E-2	-1.613358557E-1	7.821860313E-1	1.788915634E0
9.303915900E-2	-5.367432535E-2	7.404785156E-1	2.282274246E0
1.011251970E-1	-2.952699363E-2	6.241340637E-1	2.269793510E0
1.091596970E-1	4.033837318E-1	-4.180846214E-1	1.637862206E0
1.172266970E-1	-1.145740390E0	2.616367340E-1	2.626794815E0
1.250953460E-1	-7.827979922E-1	6.695175171E-2	-1.628131866E-1
1.334146970E-1	-1.425488114E0	-8.729569912E-1	8.197975159E-2
1.415164660E-1	-1.879141212E0	-1.012516022E0	-1.013183594E-1
1.495406970E-1	-1.431401730E0	-6.939871311E-1	-8.386058807E-1
1.575931970E-1	-5.539057851E-1	-7.737727165E-1	-2.302185059E0
1.655076160E-1	-6.254515648E-1	-1.976555347E0	-2.648334026E0
1.737913510E-1	-1.194100261E0	-1.936809182E0	-9.041862488E-1
1.818779280E-1	-1.701708555E0	-7.486393452E-1	1.477257729E0
1.899166970E-1	-1.141037822E0	1.725058556E-1	2.749463081E0
1.979697350E-1	-3.590267897E-1	-1.248927116E-1	2.243803978E0
2.058043460E-1	1.551605463E-1	-6.637287140E-1	8.887138367E-1
2.141689660E-1	3.886395693E-1	-1.090076923E0	-3.710346222E-1
2.222558120E-1	4.815361500E-1	-1.155157089E0	-1.126771927E0
2.302885810E-1	5.403265953E-1	-8.269227743E-1	-1.340214729E0
2.383553120E-1	9.719252586E-3	-6.494528055E-1	-1.741029739E0
2.462274230E-1	-3.401609659E-1	-1.645230770E0	-2.082497597E0
2.545380430E-1	5.702716708E-1	-3.755494833E0	-2.634287357E0
2.626387350E-1	1.540661454E0	-7.001366615E0	-3.064584732E0
2.706611970E-1	-3.771676421E-1	-5.737178326E0	-3.927003860E0
2.787129270E-1	-2.985475063E0	-2.839011192E0	-7.413816452E-1
2.865524230E-1	-3.733262777E0	-3.530460596E-1	-5.040302277E-1
2.948881960E-1	-2.350689650E0	2.033841610E-1	2.069320679E-1
