"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
3.230944270E-1	3.616572917E-1	-3.389138937E0	6.348975897E-1
3.243894620E-1	4.170510471E-1	-3.734817266E0	6.902913451E-1
3.269771540E-1	5.113269091E-1	-4.197142124E0	7.456851006E-1
3.291787730E-1	5.784385800E-1	-4.470914841E0	7.632619739E-1
3.312057730E-1	6.636597514E-1	-4.715393066E0	7.717841268E-1
3.325474230E-1	7.600662112E-1	-4.932174206E0	7.792409658E-1
3.352623500E-1	8.665926456E-1	-5.119660854E0	7.819041014E-1
3.372672310E-1	9.784454107E-1	-5.274124146E0	7.749798894E-1
3.392923500E-1	1.094559193E0	-5.386509895E0	7.627293468E-1
3.405731540E-1	1.203748822E0	-5.446697235E0	7.398261428E-1
3.433484650E-1	1.312938452E0	-5.446164608E0	7.158577442E-1
3.452509230E-1	1.417334318E0	-5.408880234E0	6.876282096E-1
3.473788890E-1	1.513208151E0	-5.353486538E0	6.524744630E-1
3.487858850E-1	1.606418848E0	-5.308745384E0	6.194512844E-1
3.513827350E-1	1.694303155E0	-5.277852535E0	5.874933600E-1
3.533089230E-1	1.773132682E0	-5.277852535E0	5.534048676E-1
3.553939650E-1	1.855158091E0	-5.251221180E0	5.209143162E-1
3.566126920E-1	1.922269702E0	-5.234177113E0	4.878911078E-1
3.594518120E-1	1.979261398E0	-5.235774994E0	4.506068528E-1
3.613276540E-1	2.031991959E0	-5.262406349E0	4.106594622E-1
3.634832730E-1	2.086853027E0	-5.304484367E0	3.685815036E-1
3.647804230E-1	2.142779350E0	-5.356149673E0	3.281014562E-1
3.675402730E-1	2.197640657E0	-5.404086590E0	2.854908705E-1
3.695693880E-1	2.250371218E0	-5.453088760E0	2.439455539E-1
3.715841580E-1	2.301503897E0	-5.507949829E0	2.055960447E-1
3.728205770E-1	2.346245050E0	-5.571865559E0	1.661812514E-1
3.756406190E-1	2.384594440E0	-5.643771172E0	1.288969964E-1
3.775623850E-1	2.418150425E0	-5.721002579E0	9.693906456E-2
3.796858120E-1	2.443716764E0	-5.796103954E0	6.977482140E-2
3.810168080E-1	2.459695578E0	-5.865878582E0	3.781688958E-2
3.837427730E-1	2.467152596E0	-5.926066399E0	1.757686399E-2
3.856173850E-1	2.468750477E0	-5.987851620E0	-1.065264456E-3
3.877742730E-1	2.459162951E0	-6.046441078E0	-1.704423130E-2
3.891754610E-1	2.442118883E0	-6.110889435E0	-2.343581803E-2
3.917682730E-1	2.419748306E0	-6.184392929E0	-2.556634694E-2
3.936097310E-1	2.392584085E0	-6.261624336E0	-1.438106969E-2
3.957639650E-1	2.361691236E0	-6.342584610E0	-1.597896684E-3
3.971024610E-1	2.328668118E0	-6.426208019E0	1.970739290E-2
3.998205420E-1	2.291383743E0	-6.507700443E0	4.367584363E-2
4.016965000E-1	2.257295370E0	-6.579606056E0	7.030745596E-2
4.038658500E-1	2.226935387E0	-6.633401871E0	9.960222989E-2
4.051290380E-1	2.202434301E0	-6.668555260E0	1.235706806E-1
4.077612310E-1	2.183259487E0	-6.682404041E0	1.480717659E-1
4.099516960E-1	2.174204826E0	-6.691458702E0	1.656486243E-1
4.119633110E-1	2.163552046E0	-6.687730312E0	1.752360016E-1
4.133177690E-1	2.161421537E0	-6.677077770E0	1.810949594E-1
4.160208880E-1	2.158758402E0	-6.656304836E0	1.842907518E-1
4.179116150E-1	2.160356283E0	-6.624879837E0	1.805623323E-1
4.200511960E-1	2.160888910E0	-6.584932327E0	1.747033745E-1
4.213511150E-1	2.165682554E0	-6.537528038E0	1.672465205E-1
4.241083110E-1	2.158225775E0	-6.467752934E0	1.533980817E-1
4.261370810E-1	2.152899504E0	-6.418218136E0	1.443433315E-1
4.281554650E-1	2.140116215E0	-6.371879578E0	1.347559541E-1
4.295334610E-1	2.131594181E0	-6.340454102E0	1.304948926E-1
4.321490040E-1	2.111354113E0	-6.360693932E0	1.283643693E-1
4.340076150E-1	2.096440554E0	-6.370813847E0	1.278317273E-1
4.361446960E-1	2.081526756E0	-6.365487576E0	1.219727769E-1
4.374031540E-1	2.065015078E0	-6.357498169E0	9.906959534E-2
4.402012730E-1	2.048503637E0	-6.358563423E0	7.243798673E-2
4.420824230E-1	2.028263569E0	-6.363889694E0	4.580637068E-2
4.442313500E-1	2.004827738E0	-6.366552830E0	9.054748341E-3
4.454916540E-1	1.978728771E0	-6.362824440E0	-2.769687586E-2
4.480694230E-1	1.959553957E0	-6.343649864E0	-7.776430249E-2
4.502976920E-1	1.937716007E0	-6.298908710E0	-1.299622655E-1
4.522625770E-1	1.909486532E0	-6.221144199E0	-1.938781291E-1
4.537385380E-1	1.882322311E0	-6.110356808E0	-2.673813701E-1
4.563997730E-1	1.846103311E0	-5.971339703E0	-3.440804183E-1
4.583089230E-1	1.812547445E0	-5.811017513E0	-4.266384244E-1
4.604301190E-1	1.777393699E0	-5.646966934E0	-5.097290277E-1
4.616836920E-1	1.747033715E0	-5.488775253E0	-5.917543769E-1
4.644863110E-1	1.717206359E0	-5.341236115E0	-6.737797856E-1
4.663731540E-1	1.688976765E0	-5.204349518E0	-7.515440583E-1
4.685177730E-1	1.668204188E0	-5.082376957E0	-8.255799413E-1
4.699103460E-1	1.645833611E0	-4.969458580E0	-8.889631629E-1
4.725203880E-1	1.632517815E0	-4.874117374E0	-9.416937828E-1
