"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.203118685E2,8.425794632E-1,7.354148376E-1,2.873433051E-1
1.203218275E2,8.195182639E-1,6.488415474E-1,2.185128244E-1
1.203317855E2,6.936432792E-1,5.053397655E-1,3.594154457E-1
1.203417445E2,5.309810487E-1,2.121784991E-1,4.969940346E-1
1.203517035E2,3.330658820E-1,-8.940860510E-2,4.569552255E-1
1.203616625E2,1.902047358E-1,-1.857163399E-1,3.944800651E-1
1.203716215E2,1.670453398E-1,-1.987644017E-2,5.189392928E-1
1.203815805E2,2.525616545E-1,2.036971128E-1,6.049290309E-1
1.203915385E2,2.931808363E-1,2.356053686E-1,4.156183344E-1
1.204014975E2,2.445796021E-1,2.419870198E-2,-2.852266679E-1
1.204114565E2,1.493077929E-1,-3.874078578E-1,-1.068389211E0
1.204214155E2,9.539915062E-2,-8.525304741E-1,-1.538735729E0
1.204313735E2,1.430051339E-1,-1.255400709E0,-1.617072047E0
1.204413325E2,2.523697379E-1,-1.494688069E0,-1.332389828E0
1.204512915E2,3.328848742E-1,-1.577517972E0,-9.153817566E-1
1.204612505E2,2.594190314E-1,-1.595365428E0,-8.289188325E-1
1.204712095E2,2.314001242E-1,-1.579199046E0,-1.055623862E0
1.204811685E2,1.827376952E-1,-1.545017393E0,-1.224268963E0
1.204911265E2,2.337584890E-1,-1.447940165E0,-1.114136072E0
1.205010855E2,2.926843164E-1,-1.344906963E0,-1.004072177E0
1.205110445E2,3.584420305E-1,-1.289282400E0,-9.108201975E-1
1.205210035E2,4.206528236E-1,-1.199023025E0,-7.072166401E-1
1.205309625E2,3.831435199E-1,-1.089449127E0,-1.120115435E0
1.205409205E2,9.542802125E-2,-1.103193008E0,-1.931480049E0
1.205508795E2,-2.219367711E-1,-1.199679667E0,-2.649422236E0
1.205608385E2,-1.413695215E-1,-1.300834744E0,-2.838432605E0
1.205707975E2,1.569215072E-1,-1.520615208E0,-2.747199084E0
1.205807555E2,5.762234778E-1,-1.745403813E0,-2.382648285E0
1.205907145E2,1.046868095E0,-1.847237166E0,-1.570589606E0
1.206006735E2,1.492657039E0,-1.888254799E0,-1.124362852E0
1.206106325E2,1.644270078E0,-2.016897637E0,-1.652212059E0
1.206205915E2,1.550510121E0,-2.154242885E0,-1.829034199E0
1.206305505E2,1.337542248E0,-2.152617944E0,-1.807621695E0
1.206405085E2,1.536362491E0,-1.778386202E0,-1.565782610E0
1.206504675E2,1.684524211E0,-1.264651004E0,-1.318270556E0
1.206604265E2,1.492864030E0,-7.611303073E-1,-1.766511676E0
1.206703855E2,1.149299473E0,-4.854644948E-1,-2.711764373E0
1.206803445E2,1.008736867E0,-5.005105501E-1,-2.860727454E0
1.206903025E2,5.182205238E-1,-3.955004042E-1,-2.058432748E0
1.207002611E2,-1.240507266E-1,-3.182931840E-2,-2.249785219E0
1.207102201E2,-4.560923226E-1,1.745405567E-1,-2.183966036E0
1.207201791E2,-5.381327051E-1,2.065113777E-1,-1.296772099E0
1.207301381E2,-7.320117581E-1,3.353647149E-1,-8.939995122E-1
1.207400961E2,-9.405949505E-1,6.921776015E-1,-1.259803078E0
1.207500551E2,-8.035882558E-1,1.101319560E0,-1.599336272E0
1.207600141E2,-2.971306488E-1,1.048639070E0,-1.575397772E0
1.207699731E2,1.968275115E-1,7.664120972E-1,-8.957273644E-1
1.207799321E2,-3.459587002E-1,5.133065969E-1,-2.654881489E-1
1.207898901E2,-7.257227853E-1,3.157122231E-1,-6.940282452E-1
1.207998491E2,-4.798656397E-1,-2.507753849E-1,-6.370395273E-1
1.208098081E2,-1.273773538E-1,-7.836450112E-1,3.193263870E-1
1.208197671E2,1.940939382E-2,-1.224201136E0,1.226464008E0
1.208297261E2,-1.029747301E-1,-1.437281275E0,1.392820802E0
1.208396841E2,-4.331807390E-1,-1.496798914E0,6.648822141E-1
1.208496431E2,-7.268324406E-1,-1.825979614E0,4.589865482E-1
1.208596021E2,-9.139850029E-1,-2.078648912E0,4.949603730E-1
1.208695611E2,-7.622042947E-1,-2.105512775E0,7.143864959E-1
1.208795201E2,-5.308441508E-1,-1.959165153E0,9.681264192E-1
1.208894781E2,-3.356367566E-1,-1.744113624E0,9.418624806E-1
1.208994371E2,-4.094932298E-1,-1.439754063E0,1.189255836E0
1.209093961E2,-6.517367962E-1,-9.710295618E-1,1.268051745E0
1.209193551E2,-9.212203476E-1,-5.662551811E-1,1.079850923E0
1.209293141E2,-1.174342659E0,-2.797886842E-1,1.432208816E0
1.209392721E2,-1.248849342E0,-1.604499364E-1,2.000893223E0
1.209492311E2,-1.354061656E0,1.107129353E-1,1.596578141E0
1.209591901E2,-1.169001520E0,2.243000695E-1,1.036010839E0
1.209691491E2,-8.626268613E-1,1.199462736E-1,1.019471405E0
1.209791081E2,-7.047198790E-1,3.025963336E-2,1.489127952E0
1.209890661E2,-8.225838129E-1,2.000449419E-2,1.572785820E0
1.209990251E2,-9.871841030E-1,2.050004572E-2,1.460663121E0
1.210089841E2,-1.167203208E0,1.554979295E-2,1.939148380E0
1.210189431E2,-1.270926528E0,6.943363935E-2,1.988900583E0
1.210289021E2,-1.222872210E0,8.667444706E-2,1.818130311E0
1.210388601E2,-9.371085481E-1,-6.006318390E-2,2.046313809E0
1.210488191E2,-6.117260537E-1,4.493555993E-2,2.094293137E0
1.210587781E2,-5.026602790E-1,2.402626759E-1,2.158619526E0
1.210687371E2,-5.973404413E-1,3.350501347E-1,2.383377140E0
1.210786961E2,-6.839838982E-1,2.371396780E-1,2.415812815E0
1.210886541E2,-8.822790608E-1,1.810435376E-1,2.927947630E0
1.210986131E2,-1.063832476E0,3.516076952E-1,3.164959838E0
1.211085721E2,-1.166885412E0,5.141915730E-1,3.508647480E0
1.211185311E2,-1.278487124E0,7.391512084E-1,3.923095787E0
1.211284901E2,-1.424481574E0,8.086982837E-1,3.555405325E0
1.211384491E2,-1.493062543E0,7.171718171E-1,3.584488206E0
1.211484071E2,-1.405974113E0,7.311326292E-1,3.425199527E0
1.211583661E2,-1.127913720E0,7.407907677E-1,3.486655517E0
1.211683251E2,-7.781803496E-1,8.666158319E-1,3.836383333E0
1.211782841E2,-5.625109166E-1,9.942912474E-1,3.615108905E0
1.211882431E2,-5.189902367E-1,9.368692508E-1,3.459218627E0
1.211982011E2,-4.963718909E-1,9.975525320E-1,3.538788123E0
1.212081601E2,-3.073901734E-1,1.042588079E0,3.369694247E0
1.212181191E2,-2.563704394E-1,1.061644740E0,3.321045998E0
1.212280781E2,-2.677552606E-1,9.996040276E-1,3.202315360E0
1.212380371E2,-2.119586438E-1,8.992000258E-1,2.892846209E0
1.212479951E2,-2.065825675E-1,7.597851554E-1,2.518888702E0
1.212579541E2,-3.273942290E-1,5.790503508E-1,2.498379008E0
1.212679131E2,-3.990004013E-1,4.639119503E-1,2.464427150E0
1.212778721E2,-4.095701207E-1,3.214191055E-1,2.268412110E0
1.212878311E2,-4.855956186E-1,1.400954863E-1,2.102662842E0
1.212977891E2,-5.389391823E-1,-2.989739835E-2,1.889728882E0
1.213077481E2,-5.786571255E-1,-1.389634654E-1,1.652125520E0
1.213177071E2,-4.911751780E-1,-2.680436745E-1,1.636753190E0
1.213276661E2,-4.018599822E-1,-3.359386191E-1,1.590887046E0
1.213376251E2,-3.123682004E-1,-3.299133557E-1,1.459177344E0
1.213475831E2,-2.260173967E-1,-3.150897869E-1,1.331429130E0
1.213575421E2,-1.220546333E-1,-2.742367530E-1,1.111242869E0
1.213675011E2,-7.323316008E-2,-2.592748976E-1,1.041815954E0
1.213774601E2,-2.266497731E-2,-2.717253739E-1,8.303192407E-1
1.213874191E2,2.670642659E-2,-2.751980352E-1,6.156708777E-1
1.213973771E2,1.107341315E-1,-2.721282470E-1,4.707909071E-1
1.214073361E2,1.910851072E-1,-2.991897458E-1,2.748273218E-1
1.214172951E2,1.996340288E-1,-3.409184003E-1,1.168788242E-1
1.214272541E2,2.409640494E-1,-3.935164440E-1,1.440917659E-1
1.214372131E2,2.715172130E-1,-4.582574004E-1,3.914593935E-2
1.214471711E2,2.804125822E-1,-4.396223241E-1,-1.662930590E-1
1.214571301E2,2.315506169E-1,-4.720012808E-1,-2.380015576E-1
1.214670891E2,1.903724778E-1,-4.830080795E-1,-2.807868040E-1
1.214770481E2,8.566477910E-2,-5.035130954E-1,-4.223133963E-1
1.214870071E2,-6.555620447E-2,-5.209038842E-1,-6.554506552E-1
1.214969651E2,-2.524544129E-1,-5.399868572E-1,-7.068552822E-1
1.215069241E2,-3.394291145E-1,-6.491035026E-1,-7.510292423E-1
1.215168831E2,-3.138918386E-1,-7.916931188E-1,-8.484590578E-1
1.215268421E2,-2.369522016E-1,-9.416888183E-1,-7.719154966E-1
1.215368011E2,-2.149961992E-1,-1.043654904E0,-5.568215758E-1
1.215467591E2,-2.688078325E-1,-1.093735721E0,-4.732818210E-1
1.215567181E2,-2.904703778E-1,-1.206710944E0,-6.110761356E-1
1.215666771E2,-2.403532346E-1,-1.407924744E0,-8.616819513E-1
1.215766361E2,-2.306532155E-1,-1.598495443E0,-9.233653986E-1
1.215865951E2,-2.499011531E-1,-1.759434206E0,-8.385082662E-1
1.215965531E2,-2.809872904E-1,-1.886874856E0,-7.415380418E-1
1.216065121E2,-3.704188458E-1,-1.962710904E0,-8.163940966E-1
1.216164711E2,-4.459916230E-1,-2.012674778E0,-8.534566730E-1
1.216264301E2,-4.014114276E-1,-2.028680946E0,-7.366626334E-1
1.216363891E2,-3.896300190E-1,-1.961648465E0,-7.126630291E-1
1.216463471E2,-4.138051128E-1,-1.957715628E0,-9.457327527E-1
1.216563061E2,-4.435314801E-1,-1.933840862E0,-1.132490189E0
1.216662651E2,-3.465845350E-1,-1.836526821E0,-1.173689378E0
1.216762241E2,-1.780244374E-1,-1.656465908E0,-1.112369043E0
1.216861831E2,-3.805660307E-2,-1.499201535E0,-1.073889686E0
1.216961411E2,1.233471969E-1,-1.333929400E0,-1.169537855E0
1.217061002E2,2.872129305E-1,-1.135138101E0,-1.304280508E0
1.217160592E2,3.795059671E-1,-1.027994891E0,-1.276007174E0
1.217260182E2,4.931451415E-1,-9.761990851E-1,-1.013939646E0
1.217359772E2,5.472375873E-1,-1.038828612E0,-7.864113289E-1
1.217459362E2,6.098531905E-1,-1.073216672E0,-7.843721125E-1
1.217558942E2,7.319386679E-1,-1.224970629E0,-8.446604142E-1
1.217658532E2,7.765635214E-1,-1.448037229E0,-8.738371432E-1
1.217758122E2,8.001599602E-1,-1.626144002E0,-8.938318433E-1
1.217857712E2,8.124459835E-1,-1.795043750E0,-9.216691214E-1
1.217957292E2,8.516574117E-1,-1.903585614E0,-8.450840449E-1
1.218056882E2,9.171088048E-1,-1.935703200E0,-6.477814472E-1
1.218156472E2,1.004387489E0,-1.945558682E0,-4.467570966E-1
1.218256062E2,1.030721886E0,-1.844605334E0,-3.147769609E-1
1.218355652E2,1.021824032E0,-1.544371861E0,-2.233944820E-1
1.218455242E2,1.061007978E0,-1.161890282E0,-1.075824822E-1
1.218554822E2,1.161318278E0,-7.665401512E-1,1.003105925E-1
1.218654412E2,1.150886041E0,-3.959284204E-1,3.349711972E-1
1.218754002E2,1.108617104E0,-5.895279765E-2,4.659038043E-1
1.218853592E2,1.056947891E0,2.146033394E-1,4.460737033E-1
1.218953182E2,8.611907121E-1,3.637868607E-1,3.927457809E-1
1.219052762E2,6.583128673E-1,4.128438306E-1,1.890264487E-1
1.219152352E2,4.617432180E-1,4.041741639E-1,-3.853826746E-2
1.219251942E2,2.928409121E-1,3.437882137E-1,-1.694281898E-1
1.219351532E2,1.080165832E-1,2.623575497E-1,-2.569786960E-1
1.219451112E2,-2.195018946E-2,1.884095675E-1,-2.539779780E-1
1.219550702E2,-8.116914734E-2,1.111345196E-1,-3.200882792E-1
1.219650292E2,-1.556158239E-1,5.324942350E-2,-3.988363139E-1
1.219749882E2,-1.586023990E-1,-2.092367649E-2,-4.334358969E-1
1.219849472E2,-1.883216765E-1,-1.935428381E-3,-4.248048949E-1
1.219949062E2,-1.960711011E-1,6.956257045E-2,-3.049317846E-1
1.220048642E2,-9.905945281E-2,1.388789731E-1,-1.939036844E-1
1.220148232E2,-6.184879566E-2,2.454742992E-1,-8.610025048E-3
1.220247822E2,-4.468493822E-2,4.063551754E-1,1.944965190E-1
1.220347412E2,-1.485857440E-2,5.327520972E-1,2.410603092E-1
1.220447002E2,1.089142952E-1,5.484074324E-1,6.633136254E-2
1.220546582E2,1.770681618E-1,4.126537961E-1,-1.026806517E-1
1.220646172E2,1.953150013E-1,3.048825949E-1,-2.587761301E-1
1.220745762E2,2.590888465E-1,2.257791227E-1,-4.609992329E-1
1.220845352E2,3.054112929E-1,2.845383775E-1,-5.022845954E-1
1.220944942E2,3.284822131E-1,5.079470390E-1,-3.926357802E-1
1.221044522E2,3.914401342E-1,7.966919035E-1,-1.630355752E-1
1.221144112E2,5.483520666E-1,9.492346501E-1,1.208742267E-1
1.221243702E2,7.131338762E-1,9.117101437E-1,2.962889421E-1
1.221343292E2,8.270966940E-1,7.502211571E-1,3.849829444E-1
1.221442882E2,8.523424861E-1,4.710084236E-1,3.097093984E-1
1.221542462E2,7.236221731E-1,1.306729907E-1,1.147200322E-1
1.221642052E2,5.445241503E-1,-1.922213674E-1,-1.446846735E-1
1.221741642E2,3.623283824E-1,-4.153166181E-1,-3.786930214E-1
1.221841232E2,3.022245786E-1,-4.888348299E-1,-4.901935767E-1
1.221940822E2,2.757770010E-1,-3.881299889E-1,-4.682502919E-1
1.222040402E2,2.595619228E-1,-2.189495748E-1,-4.287348086E-1
1.222139992E2,1.390184840E-1,-1.062029779E-1,-4.363759500E-1
1.222239582E2,-8.917382112E-2,-1.597547024E-1,-4.542580511E-1
1.222339172E2,-3.029569241E-1,-3.329936689E-1,-6.670895380E-1
1.222438762E2,-4.707668605E-1,-5.556012619E-1,-7.999781848E-1
1.222538342E2,-5.361885424E-1,-7.126352549E-1,-8.360487811E-1
1.222637932E2,-4.305735021E-1,-8.056767350E-1,-9.321958637E-1
1.222737522E2,-3.699105766E-1,-9.074954706E-1,-1.277423662E0
1.222837112E2,-2.746204400E-1,-1.054385714E0,-1.400244427E0
1.222936702E2,-9.864293005E-2,-1.225695684E0,-1.511625406E0
1.223036282E2,1.660832170E-1,-1.430303208E0,-1.683175112E0
1.223135872E2,4.578637001E-1,-1.582714393E0,-1.425780972E0
1.223235462E2,6.702215990E-1,-1.613210546E0,-1.278632866E0
1.223335052E2,7.852920257E-1,-1.585226941E0,-1.163264378E0
1.223434642E2,7.190056501E-1,-1.708089221E0,-1.325457369E0
1.223534222E2,8.077743506E-1,-1.821511756E0,-1.283534002E0
1.223633812E2,9.463342850E-1,-1.802127652E0,-9.092163062E-1
1.223733402E2,7.390813342E-1,-1.891388322E0,-1.262509169E0
1.223832992E2,6.624619784E-1,-1.927234678E0,-1.798071438E0
1.223932582E2,7.543178625E-1,-1.885181503E0,-2.042285662E0
1.224032162E2,1.060012343E0,-1.768185149E0,-2.516796860E0
1.224131752E2,1.483566080E0,-1.564809049E0,-2.650073324E0
1.224231342E2,1.580425208E0,-1.263633589E0,-1.862950974E0
1.224330932E2,1.279868675E0,-8.670608050E-1,-1.387151926E0
1.224430522E2,7.700979627E-1,-4.119258177E-1,-1.430741165E0
1.224530102E2,3.640713277E-1,-1.665520906E-2,-1.467027231E0
1.224629692E2,-1.410465360E-2,2.157178187E-1,-1.516540868E0
1.224729282E2,-2.597236714E-1,3.779061323E-1,-2.051490934E0
1.224828872E2,2.233124748E-3,2.976291239E-1,-2.501246483E0
1.224928462E2,2.855055070E-1,1.525386536E-1,-2.185539522E0
1.225028052E2,5.785283406E-1,-8.295327902E-2,-1.411085165E0
1.225127632E2,3.985757473E-1,-1.493846655E-1,-1.497387729E0
1.225227222E2,-9.840600818E-2,-6.075374007E-2,-2.230373048E0
1.225326812E2,-7.266843599E-1,-8.254105031E-2,-2.559046209E0
1.225426402E2,-7.314673823E-1,-5.541932523E-2,-2.216187118E0
1.225525982E2,-5.614661653E-1,9.723802686E-2,-1.542401934E0
1.225625572E2,-1.449200240E-1,2.357597351E-1,-1.377557815E0
1.225725162E2,1.127096133E-1,2.931700373E-1,-1.332761711E0
1.225824752E2,2.251382679E-1,1.164332664E-1,-4.855872864E-1
1.225924342E2,2.589816597E-1,-8.864378929E-3,8.939632595E-2
1.226023932E2,1.576969211E-1,-1.455956697E-4,-2.917368847E-1
1.226123512E2,5.589205800E-1,1.215694606E-2,-1.737546909E-1
1.226223102E2,7.019883522E-1,-1.609188831E-1,1.005089593E-1
1.226322692E2,2.102642669E-1,-5.276784682E-1,-9.591772556E-2
1.226422282E2,-3.054323794E-1,-1.034353153E0,1.886042798E-1
1.226521872E2,-8.194709015E-1,-1.567125716E0,3.804233587E-1
1.226621452E2,-1.145062434E0,-1.957437885E0,1.054115573E0
1.226721042E2,-1.433779086E0,-2.118449447E0,1.311039889E0
1.226820632E2,-1.351568257E0,-2.168915011E0,5.086346716E-1
1.226920222E2,-1.116798309E0,-2.197410247E0,3.250198209E-1
1.227019812E2,-1.037365200E0,-1.995359710E0,6.060334969E-1
1.227119392E2,-9.857527046E-1,-1.655273661E0,8.865232623E-1
1.227218982E2,-9.402278915E-1,-1.293551452E0,1.043111113E0
1.227318572E2,-8.456557564E-1,-8.907826665E-1,9.857394022E-1
1.227418162E2,-8.801796180E-1,-6.262397200E-1,1.177139820E0
1.227517752E2,-8.764599118E-1,-3.333488873E-1,1.404280760E0
1.227617332E2,-8.293032870E-1,-9.501023769E-2,1.275537350E0
1.227716922E2,-7.069548310E-1,-7.053028464E-2,1.437369568E0
1.227816512E2,-5.958939864E-1,-1.225444838E-1,1.856022023E0
1.227916102E2,-6.594823104E-1,-2.648715600E-1,1.797203127E0
1.228015692E2,-7.115678456E-1,-7.221238241E-1,1.443423775E0
1.228115272E2,-8.950286222E-1,-8.845550895E-1,1.589442784E0
1.228214862E2,-9.111862332E-1,-8.335559669E-1,1.862088509E0
1.228314452E2,-9.152307522E-1,-5.147798029E-1,1.989884670E0
1.228414042E2,-8.814355999E-1,-2.667318517E-1,1.503264765E0
1.228513632E2,-8.254255597E-1,-2.527736709E-1,1.432739743E0
1.228613212E2,-7.676550691E-1,-2.308156219E-1,1.635877277E0
1.228712802E2,-5.395731667E-1,-4.120956793E-1,1.518933549E0
1.228812392E2,-2.895973885E-1,-4.718507150E-1,1.981726050E0
1.228911982E2,-2.278136614E-1,-3.970943552E-1,2.204161150E0
1.229011572E2,-3.953857988E-1,-1.133491525E-1,2.317778397E0
1.229111152E2,-7.242998654E-1,1.199921742E-1,2.403272876E0
1.229210742E2,-8.634331924E-1,1.814999127E-1,2.489184262E0
1.229310332E2,-9.178886041E-1,2.778728440E-1,3.047634287E0
1.229409922E2,-1.071685871E0,3.298133683E-1,3.250460165E0
1.229509512E2,-1.287251954E0,2.441706625E-1,3.214384013E0
1.229609092E2,-1.325768733E0,1.874576408E-1,3.208539137E0
1.229708682E2,-1.378714102E0,2.190457615E-1,3.276360406E0
1.229808272E2,-1.323376345E0,4.584810564E-1,3.453602377E0
1.229907862E2,-1.106909790E0,6.287370658E-1,3.438946915E0
1.230007452E2,-9.641751632E-1,6.520145389E-1,3.457308342E0
1.230107042E2,-8.569585705E-1,6.484155777E-1,3.183100240E0
1.230206622E2,-7.161561558E-1,5.695685059E-1,3.100294896E0
1.230306212E2,-5.149669138E-1,6.423794970E-1,3.237844797E0
1.230405802E2,-4.836612135E-1,9.087014589E-1,3.340006179E0
1.230505392E2,-5.049246132E-1,9.734330598E-1,3.062910722E0
1.230604982E2,-6.010545927E-1,8.906759548E-1,2.806504469E0
1.230704562E2,-6.510357150E-1,7.208038151E-1,2.653409745E0
1.230804152E2,-7.637884516E-1,6.125157201E-1,2.581245164E0
1.230903742E2,-8.132570654E-1,5.286885747E-1,2.348380385E0
1.231003332E2,-7.472773764E-1,3.874581438E-1,2.355792316E0
1.231102922E2,-5.556312288E-1,2.861030924E-1,2.181448810E0
1.231202502E2,-4.437025112E-1,2.135294983E-1,1.929339675E0
1.231302092E2,-4.226895185E-1,1.444531238E-1,1.608812855E0
1.231401682E2,-4.492709608E-1,2.690274686E-2,1.610227296E0
1.231501272E2,-4.685512774E-1,-7.821352601E-2,1.664315795E0
1.231600862E2,-3.822283942E-1,-2.127763769E-1,1.547229395E0
1.231700442E2,-2.748355079E-1,-2.746752942E-1,1.531198084E0
1.231800032E2,-2.969359365E-1,-2.725390139E-1,1.380952123E0
1.231899622E2,-3.991721633E-1,-2.320774511E-1,1.200333386E0
1.231999212E2,-4.399231634E-1,-2.408605537E-1,1.090036188E0
1.232098802E2,-3.479549396E-1,-3.285722968E-1,1.047761403E0
1.232198382E2,-2.415209967E-1,-3.991528675E-1,8.758591104E-1
1.232297972E2,-2.662267984E-1,-3.989338893E-1,6.117462265E-1
1.232397562E2,-2.346570964E-1,-4.464904636E-1,5.152162975E-1
1.232497152E2,-1.481029558E-1,-5.358072674E-1,5.604146898E-1
1.232596742E2,1.838466927E-2,-6.195528442E-1,5.655619937E-1
1.232696322E2,6.243817672E-2,-6.580965203E-1,3.993934804E-1
1.232795912E2,2.224090800E-2,-6.433825868E-1,1.544366598E-1
1.232895502E2,1.357518822E-2,-6.684747434E-1,-8.957408130E-2
1.232995092E2,8.188148439E-3,-7.300950408E-1,-1.101849318E-1
1.233094682E2,-4.050234720E-2,-7.748695099E-1,9.585340619E-3
1.233194262E2,-3.701886848E-2,-7.842689091E-1,-1.238984066E-1
1.233293852E2,-3.998852313E-2,-7.785924321E-1,-3.593616879E-1
1.233393442E2,-7.910829619E-2,-7.715974081E-1,-6.878898382E-1
1.233493032E2,-1.497493856E-1,-8.021771765E-1,-8.229108185E-1
1.233592622E2,-2.253468673E-1,-8.095084155E-1,-9.011664444E-1
1.233692202E2,-2.308074358E-1,-7.938717914E-1,-9.721001869E-1
1.233791792E2,-1.619446309E-1,-8.416523141E-1,-9.303621769E-1
1.233891382E2,-1.095224422E-1,-8.849246335E-1,-8.881517118E-1
1.233990972E2,4.898212552E-3,-9.423191482E-1,-9.326531160E-1
1.234090562E2,1.346126984E-1,-1.023301916E0,-9.969795048E-1
1.234190142E2,2.289878554E-1,-1.087476861E0,-9.753921694E-1
1.234289732E2,2.773154582E-1,-1.165071752E0,-9.065388662E-1
1.234389322E2,3.101288630E-1,-1.310896048E0,-1.065449231E0
1.234488912E2,2.517899499E-1,-1.445088478E0,-1.118531424E0
1.234588502E2,1.349024279E-1,-1.594654992E0,-9.368736362E-1
1.234688082E2,-3.233656436E-2,-1.729264328E0,-7.509561521E-1
1.234787672E2,-2.116265219E-1,-1.916602685E0,-6.904012173E-1
1.234887262E2,-3.370295633E-1,-2.063858380E0,-6.734483850E-1
1.234986852E2,-3.599559843E-1,-2.123376603E0,-6.921910501E-1
1.235086442E2,-3.122416813E-1,-2.110470044E0,-5.925609273E-1
1.235186022E2,-2.842119567E-1,-2.137659597E0,-4.311830378E-1
1.235285612E2,-2.562542991E-1,-2.128028063E0,-4.624618408E-1
1.235385202E2,-1.729985363E-1,-2.013836035E0,-5.567835689E-1
1.235484792E2,-6.795908120E-2,-1.837888638E0,-6.947784430E-1
1.235584382E2,1.049812022E-1,-1.662652262E0,-1.018449311E0
1.235683962E2,3.582698300E-1,-1.439333648E0,-1.246681926E0
1.235783552E2,5.385169768E-1,-1.186296560E0,-1.319569808E0
1.235883142E2,6.755479009E-1,-9.984044713E-1,-1.151512059E0
1.235982732E2,7.405973710E-1,-8.131179017E-1,-8.837677619E-1
1.236082322E2,6.736009242E-1,-6.537561321E-1,-6.590358755E-1
1.236181912E2,6.670486806E-1,-5.275843281E-1,-5.589733511E-1
1.236281492E2,7.093396179E-1,-4.013628227E-1,-4.107604676E-1
1.236381082E2,6.832578202E-1,-3.855180377E-1,-3.812472314E-1
1.236480672E2,5.689321826E-1,-4.653027105E-1,-4.428011629E-1
1.236580262E2,4.263213703E-1,-6.103662837E-1,-4.171859729E-1
1.236679852E2,3.447387517E-1,-7.252085227E-1,-3.514018732E-1
1.236779432E2,3.454893149E-1,-7.658443326E-1,-2.902531537E-1
1.236879022E2,3.174778264E-1,-9.063915163E-1,-3.233352381E-1
1.236978612E2,3.031617228E-1,-1.043422769E0,-3.782242209E-1
1.237078206E2,3.053660135E-1,-1.042204210E0,-5.345837376E-1
1.237177796E2,3.382281695E-1,-9.294523501E-1,-6.108279213E-1
1.237277376E2,4.034569298E-1,-8.218027711E-1,-5.309435534E-1
1.237376966E2,4.901420481E-1,-6.907081962E-1,-4.384685223E-1
1.237476556E2,5.612759116E-1,-5.422000283E-1,-2.864182574E-1
1.237576146E2,6.396889007E-1,-3.370159686E-1,-2.406450838E-1
1.237675736E2,6.661215314E-1,-2.037105614E-1,-2.092298944E-1
1.237775316E2,6.101600231E-1,-2.129234344E-1,-2.271301219E-1
1.237874906E2,4.807721043E-1,-2.442551547E-1,-3.211555423E-1
1.237974496E2,4.218667787E-1,-2.985956687E-1,-4.044725181E-1
1.238074086E2,3.999957436E-1,-3.381281090E-1,-3.776354063E-1
1.238173676E2,4.060521069E-1,-3.290023595E-1,-2.507023678E-1
1.238273256E2,4.518885766E-1,-1.927943945E-1,-9.864252806E-3
1.238372846E2,5.288005855E-1,5.616893828E-2,4.043608363E-1
1.238472436E2,6.850466296E-1,3.390782815E-1,7.378713260E-1
1.238572026E2,7.130714571E-1,4.794845474E-1,7.731165147E-1
1.238671616E2,6.087566914E-1,5.027254754E-1,6.196838218E-1
1.238771196E2,4.360782536E-1,4.263187391E-1,2.836952090E-1
1.238870786E2,3.091031152E-1,3.466322994E-1,-2.761845336E-1
1.238970376E2,3.064337516E-1,3.045767856E-1,-8.931258651E-1
1.239069966E2,4.344111393E-1,4.008459288E-1,-1.177200631E0
1.239169556E2,7.478499649E-1,5.858611876E-1,-1.150546684E0
1.239269136E2,1.032781860E0,6.934645736E-1,-1.063217422E0
1.239368726E2,1.148440809E0,7.283005303E-1,-9.886571628E-1
1.239468316E2,1.069735824E0,7.157366180E-1,-9.059822112E-1
1.239567906E2,8.789443937E-1,6.960736012E-1,-8.444385854E-1
1.239667496E2,5.980474428E-1,6.532152647E-1,-5.988887841E-1
1.239767076E2,3.539532692E-1,6.824174291E-1,-1.768812702E-1
1.239866666E2,1.957535607E-1,7.384156287E-1,1.336598215E-1
1.239966256E2,1.791676777E-1,7.465637237E-1,2.012715416E-1
1.240065846E2,1.861702666E-1,5.978772157E-1,1.169326186E-1
1.240165436E2,1.250154989E-1,2.471740848E-1,-4.095901474E-2
1.240265016E2,2.541870525E-2,-1.573053038E-1,-3.121623784E-1
1.240364606E2,-7.793497927E-3,-5.077312768E-1,-5.545246433E-1
1.240464196E2,6.985029001E-3,-7.722949809E-1,-7.400171810E-1
1.240563786E2,6.735140931E-2,-9.702056891E-1,-1.059364618E0
1.240663376E2,8.117525037E-2,-1.129941680E0,-1.541151945E0
1.240762956E2,1.619927242E-2,-1.274017659E0,-1.853316516E0
1.240862546E2,-9.195517715E-2,-1.426826454E0,-1.684904426E0
1.240962136E2,-2.025881153E-1,-1.497819838E0,-1.186151111E0
1.241061726E2,-3.575706492E-1,-1.453280427E0,-5.717571187E-1
1.241161316E2,-6.702897191E-1,-1.324831717E0,-4.199084365E-1
1.241260896E2,-9.585677565E-1,-1.189046506E0,-1.026089868E0
1.241360486E2,-9.262396706E-1,-1.238173642E0,-1.511171663E0
1.241460076E2,-5.329784210E-1,-1.436714680E0,-1.583477162E0
1.241559666E2,-4.365246154E-2,-1.739760080E0,-1.432772780E0
1.241659256E2,5.532657377E-1,-1.957810353E0,-1.052687390E0
1.241758836E2,1.030979894E0,-1.943035609E0,-1.195502709E0
