"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.370593821E1,6.699169006E0,2.870131531E0,-6.315516815E0
7.371589721E1,6.665638733E0,2.871329041E0,-6.407126312E0
7.372585621E1,6.752158813E0,2.865940247E0,-6.476581879E0
7.373581421E1,6.941814423E0,2.875370636E0,-6.498436432E0
7.374577321E1,7.126081238E0,2.737956390E0,-6.485114136E0
7.375573221E1,7.397766266E0,2.538271637E0,-6.479425964E0
7.376569121E1,7.727231140E0,2.310445404E0,-6.525979156E0
7.377565021E1,8.106093292E0,2.117646332E0,-6.612648926E0
7.378560821E1,8.504864044E0,1.896256714E0,-6.775061188E0
7.379556721E1,8.842412109E0,1.624421997E0,-7.035968628E0
7.380552621E1,9.117539978E0,1.314416656E0,-7.283553772E0
7.381548521E1,9.356592865E0,1.013242950E0,-7.521858215E0
7.382544421E1,9.466165009E0,7.387138367E-1,-7.693700867E0
7.383540221E1,9.426048431E0,5.484594727E-1,-7.673193512E0
7.384536121E1,9.325756989E0,5.530998230E-1,-7.529043274E0
7.385532021E1,9.045390015E0,8.448431396E-1,-7.254514160E0
7.386527921E1,8.735234985E0,1.289718018E0,-7.011419678E0
7.387523821E1,8.534951477E0,1.600771179E0,-6.913373566E0
7.388519621E1,8.347391510E0,1.699266357E0,-6.955585785E0
7.389515521E1,8.289461975E0,1.758992157E0,-7.052584076E0
7.390511421E1,8.278385010E0,1.895957336E0,-7.118596802E0
7.391507321E1,8.229586487E0,2.008822632E0,-7.148235168E0
7.392503221E1,8.186625824E0,2.133213959E0,-7.178322601E0
7.393499021E1,8.204438782E0,2.343077545E0,-7.217241669E0
7.394494921E1,8.251441040E0,2.502046967E0,-7.200326843E0
7.395490821E1,8.350235596E0,2.480042725E0,-7.130721588E0
7.396486721E1,8.498726807E0,2.255958710E0,-7.105424194E0
7.397482621E1,8.629854126E0,2.035916290E0,-7.236850891E0
7.398478421E1,8.685837708E0,1.940265198E0,-7.379354553E0
7.399474321E1,8.597970428E0,1.932331696E0,-7.394622803E0
7.400470221E1,8.345295868E0,2.005529480E0,-7.333998871E0
7.401466121E1,8.032446442E0,2.007475433E0,-7.173682251E0
7.402462021E1,7.804021454E0,1.915716248E0,-6.991062012E0
7.403457921E1,7.641010437E0,1.762135620E0,-6.914271698E0
7.404453721E1,7.589966583E0,1.597927094E0,-7.010371857E0
7.405449621E1,7.705376587E0,1.547931061E0,-7.328759766E0
7.406445521E1,7.984246674E0,1.607207794E0,-7.606432343E0
7.407441421E1,8.201145630E0,1.686393127E0,-7.632178802E0
7.408437321E1,8.313412170E0,1.717528381E0,-7.516619110E0
7.409433121E1,8.266559601E0,1.662742310E0,-7.423812103E0
7.410429021E1,8.090076599E0,1.606010284E0,-7.342830505E0
7.411424921E1,7.908204803E0,1.614841919E0,-7.373516693E0
7.412420821E1,7.701784058E0,1.593286743E0,-7.436535645E0
7.413416721E1,7.532635803E0,1.548679504E0,-7.514523468E0
7.414412521E1,7.415429535E0,1.538201294E0,-7.621700592E0
7.415408421E1,7.357649689E0,1.418899384E0,-7.697592773E0
7.416404321E1,7.443121948E0,1.280287628E0,-7.720345459E0
7.417400221E1,7.588769073E0,1.150208130E0,-7.636819153E0
7.418396121E1,7.775879974E0,1.079405365E0,-7.498806152E0
7.419391921E1,7.926915894E0,1.120120697E0,-7.331753540E0
7.420387821E1,8.045319672E0,1.148112488E0,-7.099586334E0
7.421383721E1,8.116721191E0,1.174906769E0,-6.834337921E0
7.422379621E1,8.161777496E0,1.175355835E0,-6.622827759E0
7.423375521E1,8.161328430E0,1.199755096E0,-6.455326080E0
7.424371321E1,8.108039246E0,1.251098328E0,-6.385271759E0
7.425367221E1,7.986492004E0,1.320553894E0,-6.400090942E0
7.426363121E1,7.734715576E0,1.396745453E0,-6.453529816E0
7.427359021E1,7.440427551E0,1.438957672E0,-6.531966705E0
7.428354921E1,7.172933807E0,1.437161407E0,-6.629713440E0
7.429350721E1,6.954537964E0,1.456620941E0,-6.716981964E0
7.430346621E1,6.755002899E0,1.531465302E0,-6.741530914E0
7.431342521E1,6.609655151E0,1.594783630E0,-6.723568268E0
7.432338421E1,6.508914642E0,1.665436707E0,-6.633455658E0
7.433334321E1,6.416257324E0,1.655257874E0,-6.483317871E0
7.434330121E1,6.349496155E0,1.575174408E0,-6.322552185E0
7.435326021E1,6.259982300E0,1.490600281E0,-6.285878448E0
7.436321921E1,6.138285370E0,1.440903625E0,-6.339916077E0
7.437317821E1,6.067482605E0,1.437610474E0,-6.365662537E0
7.438313721E1,6.069877625E0,1.412762146E0,-6.306834869E0
7.439309621E1,6.197262726E0,1.346599731E0,-6.231391754E0
7.440305421E1,6.443500671E0,1.272503815E0,-6.126010895E0
7.441301321E1,6.678362274E0,1.307680664E0,-6.044430542E0
7.442297221E1,6.942562866E0,1.478176117E0,-6.039939880E0
7.443293121E1,7.152576141E0,1.743873596E0,-6.046226807E0
7.444289021E1,7.234306183E0,1.968406677E0,-5.963299255E0
7.445284821E1,7.163802795E0,2.074236603E0,-5.854924622E0
7.446280721E1,6.988367615E0,2.097588043E0,-5.769602051E0
7.447276621E1,6.790628815E0,2.101330261E0,-5.801336060E0
7.448272521E1,6.639143829E0,2.136507111E0,-5.949378204E0
7.449268421E1,6.513554993E0,2.182760925E0,-6.256838837E0
7.450264221E1,6.431525574E0,2.226769409E0,-6.599476318E0
7.451260121E1,6.390211487E0,2.241738281E0,-6.924151154E0
7.452256021E1,6.370901642E0,2.320624237E0,-7.178621979E0
7.453251921E1,6.377937012E0,2.404150543E0,-7.331903229E0
7.454247821E1,6.386768646E0,2.528841248E0,-7.369774475E0
7.455243621E1,6.394851837E0,2.667902069E0,-7.256310425E0
7.456239521E1,6.387217712E0,2.784359894E0,-7.094197540E0
7.457235421E1,6.342011719E0,2.830464020E0,-6.986721039E0
7.458231321E1,6.330635376E0,2.861898651E0,-6.955436096E0
7.459227221E1,6.326144714E0,2.774929504E0,-6.921756134E0
7.460223021E1,6.329437866E0,2.600242767E0,-6.931336212E0
7.461218921E1,6.361471252E0,2.424508209E0,-7.043752441E0
7.462214821E1,6.468498688E0,2.208507385E0,-7.260651398E0
7.463210721E1,6.611601105E0,1.959874420E0,-7.509883118E0
7.464206621E1,6.719077606E0,1.766326904E0,-7.817343750E0
7.465202425E1,6.923851776E0,1.589544525E0,-8.112679596E0
7.466198325E1,7.206015015E0,1.493444366E0,-8.293353882E0
7.467194225E1,7.481292572E0,1.496288452E0,-8.364456024E0
7.468190125E1,7.717351685E0,1.537602539E0,-8.291108551E0
7.469186025E1,7.858508148E0,1.610500946E0,-8.147557068E0
7.470181925E1,7.943681030E0,1.711091766E0,-8.036188660E0
7.471177725E1,7.956105194E0,1.861079865E0,-7.981552277E0
7.472173625E1,7.899822235E0,2.056423645E0,-7.967780914E0
7.473169525E1,7.846682739E0,2.279908905E0,-7.988138580E0
7.474165425E1,7.767048340E0,2.511177979E0,-8.050558777E0
7.475161325E1,7.765850830E0,2.679877167E0,-8.149802399E0
7.476157125E1,7.734715576E0,2.748883667E0,-8.228089600E0
7.477153025E1,7.659422150E0,2.704126740E0,-8.188422089E0
7.478148925E1,7.574099579E0,2.567460938E0,-8.146209869E0
7.479144825E1,7.474406891E0,2.367776184E0,-8.019423523E0
7.480140725E1,7.384443970E0,2.194885712E0,-7.965834961E0
7.481136525E1,7.319029999E0,2.034120026E0,-7.961643677E0
7.482132425E1,7.364834747E0,1.889371033E0,-7.971972198E0
7.483128325E1,7.452402649E0,1.840123444E0,-8.018226013E0
7.484124225E1,7.557334442E0,1.813029785E0,-8.104147339E0
7.485120125E1,7.664212189E0,1.878593445E0,-8.115972748E0
7.486115925E1,7.732470245E0,2.003134460E0,-8.070167999E0
7.487111825E1,7.797285461E0,2.113305359E0,-7.999514923E0
7.488107725E1,7.761360168E0,2.250869293E0,-7.947423248E0
7.489103625E1,7.677384796E0,2.405946808E0,-7.887398071E0
7.490099525E1,7.557783508E0,2.591560822E0,-7.740254059E0
7.491095325E1,7.419022064E0,2.752027130E0,-7.545808411E0
7.492091225E1,7.274123383E0,2.817740479E0,-7.313940582E0
7.493087125E1,6.993307343E0,2.805915070E0,-6.974296875E0
7.494083025E1,6.587501221E0,2.706072693E0,-6.579118652E0
7.495078925E1,6.255641327E0,2.628533936E0,-6.337071991E0
7.496074725E1,5.936954041E0,2.629282379E0,-6.259682922E0
7.497070625E1,5.697901154E0,2.774330750E0,-6.298302612E0
7.498066525E1,5.601950684E0,3.083437958E0,-6.382427673E0
7.499062425E1,5.522166595E0,3.425626373E0,-6.480024719E0
7.500058325E1,5.542823639E0,3.741619263E0,-6.705605621E0
7.501054125E1,5.720653839E0,4.014501801E0,-6.871311035E0
7.502050025E1,6.058351593E0,4.171375580E0,-6.925797729E0
7.503045925E1,6.419101410E0,4.155358887E0,-6.939269714E0
7.504041825E1,6.762637024E0,4.117188263E0,-6.984775085E0
7.505037725E1,7.110812988E0,4.187092896E0,-6.974596252E0
7.506033525E1,7.434440002E0,4.336781616E0,-6.911876678E0
7.507029425E1,7.632328491E0,4.472549286E0,-6.928043060E0
7.508025325E1,7.652536469E0,4.436324615E0,-6.997498627E0
7.509021225E1,7.418273621E0,4.190685425E0,-7.153623962E0
7.510017125E1,7.069798279E0,3.977828064E0,-7.383845215E0
7.511012925E1,6.846762085E0,3.814218292E0,-7.591613159E0
7.512008825E1,6.777156830E0,3.805835724E0,-7.849077759E0
7.513004725E1,6.585854645E0,3.829187164E0,-7.955356750E0
7.514000625E1,6.405779114E0,3.917802887E0,-8.139473877E0
7.514996525E1,6.368506622E0,4.061054993E0,-8.217910767E0
7.515992325E1,6.414161682E0,4.319417725E0,-8.276439056E0
7.516988225E1,6.651717682E0,4.755161591E0,-8.394842834E0
7.517984125E1,7.072043610E0,5.351820831E0,-8.593779144E0
7.518980025E1,7.492369537E0,6.104006653E0,-8.870703278E0
7.519975925E1,7.823181610E0,7.041806488E0,-9.275760956E0
7.520971825E1,8.126600647E0,8.118517456E0,-9.588610382E0
7.521967625E1,8.052654419E0,9.064699860E0,-9.831555176E0
7.522963525E1,7.668852539E0,9.750124512E0,-1.001776794E1
7.523959425E1,7.278763733E0,1.018137772E1,-1.027208908E1
7.524955325E1,6.878945160E0,1.035920792E1,-1.072863968E1
7.525951225E1,6.423741760E0,1.035950729E1,-1.105945175E1
7.526947025E1,6.077661438E0,1.029199768E1,-1.103954315E1
7.527942925E1,5.817801819E0,1.026191025E1,-1.072295151E1
7.528938825E1,5.561385040E0,1.015817596E1,-1.019769379E1
7.529934725E1,5.154381409E0,9.981543274E0,-9.615704041E0
7.530930525E1,4.693489838E0,9.769733734E0,-9.066196747E0
7.531926425E1,4.237837372E0,9.358987885E0,-8.529862061E0
7.532922325E1,3.970942383E0,8.843310242E0,-8.063432007E0
7.533918225E1,3.976331177E0,8.291258240E0,-7.621999969E0
7.534914125E1,4.178261261E0,7.994724884E0,-7.009773102E0
7.535910025E1,4.205055542E0,8.438851318E0,-5.380261688E0
7.536905825E1,3.805087280E0,9.306447144E0,-2.866838379E0
7.537901725E1,3.607947235E0,9.768985291E0,-3.971241760E-1
7.538897625E1,3.598367157E0,1.016072067E1,1.706750793E0
7.539893525E1,3.955374756E0,1.033166519E1,2.201022949E0
7.540889425E1,4.700674896E0,1.009665390E1,1.001118164E0
7.541885225E1,5.414989471E0,9.297914886E0,-1.587299194E0
7.542881125E1,6.305038605E0,8.306077423E0,-3.862268372E0
7.543877025E1,7.326963501E0,7.353009338E0,-5.601950684E0
7.544872925E1,7.906707916E0,6.080954590E0,-7.547604675E0
7.545868825E1,7.702083435E0,4.325854340E0,-9.336983643E0
7.546864625E1,7.155869293E0,2.741099854E0,-1.011970596E1
7.547860525E1,5.728437653E0,8.876541138E-1,-9.763147430E0
7.548856425E1,3.849694519E0,-1.450034637E0,-8.433911591E0
7.549852325E1,2.231709137E0,-3.101699982E0,-7.212301941E0
7.550848225E1,7.243437195E-1,-4.296665039E0,-6.295907593E0
7.551844025E1,-2.706372070E-1,-5.213658142E0,-7.573949890E0
7.552839925E1,3.255729675E-1,-7.222480774E0,-1.095871124E1
7.553835825E1,2.242337036E-1,-9.046138458E0,-1.214035400E1
7.554831725E1,-8.925938416E-1,-9.303603058E0,-8.789272614E0
7.555827625E1,-4.757107544E-1,-7.582182770E0,-4.836741943E0
7.556823425E1,-2.299218750E-1,-4.416865082E0,-3.916156311E0
7.557819325E1,-8.683442688E-1,-8.587641907E-1,-4.380490723E0
7.558815225E1,-1.536405029E0,2.630928955E0,-4.026027832E0
7.559811125E1,-2.032174072E0,4.170776825E0,-3.360960846E0
7.560807025E1,-2.179018707E0,3.532504120E0,-3.864364014E0
7.561802825E1,-1.374741211E0,2.360291748E0,-2.790048065E0
7.562798725E1,3.787124634E-2,2.077829132E0,-1.437460785E0
7.563794625E1,1.276994476E0,2.341880035E0,-5.462141418E-1
7.564790525E1,2.054777069E0,2.242037659E0,2.509082336E0
7.565786450E1,2.510728912E0,3.669469299E0,5.453908539E0
7.566782250E1,5.833369446E-1,4.892276459E0,6.566395111E0
7.567778150E1,-9.586065674E-1,5.363346863E0,6.691085815E0
7.568774050E1,-2.489173737E0,5.156477051E0,6.108048248E0
7.569769950E1,-2.989433441E0,3.803590393E0,7.601193237E0
7.570765850E1,-4.700225830E-1,5.158572693E0,1.114716934E1
7.571761650E1,1.868264923E0,7.537276154E0,1.402912628E1
7.572757550E1,2.303260345E0,8.836574249E0,1.483759506E1
7.573753450E1,3.003204803E0,8.622369690E0,1.344025085E1
7.574749350E1,3.370091858E0,8.438402252E0,1.457459198E1
7.575745250E1,3.370690613E0,9.230105896E0,1.608839401E1
7.576741050E1,3.186423798E0,9.680369568E0,1.659718597E1
7.577736950E1,3.466790771E0,8.950187988E0,1.668655014E1
7.578732850E1,3.882775726E0,8.538094940E0,1.776790146E1
7.579728750E1,3.923790436E0,8.305927734E0,1.803270081E1
7.580724650E1,2.737956390E0,7.724836121E0,1.728246094E1
7.581720450E1,6.598278809E-1,6.380930786E0,1.617910538E1
7.582716350E1,-7.932005310E-1,4.999154205E0,1.478729965E1
7.583712250E1,-1.369651794E0,4.396208038E0,1.404035294E1
7.584708150E1,-1.407373352E0,4.313430176E0,1.359413086E1
7.585704050E1,-1.128054199E0,4.553830261E0,1.319730606E1
7.586699850E1,-8.078700256E-1,4.412075043E0,1.240874588E1
7.587695750E1,-6.303392029E-1,4.170178070E0,1.183932999E1
7.588691650E1,-5.674699402E-1,4.256997528E0,1.169787415E1
7.589687550E1,-4.543052673E-1,4.108057251E0,1.218541031E1
7.590683450E1,-7.346722412E-1,4.136647797E0,1.248059647E1
7.591679250E1,-1.326840820E0,4.192930756E0,1.183708466E1
7.592675150E1,-1.567091217E0,4.109105072E0,1.141720779E1
7.593671050E1,-1.403331757E0,4.088897095E0,1.118054993E1
7.594666950E1,-1.171014862E0,3.867956543E0,1.083177521E1
7.595662850E1,-7.616162109E-1,3.506458282E0,1.057595718E1
7.596658650E1,-2.451901245E-1,3.153043213E0,1.022733215E1
7.597654550E1,-6.227050781E-2,3.083887024E0,9.837692413E0
7.598650450E1,2.671943665E-1,2.972518616E0,9.322763214E0
7.599646350E1,5.879772949E-1,2.665057983E0,9.219777374E0
7.600642250E1,5.304968262E-1,2.437531128E0,9.047635345E0
7.601638150E1,1.878593445E-1,2.292183380E0,8.635392609E0
7.602633950E1,-1.669029236E-1,2.136806488E0,8.208480377E0
7.603629850E1,-4.721182251E-1,1.800156555E0,7.986492004E0
7.604625750E1,-7.277865601E-1,1.690285034E0,8.224946136E0
7.605621650E1,-1.042432251E0,1.811083832E0,8.547375641E0
7.606617450E1,-1.644480286E0,2.190095673E0,8.988957367E0
7.607613350E1,-2.115550690E0,2.820734253E0,8.950487366E0
7.608609250E1,-2.682421875E0,3.516936493E0,8.287366333E0
7.609605150E1,-3.352877655E0,3.993545380E0,7.876919861E0
7.610601050E1,-3.554059296E0,4.120780792E0,7.452851715E0
7.611596950E1,-3.089425507E0,3.933071136E0,7.098089447E0
7.612592750E1,-2.560126190E0,3.503015442E0,7.156767426E0
7.613588650E1,-1.965263214E0,3.134182434E0,7.231611786E0
7.614584550E1,-1.579665070E0,2.943628693E0,7.292385406E0
7.615580450E1,-1.742676086E0,2.815046082E0,7.324867859E0
7.616576350E1,-2.121837616E0,3.013683014E0,7.475754089E0
7.617572150E1,-2.350262604E0,3.624862061E0,7.967780914E0
7.618568050E1,-2.400857391E0,4.468358002E0,8.394842834E0
7.619563950E1,-2.504591675E0,5.161267090E0,8.943152618E0
7.620559850E1,-2.627037048E0,5.451663208E0,9.456135864E0
7.621555750E1,-2.694995728E0,5.553601227E0,9.803413696E0
7.622551550E1,-2.822680206E0,5.700745239E0,9.367969208E0
7.623547450E1,-2.801424408E0,6.001619568E0,9.055868225E0
7.624543350E1,-2.629581757E0,6.352040863E0,9.329050140E0
7.625539250E1,-2.512225800E0,6.906338196E0,9.530082092E0
7.626535150E1,-2.599943390E0,7.848029938E0,9.297316132E0
7.627530950E1,-2.460433502E0,9.193581848E0,8.694669342E0
7.628526850E1,-2.631527710E0,1.072040680E1,7.983348541E0
7.629522750E1,-2.642155609E0,1.210083618E1,6.979685669E0
7.630518650E1,-2.505489807E0,1.352946533E1,4.934788055E0
7.631514550E1,-2.028132477E0,1.541793823E1,3.430566101E0
7.632510350E1,-1.939217377E0,1.687246353E1,1.892215118E0
7.633506250E1,-2.979553986E0,1.665945648E1,-5.093907166E-1
7.634502150E1,-3.650309143E0,1.548544785E1,-2.414179688E0
7.635498050E1,-2.949167175E0,1.483070938E1,-2.663261719E0
7.636493950E1,-1.775457916E0,1.504820709E1,-1.798360291E0
7.637489750E1,-2.859054565E-1,1.610755417E1,-8.875044250E-1
7.638485650E1,1.722318420E0,1.834061050E1,-1.062939606E0
7.639481550E1,3.950435028E0,2.143587387E1,-2.184706879E0
7.640477450E1,5.539530487E0,2.441767319E1,-3.483406219E0
7.641473350E1,6.067632294E0,2.607457764E1,-3.374283142E0
7.642469150E1,4.867577820E0,2.306433746E1,-1.406325531E0
7.643465050E1,2.714155884E0,1.494522125E1,1.049617310E0
7.644460950E1,1.901196442E0,9.591753845E0,2.383194122E0
7.645456850E1,1.583556976E0,6.035000153E0,2.950813751E0
7.646452750E1,1.284927979E0,3.007695465E0,3.318598938E0
7.647448550E1,1.438957672E0,1.004710693E0,3.065625000E0
7.648444450E1,2.262844391E0,5.743556213E-1,1.660347290E0
7.649440350E1,2.387535095E0,2.695893860E-1,-1.056802368E-1
7.650436250E1,2.083517303E0,-6.340814209E-1,-1.067430267E0
7.651432150E1,2.052082672E0,-1.279239807E0,-3.335064697E-1
7.652427950E1,2.187550964E0,-9.229806519E-1,1.451531525E0
7.653423850E1,2.525847473E0,-2.585124207E-1,1.951940918E0
7.654419750E1,2.921175385E0,3.056643677E-1,9.349557495E-1
7.655415650E1,2.475701752E0,5.200186157E-1,-4.544549561E-1
7.656411550E1,1.677711182E0,3.641926575E-1,-1.791025543E0
7.657407350E1,1.134490814E0,3.293151855E-2,-2.799927521E0
7.658403250E1,6.343807983E-1,-3.941304016E-1,-3.095113678E0
7.659399150E1,2.465373230E-1,-9.548643494E-1,-2.883453827E0
7.660395050E1,4.236190796E-2,-1.613644409E0,-2.224224701E0
7.661390950E1,4.490661621E-3,-2.147883453E0,-1.262624359E0
7.662386750E1,1.899549866E-1,-2.365530853E0,-5.105882263E-1
7.663382650E1,4.153862000E-1,-2.134112091E0,-2.404000854E-1
7.664378550E1,3.815565491E-1,-1.469045105E0,-3.097059631E-1
7.665374408E1,2.101629639E-1,-7.388635254E-1,-4.082011414E-1
7.666370308E1,-9.984237671E-2,-8.187973022E-2,-2.749781799E-1
7.667366108E1,-6.985972595E-1,4.540058899E-1,1.137634277E-1
7.668362008E1,-1.635349274E0,8.581654358E-1,5.870791626E-1
7.669357908E1,-2.389331360E0,1.100062408E0,7.686515808E-1
7.670353808E1,-2.420616302E0,1.314865723E0,6.839277649E-1
7.671349708E1,-1.657652893E0,1.617236938E0,4.035607910E-1
7.672345508E1,-6.758445740E-1,2.003433838E0,-1.103205872E-1
7.673341408E1,7.768844604E-2,2.349813538E0,-7.837701416E-1
7.674337308E1,7.714956665E-1,2.727328491E0,-7.611671448E-1
7.675333208E1,1.497635651E0,3.146905975E0,-5.228627014E-1
7.676329108E1,2.181563416E0,3.830085297E0,1.042132874E0
7.677324908E1,2.934797058E0,5.284610596E0,4.570296021E0
7.678320808E1,3.899989929E0,7.730374603E0,6.492149506E0
7.679316708E1,3.833677826E0,1.076606186E1,3.058290253E0
7.680312608E1,3.930825806E-1,1.311572571E1,-2.151326294E0
7.681308508E1,-1.234033813E0,1.451651276E1,-6.281687164E0
7.682304308E1,-1.065184937E0,1.539548492E1,-2.829266510E0
7.683300208E1,4.327500916E-1,1.592822708E1,8.605903931E0
7.684296108E1,7.438631287E0,1.965008743E1,3.404999268E1
7.685292008E1,1.120345230E1,2.828742599E1,4.656861008E1
7.686287908E1,3.595373383E0,2.979823425E1,-8.183632050E0
7.687283708E1,1.068178711E0,2.296868637E1,-1.892080399E1
7.688279608E1,-3.772006073E0,1.727362930E1,-5.448669434E0
7.689275508E1,-4.470303955E0,1.262369888E1,4.477788391E0
7.690271408E1,-4.768334198E0,6.429429932E0,1.460138626E1
7.691267308E1,-1.879192200E0,6.360273743E-1,1.439182205E1
7.692263108E1,2.468367004E-1,-4.355043640E0,9.450747070E0
7.693259008E1,7.815248108E-1,-4.930896149E0,7.594008179E0
7.694254908E1,4.179309082E-1,-1.506317596E0,8.348439331E0
7.695250808E1,-1.563648376E0,1.202299805E0,1.205368423E1
7.696246708E1,-3.993695068E0,3.326981506E0,1.430634979E1
7.697242508E1,-6.037844238E0,5.000351715E0,1.417327652E1
7.698238408E1,-7.218139801E0,5.752687225E0,1.407373352E1
7.699234308E1,-7.274871826E0,5.899531860E0,1.378154114E1
7.700230208E1,-6.372099152E0,5.570965118E0,1.308982956E1
7.701226108E1,-5.321434021E0,5.149591370E0,1.220412140E1
7.702222008E1,-4.704866180E0,4.689148865E0,1.214409622E1
7.703217808E1,-3.804937592E0,3.772305450E0,1.293056076E1
7.704213708E1,-2.049687653E0,2.517764282E0,1.444780563E1
7.705209608E1,1.272354126E-2,2.078278198E0,1.569216797E1
7.706205508E1,-9.714797974E-2,2.526446228E0,1.573258392E1
7.707201408E1,-1.530118103E0,3.356619873E0,1.482412308E1
7.708197208E1,-2.778671722E0,4.214485931E0,1.434661606E1
7.709193108E1,-3.041974182E0,4.609215088E0,1.505629028E1
7.710189008E1,-2.687361603E0,4.525239716E0,1.517678970E1
7.711184908E1,-2.687810669E0,4.745880890E0,1.481110016E1
7.712180808E1,-2.783162384E0,4.918771362E0,1.438224197E1
7.713176608E1,-2.815644836E0,5.063071289E0,1.414857788E1
7.714172508E1,-2.946323090E0,5.379513245E0,1.375789032E1
7.715168408E1,-2.885250092E0,5.673501892E0,1.341689941E1
7.716164308E1,-2.604284363E0,5.840853882E0,1.317784653E1
7.717160208E1,-2.249073029E0,5.847440186E0,1.309521835E1
7.718156008E1,-1.833387451E0,5.792205048E0,1.298115555E1
7.719151908E1,-1.427281952E0,5.766757965E0,1.283176620E1
7.720147808E1,-1.113235016E0,5.851631470E0,1.231983078E1
7.721143708E1,-8.719367981E-1,6.004763031E0,1.205233704E1
7.722139608E1,-6.749464417E-1,6.161936188E0,1.189112228E1
7.723135408E1,-5.267546082E-1,6.365213470E0,1.136331985E1
7.724131308E1,-5.646258545E-1,6.548282776E0,1.064271835E1
7.725127208E1,-6.451583862E-1,6.667434998E0,1.026595184E1
7.726123108E1,-7.696994019E-1,6.832990723E0,9.748328247E0
7.727119008E1,-8.181985474E-1,6.893764343E0,9.026678925E0
7.728114808E1,-9.440867615E-1,6.829996948E0,8.393495636E0
7.729110708E1,-1.108444977E0,6.761289825E0,8.066575470E0
7.730106608E1,-1.163081360E0,6.685697021E0,7.754175110E0
7.731102508E1,-1.137334900E0,6.621330872E0,7.385791168E0
7.732098408E1,-1.077758789E0,6.545438690E0,6.982679443E0
7.733094208E1,-8.930429077E-1,6.553970947E0,6.602320404E0
7.734090108E1,-6.655160522E-1,6.616840210E0,6.359375610E0
7.735086008E1,-4.581971741E-1,6.699318695E0,6.050118713E0
7.736081908E1,-2.366578674E-1,6.795418854E0,5.740113373E0
7.737077808E1,-8.083190918E-3,6.875652008E0,5.408552856E0
7.738073608E1,1.432521057E-1,6.922953644E0,5.038821716E0
7.739069508E1,1.893562317E-1,6.869065704E0,4.772675171E0
7.740065408E1,1.802252197E-1,6.745572510E0,4.556075592E0
7.741061308E1,1.504371643E-1,6.539900208E0,4.112248535E0
7.742057208E1,1.314266968E-1,6.324947205E0,3.627107391E0
7.743053008E1,1.529818726E-1,6.075715485E0,3.247945862E0
7.744048908E1,1.445993042E-1,5.912554779E0,2.922073517E0
7.745044808E1,1.935475159E-1,5.738915863E0,2.767594757E0
7.746040708E1,1.787283325E-1,5.674100647E0,2.832559662E0
7.747036608E1,1.905537415E-1,5.682483215E0,2.813100128E0
7.748032408E1,1.736389160E-1,5.687572632E0,2.676733704E0
7.749028308E1,1.598675537E-1,5.761518860E0,2.469863892E0
7.750024208E1,2.359094238E-1,5.923781433E0,2.292782135E0
7.751020108E1,3.080593872E-1,6.112688599E0,2.132016449E0
7.752016008E1,2.501298523E-1,6.231541443E0,1.993404694E0
7.753011808E1,1.672023010E-1,6.311026154E0,1.738185425E0
7.754007708E1,1.007405090E-1,6.388115845E0,1.333427124E0
7.755003608E1,6.765930176E-2,6.469247131E0,9.226812744E-1
7.755999508E1,1.444496155E-1,6.619384918E0,7.547305298E-1
7.756995408E1,8.053253174E-2,6.696324921E0,7.355703735E-1
7.757991208E1,-7.484436035E-3,6.727310486E0,7.429051208E-1
7.758987108E1,-7.484436035E-3,6.897207184E0,7.665559387E-1
7.759983008E1,1.945953369E-3,7.155719604E0,9.895921326E-1
7.760978908E1,7.529342651E-2,7.357050934E0,1.327888641E0
7.761974808E1,1.746867371E-1,7.527396698E0,1.546733551E0
7.762970608E1,2.893482971E-1,7.717501373E0,1.699416046E0
7.763966508E1,3.707789612E-1,7.837551727E0,1.932182007E0
7.764962408E1,3.183879089E-1,7.854316864E0,2.126028900E0
7.765958383E1,3.357518005E-1,7.904312897E0,2.069745941E0
7.766954283E1,3.219804382E-1,7.981851654E0,1.643582153E0
7.767950083E1,1.989363098E-1,8.155041504E0,1.117126923E0
7.768945983E1,1.863624573E-1,8.461903381E0,6.493496704E-1
7.769941883E1,1.863624573E-1,8.805588684E0,2.341131592E-1
7.770937783E1,2.430944824E-1,9.304201813E0,-8.247848511E-2
7.771933683E1,4.779560852E-1,9.925110626E0,-3.071612549E-1
7.772929483E1,7.899073792E-1,1.058538757E1,-3.990701294E-1
7.773925383E1,1.137933655E0,1.121363113E1,-6.267466736E-1
7.774921283E1,1.370100861E0,1.178454391E1,-8.800199890E-1
7.775917183E1,1.436562653E0,1.228330673E1,-9.842033386E-1
7.776913083E1,1.302441559E0,1.265228943E1,-9.743238831E-1
7.777908883E1,1.132544861E0,1.253672974E1,-9.014254761E-1
7.778904783E1,1.004710693E0,1.167871399E1,-5.724096680E-1
7.779900683E1,8.113128662E-1,1.106379272E1,-1.493893433E-1
7.780896583E1,7.638615417E-1,1.095751373E1,4.779560852E-1
7.781892483E1,9.114546204E-1,1.105076981E1,1.447789307E0
7.782888283E1,7.818241882E-1,1.119641693E1,2.071841583E0
7.783884183E1,5.620811462E-1,1.153740784E1,2.483186188E0
7.784880083E1,4.538562012E-1,1.194501022E1,2.913092194E0
7.785875983E1,3.902384949E-1,1.207029968E1,3.079695740E0
7.786871883E1,4.427792358E-1,1.192016190E1,2.640359344E0
