"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.883399500E0,-5.260696411E-1,2.078000069E0,1.215991259E0
3.893358500E0,-8.587967753E-1,2.110145807E0,5.310602188E-1
3.903317500E0,-8.797830343E-1,2.029623985E0,-2.049991488E-1
3.913276500E0,-6.408805251E-1,1.858842969E0,-8.774530888E-1
3.923235500E0,-3.131681681E-1,1.557767272E0,-1.389007688E0
3.933194500E0,-2.863272280E-2,1.158913374E0,-1.717167974E0
3.943153500E0,1.612051129E-1,9.220161438E-1,-1.883187294E0
3.953112500E0,2.386401445E-1,8.585830331E-1,-1.939805746E0
3.963070500E0,2.595403790E-1,8.668851852E-1,-1.917797327E0
3.973029500E0,3.176916838E-1,8.281930089E-1,-1.805855393E0
3.982988500E0,4.110544026E-1,6.439787149E-1,-1.620113015E0
3.992947500E0,4.995564520E-1,2.165988535E-1,-1.481782198E0
4.002906500E0,5.596626401E-1,-2.701390982E-1,-1.451471686E0
4.012865500E0,5.727483034E-1,-6.860260367E-1,-1.466702700E0
4.022824500E0,5.366816521E-1,-1.001977801E0,-1.467175126E0
4.032783500E0,4.825396538E-1,-1.251723886E0,-1.428560257E0
4.042742500E0,4.046626985E-1,-1.446091652E0,-1.346314192E0
4.052701500E0,2.068767846E-1,-1.621472001E0,-1.236235499E0
4.062660500E0,-4.835700989E-1,-1.769294143E0,-1.103148222E0
4.072619500E0,-1.262949228E0,-1.460683465E0,-1.004640341E0
4.082577500E0,-1.429988265E0,-1.099520802E0,-9.689353108E-1
4.092536500E0,-1.140219808E0,-5.998296738E-1,-9.869067669E-1
4.102495500E0,5.013971031E-2,8.868981004E-1,-1.070631027E0
4.112454500E0,2.116292715E-1,6.401929855E-1,-1.128067374E0
4.122413500E0,-6.739703566E-2,2.807554603E-1,-8.988256454E-1
4.132372500E0,-7.932893038E-1,1.392528415E0,-5.377355218E-1
4.142331500E0,-2.797421217E-1,3.848701715E0,-3.839071095E-1
4.152290500E0,1.540980577E0,4.087890148E0,-1.969667524E-1
4.162249500E0,2.364007473E0,2.213783979E0,8.149510622E-1
4.172208500E0,1.789457202E0,4.738992155E-1,1.510027885E0
4.182166500E0,6.326814294E-1,-4.279885590E-1,1.799315333E0
4.192125500E0,-3.451995179E-2,-9.310550094E-1,2.035448313E0
4.202084500E0,-1.416272372E-1,-1.207307339E0,2.149996758E0
4.212043500E0,1.399130374E-2,-1.566904902E0,2.140406132E0
4.222002500E0,2.551416159E-1,-1.715933800E0,2.015124083E0
4.231961500E0,4.260200262E-1,-1.399348855E0,1.847428203E0
4.241920500E0,4.727233648E-1,-4.959641397E-1,1.678223252E0
4.251879500E0,4.233770072E-1,5.278277397E-1,1.633715749E0
4.261838500E0,2.522004545E-1,1.176543951E0,1.760970592E0
4.271797500E0,3.111153282E-2,1.242269516E0,1.940110803E0
4.281756500E0,-2.400280982E-1,8.345968127E-1,1.934906483E0
4.291714500E0,-7.105308771E-1,4.220532179E-1,1.675812483E0
4.301673500E0,-1.145357490E0,6.379056573E-1,1.237422109E0
4.311632500E0,-1.207379818E0,1.082334757E0,8.121390343E-1
4.321591500E0,-1.034152389E0,1.138419867E0,4.951498806E-1
4.331550500E0,-8.719971180E-1,7.599197626E-1,2.629123628E-1
4.341509500E0,-8.927670717E-1,2.014863044E-1,4.725650325E-2
4.351468500E0,-1.140741706E0,-1.183438674E-1,-8.357000351E-2
4.361427500E0,-1.423307657E0,-1.695431322E-1,-6.041515246E-2
4.371386500E0,-1.538179040E0,-2.473828495E-1,6.170101091E-2
4.381345500E0,-1.437394381E0,-5.259143710E-1,1.376873851E-1
4.391303500E0,-1.224025726E0,-1.039463639E0,1.604496390E-1
4.401262500E0,-1.059293151E0,-1.757810831E0,1.144179627E-1
4.411221500E0,-9.461469054E-1,-2.536439180E0,1.466537081E-2
4.421180500E0,-8.292014003E-1,-2.888450623E0,-1.251037121E-1
4.431139500E0,-6.833257675E-1,-2.699290991E0,-3.230831921E-1
4.441098500E0,-4.672964811E-1,-2.054758310E0,-5.216828585E-1
4.451057500E0,-1.545419544E-1,-1.328611374E0,-6.734538078E-1
4.461016500E0,2.699012160E-1,-6.686378121E-1,-7.738432884E-1
4.470975500E0,6.446620822E-1,-2.208359241E-1,-7.719678879E-1
4.480934500E0,5.856397748E-1,-7.051272690E-2,-6.204789877E-1
4.490893500E0,3.715004027E-1,7.718084753E-2,-5.762578845E-1
4.500851500E0,4.138673246E-1,2.596289515E-1,-8.365006447E-1
4.510810500E0,5.256173015E-1,1.144845366E0,-1.308038116E0
4.520769500E0,1.957674384E0,2.673505783E0,-1.462539554E0
4.530728500E0,1.824061275E0,1.403621435E0,-1.599171400E0
4.540687500E0,2.188611925E-1,-1.227402449E0,-2.093502998E0
4.550646500E0,1.908353716E-1,-1.934870481E0,-2.298835039E0
4.560605500E0,2.358613253E0,-1.898742169E-1,-1.608788490E0
4.570564500E0,2.265053034E0,1.245829105E0,-5.623667240E-1
4.580523958E0,5.952526331E-1,8.572885394E-1,4.970155954E-1
4.590481958E0,-2.364427224E-2,3.182846308E-2,7.107868195E-1
4.600440958E0,-4.019703250E-3,-4.328867495E-1,5.976045728E-1
4.610399958E0,-5.313844886E-3,-7.372793555E-1,5.461688638E-1
4.620358958E0,-3.220990673E-2,-6.261246204E-1,8.094111085E-1
4.630317958E0,-2.373815700E-2,-8.889619112E-1,1.205694437E0
4.640276958E0,-3.693172336E-2,-1.227409720E0,1.438749194E0
4.650235958E0,2.826464828E-3,-1.191039443E0,1.484122396E0
4.660194958E0,1.540514082E-1,-9.187632203E-1,1.510033846E0
4.670153958E0,3.762194812E-1,-5.634632111E-1,1.616063595E0
4.680111958E0,5.863751173E-1,-1.545742154E-1,1.793483615E0
4.690070958E0,6.483607888E-1,1.646337360E-1,1.869347453E0
4.700029958E0,5.301246643E-1,3.291848600E-1,1.779961348E0
4.709988958E0,2.662874460E-1,4.827352464E-1,1.566606522E0
4.719947958E0,-1.538302004E-1,7.126371861E-1,1.247587442E0
4.729906958E0,-5.496335626E-1,1.020254493E0,7.931484580E-1
4.739865958E0,-7.105957866E-1,1.370873213E0,2.124009132E-1
4.749824958E0,-5.751153231E-1,1.680421233E0,-4.290612638E-1
4.759783958E0,-2.363668382E-1,1.802781224E0,-9.958304167E-1
4.769742958E0,1.021719873E-1,1.767347455E0,-1.481825471E0
4.779700958E0,3.518579900E-1,1.624394298E0,-1.905700326E0
4.789659958E0,4.465719163E-1,1.446899533E0,-2.269137144E0
4.799618958E0,3.901784122E-1,1.273724556E0,-2.516967773E0
4.809577958E0,2.860160470E-1,1.038541079E0,-2.559125185E0
4.819536958E0,2.385657132E-1,7.041937113E-1,-2.338805199E0
4.829495958E0,2.189441472E-1,2.748470008E-1,-1.978719592E0
4.839454958E0,1.517613828E-1,-1.800786853E-1,-1.607045174E0
4.849413958E0,8.168523014E-2,-5.827015042E-1,-1.322923303E0
4.859372958E0,6.540798396E-2,-9.100514054E-1,-1.149801135E0
4.869330958E0,1.236220375E-1,-1.105048537E0,-1.055347562E0
4.879289958E0,1.665575057E-1,-1.173663855E0,-9.925182462E-1
4.889248958E0,-2.449024469E-2,-1.255128980E0,-9.063839912E-1
4.899207958E0,-5.594021678E-1,-1.366952419E0,-7.672788501E-1
4.909166958E0,-8.688517809E-1,-1.122854352E0,-7.091127038E-1
4.919125958E0,-8.401628733E-1,-8.308307528E-1,-7.498998046E-1
4.929084958E0,-6.977869272E-1,-7.140747905E-1,-8.428558707E-1
4.939043958E0,2.306610942E-1,8.967832327E-1,-9.788691401E-1
4.949002958E0,2.831483185E-1,1.021082640E0,-1.172905326E0
4.958960958E0,-1.736972630E-1,7.514559031E-1,-1.049625993E0
4.968919958E0,-1.153855562E0,1.259009361E0,-6.939736009E-1
4.978878958E0,-1.023340702E0,3.513370991E0,-3.437279463E-1
4.988837958E0,1.081565022E0,4.762012959E0,1.574284732E-1
4.998796958E0,2.575325489E0,2.724156380E0,1.262167335E0
5.008755958E0,3.422477722E0,2.016727477E-1,1.895246625E0
5.018714958E0,2.412948847E0,-6.526733041E-1,2.053130150E0
5.028673958E0,5.153847933E-1,-1.130966306E0,2.057639599E0
5.038631958E0,-3.172844648E-1,-1.973658085E0,1.949640393E0
5.048590958E0,-2.575601637E-1,-2.721475601E0,1.721228480E0
5.058549958E0,2.042219788E-2,-2.910636425E0,1.459913254E0
5.068508958E0,1.535837203E-1,-2.507998228E0,1.255281329E0
5.078467958E0,1.052787676E-1,-1.540293574E0,1.163694143E0
5.088426958E0,-1.988930162E-3,-3.468267322E-1,1.164044499E0
5.098385958E0,-5.719173327E-2,6.491896510E-1,1.289083600E0
5.108344958E0,-1.931381598E-2,1.071647525E0,1.597064734E0
5.118302958E0,1.085713599E-2,9.646393061E-1,1.858082771E0
5.128261958E0,-9.636368603E-3,5.658560395E-1,1.892698050E0
5.138220958E0,-1.400463134E-1,1.131996587E-1,1.777678251E0
5.148179958E0,-4.337386787E-1,-8.879427612E-2,1.598498702E0
5.158138958E0,-7.488814592E-1,1.604134142E-1,1.313527465E0
5.168097958E0,-9.202813506E-1,4.605458081E-1,9.951537251E-1
5.178056958E0,-9.849442244E-1,4.915247560E-1,6.782844067E-1
5.188015958E0,-1.064994812E0,3.335111141E-1,3.435336351E-1
5.197974958E0,-1.192749500E0,7.535494119E-2,-5.468834657E-3
5.207932958E0,-1.408675790E0,1.201238483E-2,-2.762500942E-1
5.217891958E0,-1.628443837E0,1.585442871E-1,-3.668825328E-1
5.227850958E0,-1.732584357E0,2.895725667E-1,-2.324784994E-1
5.237809958E0,-1.694645286E0,1.945914477E-1,-3.315899521E-2
5.247768958E0,-1.584389091E0,-1.757689267E-1,6.619368494E-2
5.257727958E0,-1.477472186E0,-6.966451406E-1,1.387295965E-2
5.267686958E0,-1.358815193E0,-1.025207043E0,-1.651414335E-1
5.277645958E0,-1.202637315E0,-9.615766406E-1,-4.091429114E-1
5.287603958E0,-1.003758788E0,-6.708958745E-1,-6.541349888E-1
5.297562958E0,-7.593294978E-1,-4.242382050E-1,-8.598950505E-1
5.307521958E0,-4.756892323E-1,-2.819835246E-1,-1.013050795E0
5.317480958E0,-2.454664111E-1,-2.291674316E-1,-1.092897892E0
5.327439958E0,-1.704430878E-1,-3.351376653E-1,-1.102770567E0
5.337398958E0,-1.242815703E-2,-2.485233992E-1,-1.145915389E0
5.347357958E0,2.868297696E-1,-1.084539145E-1,-1.180656314E0
5.357316958E0,8.873712420E-1,6.039891243E-1,-1.270457387E0
5.367275958E0,2.212666273E0,2.619203091E0,-1.396329284E0
5.377233958E0,2.673355341E0,2.080338955E0,-1.537997723E0
5.387192958E0,1.250228167E0,-1.110169768E0,-1.900035143E0
5.397151958E0,4.344654083E-1,-2.197014093E0,-2.237092972E0
5.407110958E0,2.142003775E0,-2.833998203E-1,-1.950936556E0
5.417069958E0,3.097073793E0,1.247872353E0,-1.216367483E0
5.427028958E0,1.465736032E0,7.750277519E-1,9.698349983E-2
5.436987958E0,4.944892824E-1,-4.142550230E-1,9.113379717E-1
5.446945958E0,2.460007668E-1,-1.250794530E0,1.013701200E0
5.456904958E0,1.908597499E-1,-1.561808825E0,9.743187428E-1
5.466863958E0,7.628326118E-2,-1.553642392E0,1.125765085E0
5.476822958E0,-1.544588804E-1,-1.446590781E0,1.420282006E0
5.486781958E0,-3.145515621E-1,-1.467751384E0,1.625060081E0
5.496740958E0,-3.190520406E-1,-1.272889495E0,1.586783767E0
5.506699958E0,-1.900583804E-1,-8.389244676E-1,1.565186620E0
5.516658958E0,1.736245304E-2,-3.064397573E-1,1.652794480E0
5.526616958E0,2.602587044E-1,1.149180681E-1,1.735367537E0
5.536575958E0,3.700845242E-1,3.918519318E-1,1.752335787E0
5.546534958E0,3.180032670E-1,4.863531888E-1,1.688773990E0
5.556493958E0,1.819932163E-1,5.242680907E-1,1.549195886E0
5.566452958E0,-4.191620275E-2,6.607771516E-1,1.309066296E0
5.576411958E0,-3.588249087E-1,9.143865108E-1,9.347082376E-1
5.586370833E0,-5.900626779E-1,1.295243263E0,4.430356026E-1
5.596329833E0,-6.030525565E-1,1.593963146E0,-1.289959401E-1
5.606287833E0,-4.607168436E-1,1.691926003E0,-6.787064075E-1
5.616246833E0,-3.002991974E-1,1.655808449E0,-1.184613585E0
5.626205833E0,-1.698881984E-1,1.546250463E0,-1.639015913E0
5.636164833E0,-9.536734968E-2,1.458369136E0,-2.033447742E0
5.646123833E0,-8.356574178E-2,1.373885512E0,-2.297642469E0
5.656082833E0,-7.651928067E-2,1.248145461E0,-2.354336262E0
5.666041833E0,-4.605600238E-2,1.043015480E0,-2.183965683E0
5.676000833E0,-4.322746024E-2,6.703942418E-1,-1.828223467E0
5.685959833E0,-9.743274003E-2,1.305460036E-1,-1.383957744E0
5.695917833E0,-1.764548570E-1,-4.248234928E-1,-1.011329055E0
5.705876833E0,-2.220987976E-1,-8.789108992E-1,-8.096051216E-1
5.715835833E0,-2.201613486E-1,-1.130946517E0,-7.213833332E-1
5.725794833E0,-1.911163032E-1,-1.136503100E0,-6.698626876E-1
5.735753833E0,-1.863015741E-1,-1.012665033E0,-6.337608695E-1
5.745712833E0,-2.974279225E-1,-9.193522930E-1,-5.879326463E-1
5.755671833E0,-5.952204466E-1,-9.702056646E-1,-4.858829677E-1
5.765629833E0,-6.850324273E-1,-9.781190753E-1,-4.579239786E-1
5.775588833E0,-5.708693862E-1,-9.221676588E-1,-5.398718715E-1
5.785547833E0,-2.585037649E-1,-7.020361423E-1,-6.637686491E-1
5.795506833E0,5.219305754E-1,1.000977278E0,-9.530593157E-1
5.805465833E0,5.251098275E-1,9.690461159E-1,-1.200515151E0
5.815424833E0,3.529564440E-1,9.009507298E-1,-1.101220489E0
5.825383833E0,-4.737915099E-1,1.549258113E0,-1.110259771E0
5.835342833E0,-1.082534939E-1,3.899358988E0,-1.064090967E0
5.845300833E0,1.388452053E0,4.713378429E0,-9.799962491E-2
5.855259833E0,2.754667759E0,2.573219538E0,1.442449689E0
5.865218833E0,2.877538681E0,2.408380657E-1,2.019539833E0
5.875177833E0,1.014238834E0,-5.112492442E-1,2.200688839E0
5.885136833E0,-4.494802356E-1,-1.270406842E0,2.173500776E0
5.895095833E0,-7.012773156E-1,-1.991245151E0,1.970731497E0
5.905054833E0,-5.156320930E-1,-2.251894712E0,1.735257149E0
5.915012833E0,-3.007957935E-1,-2.010046005E0,1.569952369E0
5.924971833E0,-9.858144075E-2,-1.281350017E0,1.497639894E0
5.934930833E0,1.001071557E-1,-1.922495067E-1,1.478980184E0
5.944889833E0,2.384997010E-1,8.491456509E-1,1.553706169E0
5.954848833E0,2.627445757E-1,1.274036288E0,1.772821426E0
5.964807833E0,1.638109982E-1,1.104947925E0,1.995051503E0
5.974766833E0,-1.568765379E-2,6.211602092E-1,2.059357882E0
5.984725833E0,-3.203355670E-1,2.937541604E-1,1.918246627E0
5.994683833E0,-6.438142657E-1,4.147865772E-1,1.640497208E0
6.004642833E0,-8.256061077E-1,8.192504644E-1,1.296582818E0
6.014601833E0,-7.873186469E-1,1.274762869E0,9.057500958E-1
6.024560833E0,-6.805222034E-1,1.568490982E0,5.374294519E-1
6.034519833E0,-7.104910016E-1,1.554683566E0,2.228517979E-1
6.044478833E0,-9.086019397E-1,1.216877103E0,-1.390401972E-3
6.054437833E0,-1.133255005E0,6.294843554E-1,-1.068651602E-1
6.064395833E0,-1.238889217E0,-9.011186659E-2,-4.582684115E-2
6.074354833E0,-1.214097619E0,-7.111653090E-1,1.424546540E-1
6.084313833E0,-1.131586909E0,-1.080875516E0,1.884048730E-1
6.094272833E0,-1.064647555E0,-1.219321489E0,7.714999467E-2
6.104231833E0,-1.056076765E0,-1.186014771E0,-9.388908744E-2
6.114190833E0,-1.085117817E0,-1.055809140E0,-2.911001444E-1
6.124149833E0,-1.079641938E0,-9.676474929E-1,-5.237621665E-1
6.134108833E0,-9.786205888E-1,-9.965182543E-1,-7.833170295E-1
6.144066833E0,-7.971166372E-1,-1.043398976E0,-1.033649564E0
6.154025833E0,-6.067317724E-1,-1.026516914E0,-1.204131842E0
6.163984833E0,-4.282995760E-1,-7.941090465E-1,-1.300523281E0
6.173943833E0,-3.285468817E-1,-3.385921121E-1,-1.356498837E0
6.183902833E0,-4.131731093E-1,5.301392078E-2,-1.410312414E0
6.193861833E0,-4.246563911E-1,3.062235415E-1,-1.505699039E0
6.203820833E0,-7.824546844E-2,9.298817068E-2,-1.549756885E0
6.213778833E0,6.132062078E-1,3.755010962E-1,-1.605915308E0
6.223737833E0,2.113409758E0,1.178484797E0,-1.586771846E0
6.233696833E0,2.518925905E0,5.927323699E-1,-1.724659681E0
6.243655833E0,1.073084950E0,-2.244537830E0,-2.083323240E0
6.253614833E0,6.179102063E-1,-3.119914293E0,-2.301300526E0
6.263573833E0,2.221885920E0,-3.866029978E-1,-2.100676537E0
6.273532833E0,2.430827141E0,1.575983167E0,-1.447761774E0
6.283491833E0,8.035238385E-1,9.304627180E-1,7.974115759E-2
6.293449833E0,5.632824078E-2,1.180848628E-1,8.936252594E-1
6.303408833E0,1.710981689E-2,-5.366576314E-1,8.949659467E-1
6.313367833E0,1.213304996E-1,-7.700074911E-1,9.568074942E-1
6.323326833E0,1.598471403E-1,-6.591089368E-1,1.376150966E0
6.333285833E0,-2.522310242E-2,-7.500734329E-1,1.743553042E0
6.343244833E0,-2.184371352E-1,-7.086274624E-1,1.834712267E0
6.353203833E0,-2.627907395E-1,-5.806319118E-1,1.716195226E0
6.363161833E0,-1.306432337E-1,-3.750824630E-1,1.639097452E0
6.373120833E0,4.896701872E-2,-1.427794397E-1,1.675391793E0
6.383079833E0,2.361779213E-1,1.104581431E-1,1.814020276E0
6.393038833E0,4.188763797E-1,3.507186770E-1,2.049900293E0
6.402997833E0,4.318902194E-1,5.305626392E-1,2.129789352E0
6.412956833E0,3.016043901E-1,6.816616058E-1,1.988801837E0
6.422915833E0,6.845639646E-2,8.444449902E-1,1.639119625E0
6.432873833E0,-1.888134927E-1,1.084340453E0,1.115524530E0
6.442832833E0,-3.561238348E-1,1.428715587E0,4.687147141E-1
6.452791833E0,-3.076588213E-1,1.736194849E0,-2.386392355E-1
6.462750833E0,-7.127720118E-2,1.863296032E0,-8.824855089E-1
6.472709833E0,1.528560370E-1,1.864889145E0,-1.402727127E0
6.482668833E0,2.367496938E-1,1.814357638E0,-1.764700651E0
6.492627833E0,2.165133953E-1,1.658524394E0,-1.968816757E0
6.502586833E0,1.599582434E-1,1.400739670E0,-2.052202702E0
6.512544833E0,1.155617461E-1,1.059352517E0,-1.996724963E0
6.522503833E0,1.364025772E-1,6.344470382E-1,-1.806699991E0
6.532462833E0,2.608395815E-1,1.260679513E-1,-1.514414549E0
6.542421833E0,4.082290232E-1,-3.678139448E-1,-1.237018943E0
6.552380833E0,4.932549596E-1,-8.230240345E-1,-1.190551519E0
6.562339833E0,5.340902805E-1,-1.156317711E0,-1.269046664E0
6.572298833E0,5.591197014E-1,-1.398490667E0,-1.342578888E0
6.582256958E0,5.854917169E-1,-1.537014246E0,-1.345392346E0
6.592215958E0,5.760468245E-1,-1.617639542E0,-1.278348088E0
6.602174958E0,3.604669273E-1,-1.706089258E0,-1.179398537E0
6.612133958E0,-4.700827301E-1,-1.630757213E0,-1.063753963E0
6.622092958E0,-1.031629086E0,-1.286288500E0,-1.035469770E0
6.632051958E0,-9.962541461E-1,-9.936278462E-1,-1.060708523E0
6.642010958E0,-6.535549760E-1,-3.757527173E-1,-1.141037345E0
6.651968958E0,8.508753777E-1,8.402823210E-1,-1.178826332E0
6.661927958E0,1.075815797E0,-3.877430037E-2,-1.134809017E0
6.671886958E0,6.763629913E-1,-3.213828206E-1,-8.536593914E-1
6.681845958E0,-4.186591208E-1,1.125091434E0,-5.329374671E-1
6.691804958E0,-1.497424394E-1,4.006816387E0,-5.854928493E-1
6.701763958E0,1.954062581E0,5.066469193E0,-3.761320710E-1
6.711722958E0,2.836468935E0,2.914518356E0,6.536374688E-1
6.721680958E0,1.735976338E0,4.189165831E-1,1.274417877E0
6.731639958E0,3.491801918E-1,-1.030013442E0,1.636988521E0
6.741598958E0,-1.779326797E-1,-1.730684757E0,1.867343068E0
6.751557958E0,-2.025541365E-1,-1.845774770E0,2.005516291E0
6.761516958E0,-6.830485910E-2,-1.798499465E0,2.033359051E0
6.771475958E0,8.659736812E-2,-1.600558162E0,1.998214841E0
6.781434958E0,2.075423449E-1,-1.004019737E0,1.914320230E0
6.791392958E0,2.853021324E-1,-1.643045843E-1,1.879248261E0
6.801351958E0,2.495974451E-1,4.699233174E-1,1.938362479E0
6.811310958E0,1.147632003E-1,6.918988824E-1,2.093652964E0
6.821269958E0,1.028144360E-2,5.404313803E-1,2.168657780E0
6.831228958E0,-1.198262274E-1,2.200025469E-1,2.056921482E0
6.841187958E0,-3.276114762E-1,1.564460397E-1,1.828145385E0
6.851146958E0,-6.596943140E-1,4.875603318E-1,1.550005317E0
6.861104958E0,-9.841189981E-1,9.388202429E-1,1.247909546E0
6.871063958E0,-1.090684891E0,1.127922773E0,8.705585599E-1
6.881022958E0,-1.101558924E0,9.901958108E-1,4.803948998E-1
6.890981958E0,-1.144956231E0,6.034699082E-1,9.432578832E-2
6.900940958E0,-1.282810330E0,1.198145822E-1,-2.471429557E-1
6.910899958E0,-1.533060193E0,-2.607814968E-1,-4.231525958E-1
6.920858958E0,-1.809636831E0,-4.329249561E-1,-3.718712032E-1
6.930816958E0,-1.990613222E0,-4.884042144E-1,-1.351686269E-1
6.940775958E0,-2.030221939E0,-6.109781265E-1,8.299225569E-2
6.950734958E0,-1.970862627E0,-8.588265181E-1,1.873181313E-1
6.960693958E0,-1.840977788E0,-1.077052712E0,1.629926711E-1
6.970652958E0,-1.634958267E0,-1.018502116E0,2.023765817E-2
6.980611958E0,-1.320537090E0,-5.458674431E-1,-2.622710168E-1
6.990570958E0,-8.781461716E-1,1.944015771E-1,-6.307979226E-1
7.000528958E0,-3.717339933E-1,8.065477014E-1,-9.650354385E-1
7.010487958E0,6.223208457E-2,1.100879431E0,-1.172306061E0
7.020446958E0,2.186910808E-1,7.662916780E-1,-1.204545021E0
7.030405958E0,2.968455255E-1,2.278950363E-1,-1.214634061E0
7.040364958E0,4.964008629E-1,-3.804603219E-2,-1.321703076E0
7.050323958E0,9.174322486E-1,1.198610514E-1,-1.431270361E0
7.060282958E0,1.673198700E0,1.380074024E0,-1.604753733E0
7.070240958E0,2.702544451E0,2.145473719E0,-1.749995589E0
7.080199958E0,1.585090399E0,-1.262649179E0,-1.981915474E0
7.090158958E0,2.660120428E-1,-3.493541479E0,-2.204291344E0
7.100117958E0,9.052823186E-1,-1.533589363E0,-1.756285191E0
7.110076958E0,2.751513004E0,1.295654178E0,-8.956341147E-1
7.120035958E0,2.773079157E0,1.091833472E0,-2.671546042E-1
7.129994958E0,1.420664310E0,-4.544793665E-1,4.879511595E-1
7.139952958E0,2.616955638E-1,-9.695553780E-1,8.370107412E-1
7.149911958E0,-6.182417646E-2,-7.904899716E-1,6.955449581E-1
7.159870958E0,9.291735291E-2,-8.390433788E-1,7.519037127E-1
7.169829958E0,2.343085706E-1,-8.859794736E-1,1.223255157E0
7.179788958E0,1.060270146E-1,-8.829363585E-1,1.690999389E0
7.189747958E0,-9.245997667E-2,-7.302564979E-1,1.844021440E0
7.199706958E0,-2.036406398E-1,-4.915497601E-1,1.825020194E0
7.209664958E0,-1.542943865E-1,-2.245385796E-1,1.853271008E0
7.219623958E0,1.106869616E-2,2.936046384E-2,1.947777510E0
7.229582958E0,1.755151600E-1,3.035645783E-1,2.086629152E0
7.239541958E0,2.865779698E-1,5.647374392E-1,2.114987612E0
7.249500958E0,3.148695230E-1,8.736063242E-1,1.927231789E0
7.259459958E0,1.470538974E-1,1.217386842E0,1.582640409E0
7.269418958E0,-2.111492604E-1,1.501224756E0,1.130483866E0
7.279376958E0,-5.415429473E-1,1.703221321E0,5.626788139E-1
7.289335958E0,-6.447595954E-1,1.771978259E0,-8.570767939E-2
7.299294958E0,-5.651938319E-1,1.687800050E0,-7.616230249E-1
7.309253958E0,-4.410137832E-1,1.531403542E0,-1.379243851E0
7.319212958E0,-2.727260590E-1,1.397428274E0,-1.876201749E0
7.329171958E0,-1.172863767E-1,1.395717740E0,-2.240697384E0
7.339129958E0,-3.429959714E-2,1.448777914E0,-2.457807302E0
7.349088958E0,2.603028668E-3,1.398583174E0,-2.499073029E0
7.359047958E0,7.373841107E-2,1.144673824E0,-2.354856253E0
7.369006958E0,1.996212304E-1,6.363956928E-1,-2.070618153E0
7.378965958E0,3.352147937E-1,1.999003813E-2,-1.732648134E0
7.388924958E0,3.908490241E-1,-5.368329883E-1,-1.415379643E0
7.398883958E0,3.827620745E-1,-9.987329245E-1,-1.231181502E0
7.408841958E0,3.665120006E-1,-1.316228032E0,-1.145475864E0
7.418800958E0,3.620283008E-1,-1.502928257E0,-1.073667288E0
7.428759958E0,3.216369152E-1,-1.591511130E0,-1.005709171E0
7.438718958E0,8.952820301E-2,-1.655434132E0,-9.246104360E-1
7.448677958E0,-3.466797173E-1,-1.633277416E0,-8.200323582E-1
7.458636958E0,-4.744651318E-1,-1.535073042E0,-7.461199164E-1
7.468595958E0,-4.298409224E-1,-1.461869717E0,-7.253536582E-1
7.478553958E0,2.196193933E-1,-3.206558824E-1,-8.080232143E-1
7.488512958E0,5.318952203E-1,4.511724114E-1,-8.648859859E-1
7.498471958E0,4.788015783E-1,3.368651271E-1,-7.018865347E-1
7.508430958E0,8.807297796E-2,1.013184190E0,-3.819644451E-1
7.518389958E0,-2.843065262E-1,3.014313936E0,-6.471273303E-1
7.528348958E0,1.275813460E0,4.675629616E0,-7.101427317E-1
7.538307958E0,2.525245190E0,3.468361616E0,3.836866319E-1
