"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
1.223665400E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
1.501384400E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
1.637015400E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
1.910599800E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
2.080419200E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
2.313045900E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
2.475546100E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
2.714845900E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
2.840680700E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
3.120592100E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
3.285169200E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
3.528422800E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
3.661219200E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
3.934145900E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
4.106619200E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
4.326965400E-2	1.890844405E-1	-2.876213938E-2	-1.523328125E-1
4.479565400E-2	-4.101268053E-1	-7.755125165E-1	-4.474110603E-1
4.744915200E-2	-4.223773479E-1	-7.914915085E-1	-4.756405652E-1
4.900100000E-2	-4.324973822E-1	-8.042746782E-1	-5.049353242E-1
5.149776700E-2	-4.431500137E-1	-8.149272799E-1	-5.347627401E-1
5.275376900E-2	-4.527373910E-1	-8.293083906E-1	-5.667206645E-1
5.555449800E-2	-4.585963488E-1	-8.410263062E-1	-5.938849449E-1
5.723407700E-2	-4.697816372E-1	-8.548747301E-1	-6.274407506E-1
5.963249800E-2	-4.756405652E-1	-8.697884083E-1	-6.604639888E-1
6.093065400E-2	-4.809668958E-1	-8.847021461E-1	-6.886934638E-1
6.368911300E-2	-4.868258536E-1	-9.017463326E-1	-7.206513882E-1
6.533619200E-2	-4.910869002E-1	-9.289106131E-1	-7.643272281E-1
6.771872800E-2	-4.910869002E-1	-9.363674521E-1	-7.792409658E-1
6.896830700E-2	-4.910869002E-1	-9.566074610E-1	-8.090683818E-1
7.177511300E-2	-4.910869002E-1	-9.725864530E-1	-8.394283652E-1
7.342011500E-2	-4.852279723E-1	-9.944243431E-1	-8.857674003E-1
7.583865100E-2	-4.830974340E-1	-1.000283360E0	-9.022790194E-1
7.709784600E-2	-4.761732221E-1	-1.014664412E0	-9.353021979E-1
7.989622800E-2	-4.681837261E-1	-1.027447581E0	-9.667274952E-1
8.162653800E-2	-4.463458061E-1	-1.042361259E0	-1.019458055E0
8.384180700E-2	-4.362258017E-1	-1.045557022E0	-1.033839107E0
8.523673000E-2	-4.213120937E-1	-1.051948667E0	-1.068992853E0
8.802015100E-2	-3.909520507E-1	-1.068992853E0	-1.116929770E0
8.931288400E-2	-3.632551730E-1	-1.091896057E0	-1.154214025E0
9.211299700E-2	-3.371562064E-1	-1.122256160E0	-1.187237263E0
9.347473000E-2	-3.115898669E-1	-1.161670923E0	-1.219727755E0
9.620553600E-2	-2.785666585E-1	-1.202683568E0	-1.251685739E0
9.782661500E-2	-2.492718846E-1	-1.248489976E0	-1.283111095E0
1.002693440E-1	-2.173139453E-1	-1.287372112E0	-1.318264723E0
1.015248070E-1	-1.842907518E-1	-1.319862604E0	-1.351287961E0
1.043272280E-1	-1.507349163E-1	-1.342233181E0	-1.387506962E0
1.059849610E-1	-1.177117229E-1	-1.352353215E0	-1.423725963E0
1.083740360E-1	-8.362326026E-2	-1.344896317E0	-1.462608099E0
1.096914230E-1	-5.219795927E-2	-1.323058486E0	-1.498827100E0
1.124316510E-1	-2.396845073E-2	-1.287904739E0	-1.537176609E0
1.141004230E-1	-2.130528912E-3	-1.245826840E0	-1.571797729E0
1.164958440E-1	2.183792181E-2	-1.201085687E0	-1.607484102E0
1.177658070E-1	4.048004746E-2	-1.159007788E0	-1.640507221E0
1.205531130E-1	5.912217870E-2	-1.123321414E0	-1.671399951E0
1.222831530E-1	7.936219871E-2	-1.079645514E0	-1.716140985E0
1.245144610E-1	8.628641814E-2	-1.069525480E0	-1.728924155E0
1.258912690E-1	9.747169912E-2	-1.058872819E0	-1.756088495E0
1.286704970E-1	1.091896072E-1	-1.054079175E0	-1.782187462E0
1.302036150E-1	1.171790883E-1	-1.051948667E0	-1.808819056E0
1.327002280E-1	1.241033077E-1	-1.051416039E0	-1.829059124E0
1.339623840E-1	1.336906850E-1	-1.048752904E0	-1.853560209E0
1.367578050E-1	1.416801661E-1	-1.027447581E0	-1.877528548E0
1.384004230E-1	1.533980817E-1	-9.901633263E-1	-1.911617041E0
1.407889200E-1	1.565938741E-1	-9.768475294E-1	-1.923334956E0
1.420588840E-1	1.629854590E-1	-9.448895454E-1	-1.945705533E0
1.448454200E-1	1.640507281E-1	-9.129316211E-1	-1.965412974E0
1.464904230E-1	1.645833552E-1	-8.436894417E-1	-1.989381313E0
1.488753050E-1	1.629854590E-1	-8.149272799E-1	-1.995772958E0
1.501447690E-1	1.560612470E-1	-7.430219650E-1	-2.008023500E0
1.529319590E-1	1.454086006E-1	-6.716492176E-1	-2.016545534E0
1.548124230E-1	1.241033077E-1	-5.890912414E-1	-2.008556128E0
1.570091130E-1	1.012001261E-1	-5.528722405E-1	-1.989914060E0
1.582730000E-1	7.669904083E-2	-5.326322317E-1	-1.957423449E0
1.610655360E-1	5.113269389E-2	-5.193164349E-1	-1.910551786E0
1.627823460E-1	1.917476021E-2	-5.038700700E-1	-1.858886480E0
1.649997690E-1	-1.917476021E-2	-4.894890189E-1	-1.796568513E0
1.663863070E-1	-5.699164793E-2	-4.676510990E-1	-1.736913681E0
1.691713820E-1	-9.906959534E-2	-4.319647253E-1	-1.667671561E0
1.704637300E-1	-1.454086006E-1	-3.824299276E-1	-1.605353594E0
1.732631130E-1	-1.912149638E-1	-3.254382908E-1	-1.541970253E0
1.745572690E-1	-2.386192381E-1	-2.695119083E-1	-1.483380795E0
1.773545740E-1	-2.822950780E-1	-2.210423797E-1	-1.419464946E0
1.790451150E-1	-3.222424984E-1	-1.741707325E-1	-1.358744860E0
1.814327660E-1	-3.643204570E-1	-1.288969964E-1	-1.299622655E0
1.827097690E-1	-4.005394280E-1	-8.788431436E-2	-1.239435196E0
1.854902280E-1	-4.383563101E-1	-4.953479767E-2	-1.178182483E0
1.871884610E-1	-4.708468914E-1	-2.396845073E-2	-1.113734007E0
1.895219200E-1	-5.028048158E-1	5.326322280E-4	-1.050883412E0
1.908133460E-1	-5.278385282E-1	2.822950855E-2	-9.885654449E-1
1.935794200E-1	-5.544701219E-1	5.539375171E-2	-9.257147908E-1
1.952056530E-1	-5.784385800E-1	8.788431436E-2	-8.628641963E-1
1.976426890E-1	-5.970807076E-1	1.203748807E-1	-7.989483476E-1
1.988781920E-1	-6.189186573E-1	1.480717659E-1	-7.371630073E-1
2.016997660E-1	-6.370281577E-1	1.757686287E-1	-6.695187092E-1
2.034266530E-1	-6.705839634E-1	2.221076339E-1	-5.672533512E-1
2.057187690E-1	-6.838997602E-1	2.364887148E-1	-5.358279943E-1
2.070385000E-1	-7.084008455E-1	2.716424465E-1	-4.644553065E-1
2.098206890E-1	-7.350324988E-1	3.099919558E-1	-3.973436356E-1
2.114753840E-1	-7.824367285E-1	3.856257200E-1	-2.913498282E-1
2.138999590E-1	-7.973504663E-1	4.138552547E-1	-2.583266199E-1
2.151997690E-1	-8.325041533E-1	4.793690145E-1	-1.901497096E-1
2.179571890E-1	-8.878979087E-1	5.874933600E-1	-8.894958347E-2
