"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
8.036961000E-3	-5.650315881E-1	4.735731125E0	7.663839817E0
1.092161300E-2	-5.674257874E-1	4.750096321E0	7.671022415E0
1.218303800E-2	-5.530605912E-1	4.764461517E0	7.680599213E0
1.501384400E-2	-5.339069963E-1	4.766855717E0	7.685387611E0
1.632711500E-2	-5.123591423E-1	4.764461517E0	7.692570210E0
1.910599800E-2	-4.740519226E-1	4.762067318E0	7.704541206E0
2.079496100E-2	-3.711012602E-1	4.766855717E0	7.728483200E0
2.313045900E-2	-3.016694188E-1	4.759673119E0	7.730877399E0
2.471300000E-2	-2.154781520E-1	4.752490520E0	7.726089001E0
2.714845900E-2	-1.316810995E-1	4.747702122E0	7.735665798E0
2.837192300E-2	-5.027823523E-2	4.745307922E0	7.757213593E0
3.120592100E-2	3.830722719E-2	4.745307922E0	7.778761387E0
3.284188400E-2	1.125274822E-1	4.745307922E0	7.802703381E0
3.528422800E-2	1.747767180E-1	4.742913723E0	7.831433773E0
3.657853800E-2	2.274491638E-1	4.726154327E0	7.874529362E0
3.934145900E-2	2.825157940E-1	4.721365929E0	7.905653954E0
4.102515400E-2	3.399766386E-1	4.723760128E0	7.936778545E0
4.322719200E-2	3.854664862E-1	4.718971729E0	7.970297337E0
4.465769200E-2	4.261679053E-1	4.707000732E0	8.006210327E0
4.744915200E-2	4.668693244E-1	4.704606533E0	8.046912193E0
4.896676900E-2	5.003881454E-1	4.690241337E0	8.075642586E0
5.149776700E-2	5.267243981E-1	4.680664539E0	8.090007782E0
5.271096100E-2	5.386953950E-1	4.687847137E0	8.104372978E0
5.555449800E-2	5.267243981E-1	4.692635536E0	8.109161377E0
5.719538400E-2	5.099649429E-1	4.709394932E0	8.111555099E0
5.963249800E-2	4.955997467E-1	4.721365929E0	8.116343498E0
6.088588400E-2	4.812345505E-1	4.738125324E0	8.123526573E0
6.368911300E-2	4.740519226E-1	4.771644115E0	8.142680168E0
6.529380700E-2	4.668693244E-1	4.812345505E0	8.176198959E0
6.771872800E-2	4.596867263E-1	4.853046894E0	8.226476669E0
6.893500000E-2	4.381389022E-1	4.891354084E0	8.279149055E0
7.177511300E-2	4.118026793E-1	4.934449673E0	8.329427719E0
7.338011500E-2	3.950432837E-1	5.025429249E0	8.418013573E0
7.583865100E-2	3.926490843E-1	5.051765442E0	8.456320763E0
7.706057700E-2	3.926490843E-1	5.094861031E0	8.535328865E0
7.989622800E-2	3.854664862E-1	5.123591423E0	8.626308441E0
8.159292300E-2	3.734954596E-1	5.152322292E0	8.808267593E0
8.380438400E-2	3.687070608E-1	5.161899090E0	8.880094528E0
8.519450000E-2	3.519476354E-1	5.149928093E0	9.021351814E0
8.802015100E-2	3.423708379E-1	5.094861031E0	9.145850182E0
8.927969200E-2	3.543418646E-1	5.013458252E0	9.255983353E0
9.211299700E-2	4.070142806E-1	4.841075897E0	9.411606789E0
9.337823000E-2	4.357447028E-1	4.718971729E0	9.531316757E0
9.620553600E-2	4.405331016E-1	4.584896088E0	9.646238327E0
9.779550000E-2	4.189853072E-1	4.446032524E0	9.749189377E0
1.002693440E-1	3.591302633E-1	4.323928356E0	9.854534149E0
1.014907300E-1	2.609679997E-1	4.223371983E0	9.957485199E0
1.043272280E-1	1.364694983E-1	4.141968727E0	1.003649330E1
1.059496150E-1	1.675941236E-2	4.094084740E0	1.007240677E1
1.083740360E-1	-7.182604820E-2	4.094084740E0	1.006043530E1
1.095958070E-1	-1.364694983E-1	4.110844135E0	9.991003990E0
1.124316510E-1	-1.604115069E-1	4.103661537E0	9.864110947E0
1.140619610E-1	-1.149216816E-1	4.062960148E0	9.706093788E0
1.164958440E-1	-9.576806799E-3	4.010287762E0	9.540893555E0
1.177261150E-1	1.412578970E-1	3.952826977E0	9.411606789E0
1.205531130E-1	3.184288144E-1	3.883395195E0	9.320627213E0
1.222510000E-1	4.932055473E-1	3.804386616E0	9.277531624E0
1.244691150E-1	6.488286853E-1	3.701435804E0	9.287108421E0
1.258500770E-1	7.781155705E-1	3.562572241E0	9.356540680E0
1.286704970E-1	8.690952063E-1	3.404554844E0	9.476250648E0
1.301654610E-1	9.217676520E-1	3.246537447E0	9.617507935E0
1.327002280E-1	9.481038451E-1	3.122039080E0	9.749189377E0
1.339235770E-1	9.624691010E-1	3.026270866E0	9.864110947E0
1.367578050E-1	9.552865028E-1	2.983175278E0	9.962273598E0
1.383601530E-1	9.193734527E-1	2.999934673E0	9.986215591E0
1.407889200E-1	9.265560508E-1	2.971204281E0	1.001015759E1
1.420195770E-1	9.576807022E-1	2.918531895E0	1.007240677E1
1.448454200E-1	9.840168953E-1	2.873042107E0	1.012747288E1
1.464506530E-1	9.911994934E-1	2.815581083E0	1.011550236E1
1.488753050E-1	9.959878922E-1	2.789244890E0	1.008437729E1
1.501060000E-1	9.935936928E-1	2.760514498E0	1.000776291E1
1.529319590E-1	9.385270476E-1	2.736572504E0	9.926360130E0
1.547685000E-1	8.307880163E-1	2.604891539E0	9.825803757E0
1.570091130E-1	8.044517636E-1	2.549824715E0	9.792284966E0
1.582335000E-1	7.589619160E-1	2.406172752E0	9.715670586E0
1.610655360E-1	6.991068721E-1	2.188300371E0	9.612719536E0
1.627483460E-1	5.075707436E-1	1.798045516E0	9.399636269E0
1.649582300E-1	3.088520169E-1	1.604115129E0	9.263166428E0
1.663510000E-1	9.337386489E-2	1.496376038E0	9.179368973E0
1.691713820E-1	-1.005564705E-1	1.491587639E0	9.129091263E0
1.704302690E-1	-2.753331959E-1	1.606509328E0	9.057265282E0
1.732631130E-1	-4.405331016E-1	1.831564307E0	9.002198219E0
1.745171920E-1	-6.057330370E-1	2.114080191E0	9.030928612E0
1.773545740E-1	-7.422025204E-1	2.427720547E0	9.172186852E0
1.790119230E-1	-7.661445141E-1	2.755726099E0	9.392453194E0
1.814327660E-1	-7.613561153E-1	3.062183857E0	9.583989143E0
1.826650000E-1	-8.164227605E-1	3.313575268E0	9.694122314E0
1.854902280E-1	-9.193734527E-1	3.529053211E0	9.789890289E0
1.870934230E-1	-1.019929886E0	3.744531393E0	9.883264542E0
1.895219200E-1	-1.094150186E0	3.926490784E0	9.945513725E0
1.907790000E-1	-1.132457376E0	4.058171749E0	9.933543205E0
1.935794200E-1	-1.125274777E0	4.146757126E0	9.859322548E0
1.951741530E-1	-1.096544385E0	4.213795185E0	9.722852707E0
1.976426890E-1	-1.051054597E0	4.259284973E0	9.562441826E0
1.988526530E-1	-9.888052940E-1	4.290409565E0	9.402029991E0
2.016997660E-1	-9.169792533E-1	4.309563160E0	9.239224434E0
2.033896920E-1	-8.307880163E-1	4.304774761E0	8.995016098E0
2.056826150E-1	-8.068459630E-1	4.295197964E0	8.904036522E0
2.069909230E-1	-7.685387731E-1	4.276044369E0	8.707711220E0
2.098206890E-1	-7.398083210E-1	4.242525578E0	8.504204750E0
2.114341920E-1	-7.254431248E-1	4.194641590E0	8.283937454E0
2.138999590E-1	-7.350199223E-1	4.144362926E0	8.063671112E0
2.151490380E-1	-7.733271718E-1	4.096478939E0	7.838616371E0
2.179571890E-1	-8.092401624E-1	4.039018154E0	7.608773232E0
2.196902690E-1	-8.571242094E-1	3.960009575E0	7.225700855E0
2.220206120E-1	-8.690952063E-1	3.938461781E0	7.103596210E0
2.232339610E-1	-9.002198577E-1	3.900154591E0	6.873753071E0
2.260780350E-1	-9.552865028E-1	3.883395195E0	6.675034523E0
2.277735380E-1	-1.063025594E0	3.904942989E0	6.447585106E0
2.301246510E-1	-1.122880578E0	3.948038578E0	6.335057735E0
2.313478070E-1	-1.168370485E0	4.003105164E0	6.239289761E0
2.341818430E-1	-1.209071875E0	4.058171749E0	6.148310184E0
2.358954610E-1	-1.244984865E0	4.108449936E0	6.064512730E0
2.382457660E-1	-1.280897856E0	4.163516521E0	5.995080948E0
2.394850380E-1	-1.326387763E0	4.218583584E0	5.944802761E0
2.423028050E-1	-1.364694953E0	4.268861771E0	5.896918774E0
2.440478460E-1	-1.371877551E0	4.304774761E0	5.849034786E0
2.462104610E-1	-1.359906554E0	4.323928356E0	5.789179802E0
2.476326150E-1	-1.335964561E0	4.323928356E0	5.726930618E0
2.504196120E-1	-1.314416766E0	4.307168961E0	5.671864033E0
