"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
2.508748950E0	4.619999886E0	-2.927999878E1	-3.420000076E1
2.516868527E0	4.139999866E0	-2.945999908E1	-3.420000076E1
2.524989681E0	3.299999952E0	-2.921999931E1	-3.407999802E1
2.533201719E0	2.879999876E0	-2.934000015E1	-3.425999832E1
2.541324180E0	2.639999866E0	-2.915999985E1	-3.461999893E1
2.549428873E0	2.220000029E0	-2.873999977E1	-3.557999802E1
2.557551527E0	2.039999962E0	-2.837999916E1	-3.659999847E1
2.565668142E0	1.259999990E0	-2.813999939E1	-3.713999939E1
2.573792603E0	6.599999666E-1	-2.807999992E1	-3.743999863E1
2.581913796E0	1.799999923E-1	-2.777999878E1	-3.720000076E1
2.590002680E0	-2.399999946E-1	-2.777999878E1	-3.695999908E1
2.598137757E0	-1.199999973E-1	-2.742000008E1	-3.677999878E1
2.606243411E0	-2.399999946E-1	-2.729999924E1	-3.702000046E1
2.614433642E0	-5.999999866E-2	-2.753999901E1	-3.641999817E1
2.622567796E0	0.000000000E0	-2.807999992E1	-3.600000000E1
2.630654180E0	5.999999866E-2	-2.807999992E1	-3.593999863E1
2.638772911E0	4.199999869E-1	-2.784000015E1	-3.557999802E1
2.646892065E0	4.199999869E-1	-2.771999931E1	-3.570000076E1
2.655004988E0	5.999999642E-1	-2.777999878E1	-3.593999863E1
2.663123103E0	5.399999619E-1	-2.831999969E1	-3.581999969E1
2.671223065E0	7.199999690E-1	-2.855999947E1	-3.575999832E1
2.679342565E0	1.019999981E0	-2.897999954E1	-3.623999786E1
2.687458295E0	1.379999995E0	-2.903999901E1	-3.641999817E1
2.695646641E0	1.979999900E0	-2.903999901E1	-3.654000092E1
2.703765564E0	1.919999957E0	-2.934000015E1	-3.671999741E1
2.711850911E0	2.279999971E0	-2.939999962E1	-3.689999771E1
2.719984257E0	2.339999914E0	-2.903999901E1	-3.702000046E1
2.728089911E0	2.519999981E0	-2.868000031E1	-3.695999908E1
2.736331487E0	3.240000010E0	-2.855999947E1	-3.611999893E1
2.744465026E0	3.240000010E0	-2.819999886E1	-3.581999969E1
2.752550987E0	3.299999952E0	-2.819999886E1	-3.600000000E1
2.760670218E0	3.779999971E0	-2.855999947E1	-3.611999893E1
2.768789141E0	3.959999800E0	-2.831999969E1	-3.647999954E1
2.776998449E0	5.159999847E0	-2.885999870E1	-3.629999924E1
2.785117833E0	5.699999809E0	-2.927999878E1	-3.563999939E1
2.793219487E0	6.239999771E0	-2.915999985E1	-3.515999985E1
2.801338103E0	6.359999657E0	-2.951999855E1	-3.497999954E1
2.809451603E0	6.059999943E0	-2.939999962E1	-3.497999954E1
2.817578949E0	6.059999943E0	-2.885999870E1	-3.527999878E1
2.825698179E0	5.879999638E0	-2.868000031E1	-3.570000076E1
2.833783410E0	5.460000038E0	-2.868000031E1	-3.593999863E1
2.841918641E0	4.440000057E0	-2.826000023E1	-3.629999924E1
2.850024987E0	3.599999905E0	-2.855999947E1	-3.600000000E1
2.858208948E0	2.759999990E0	-2.850000000E1	-3.618000031E1
2.866343910E0	2.279999971E0	-2.819999886E1	-3.684000015E1
2.874432948E0	1.979999900E0	-2.843999863E1	-3.636000061E1
2.882553756E0	1.799999952E0	-2.837999916E1	-3.702000046E1
2.890674948E0	1.199999928E0	-2.861999893E1	-3.695999908E1
2.898778025E0	1.139999986E0	-2.855999947E1	-3.665999985E1
2.906897064E0	9.599999785E-1	-2.861999893E1	-3.665999985E1
2.914999025E0	1.319999933E0	-2.855999947E1	-3.629999924E1
2.923118717E0	1.799999952E0	-2.831999969E1	-3.588000107E1
2.931237064E0	2.039999962E0	-2.873999977E1	-3.545999908E1
2.939425371E0	2.460000038E0	-2.861999893E1	-3.545999908E1
2.947545679E0	2.639999866E0	-2.879999924E1	-3.450000000E1
2.955635102E0	2.879999876E0	-2.873999977E1	-3.486000061E1
2.963770717E0	2.700000048E0	-2.861999893E1	-3.509999847E1
2.971876833E0	3.119999886E0	-2.909999847E1	-3.504000092E1
2.980009140E0	3.480000019E0	-2.915999985E1	-3.600000000E1
2.988144371E0	3.899999857E0	-2.976000023E1	-3.575999832E1
2.996232563E0	4.739999771E0	-2.976000023E1	-3.521999741E1
3.004354409E0	5.039999962E0	-2.976000023E1	-3.521999741E1
3.012475679E0	5.579999924E0	-2.957999992E1	-3.473999786E1
3.020688563E0	6.179999828E0	-2.951999855E1	-3.438000107E1
3.028811679E0	7.079999924E0	-2.957999992E1	-3.473999786E1
3.036915409E0	7.739999771E0	-2.957999992E1	-3.479999924E1
3.045037140E0	8.039999962E0	-2.963999939E1	-3.486000061E1
3.053153217E0	8.220000267E0	-2.951999855E1	-3.527999878E1
3.061259371E0	7.199999809E0	-2.927999878E1	-3.515999985E1
3.069380640E0	7.379999638E0	-2.850000000E1	-3.539999771E1
