"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
1.590526000E-2	2.715828419E-1	-3.368127346E-1	-8.125095367E-1
2.399291400E-2	4.357843399E-1	-3.651163578E-1	-6.525382996E-1
3.208573100E-2	6.447629929E-1	-4.273040295E-1	-3.254213333E-1
3.992600000E-2	9.273273945E-1	-4.871685505E-1	6.473731995E-2
4.828383700E-2	1.300603509E0	-6.015338898E-1	3.443861008E-1
5.627414500E-2	1.564251781E0	-6.607823372E-1	4.775190353E-1
6.437641400E-2	1.605686188E0	-4.871850014E-1	4.555101395E-1
7.246988500E-2	1.509909272E0	-1.404800415E-1	5.102376938E-1
8.029203900E-2	1.328365803E0	8.420443535E-2	6.217489243E-1
8.866226000E-2	1.167107105E0	5.496311188E-2	5.665903091E-1
9.665929900E-2	1.364997387E0	-6.400058270E-1	-6.279373169E-2
1.047469520E-1	8.716859818E-1	-6.277549267E-1	-1.581130028E0
1.128587600E-1	5.502628088E-1	-1.549354315E0	-6.044607162E-1
1.206605000E-1	4.456067085E-2	-1.870318770E0	-6.511096954E-1
1.290283850E-1	-3.048099279E-1	-1.476767898E0	-1.341971397E0
1.370361450E-1	-1.863439083E-1	-1.193569660E0	-1.539708614E0
1.451234910E-1	-5.000654459E-1	-9.933891296E-1	-1.095746994E0
1.532173080E-1	-1.072862267E0	-8.449341059E-1	-2.622194290E-1
1.610546930E-1	-6.211475134E-1	-7.323597670E-1	-1.957368851E-1
1.694101440E-1	2.443677187E-1	-5.604101419E-1	-2.279958725E-1
1.774023750E-1	7.179993987E-1	-4.677321911E-1	3.553876877E-1
1.855050670E-1	1.010610700E0	-1.001129150E-1	8.701992035E-2
1.935950000E-1	9.843543768E-1	2.941609621E-1	3.935241699E-1
2.013874620E-1	1.046625733E0	-3.715634346E-2	1.065909386E0
2.097669230E-1	6.711891890E-1	2.435185909E-1	1.307498932E0
2.177866930E-1	2.509531975E-1	3.522310257E-1	1.506755829E0
2.258806060E-1	2.569735050E-1	2.428939342E-1	1.623771667E0
2.339290770E-1	7.211021185E-1	-1.116063595E-1	1.385229111E0
2.417643460E-1	1.463925242E0	-5.970120430E-1	1.111466408E0
2.501045390E-1	2.303442478E0	-1.251341224E0	1.000683784E0
2.581289620E-1	2.375881672E0	-1.513455153E0	8.238315582E-2
2.662299130E-1	1.896278739E0	-1.497850060E0	-1.078735352E0
2.742899230E-1	1.034566045E0	-1.367290378E0	-1.951900005E0
2.821595390E-1	8.621931076E-3	-1.290068150E0	-2.064283371E0
2.904873460E-1	-7.641078234E-1	-1.349048376E0	-1.591268539E0
