"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
1.523692384E0	-7.079999924E0	-3.221999741E1	-2.135999870E1
1.531719769E0	-7.079999924E0	-3.215999985E1	-2.063999939E1
1.539778692E0	-7.619999886E0	-3.257999802E1	-2.057999992E1
1.547825192E0	-8.340000153E0	-3.359999847E1	-2.010000038E1
1.555931922E0	-9.059999466E0	-3.395999908E1	-1.931999969E1
1.564071845E0	-9.840000153E0	-3.468000031E1	-1.913999939E1
1.572075499E0	-1.050000000E1	-3.479999924E1	-1.865999985E1
1.580236269E0	-1.103999996E1	-3.455999756E1	-1.877999878E1
1.588314793E0	-1.127999973E1	-3.425999832E1	-1.919999886E1
1.596277768E0	-1.163999939E1	-3.402000046E1	-1.985999870E1
1.604503345E0	-1.151999950E1	-3.395999908E1	-1.979999924E1
1.612545076E0	-1.157999992E1	-3.359999847E1	-1.968000031E1
1.620572307E0	-1.230000019E1	-3.359999847E1	-1.985999870E1
1.628682230E0	-1.223999977E1	-3.354000092E1	-1.985999870E1
1.636666538E0	-1.259999943E1	-3.341999817E1	-2.021999931E1
1.644849345E0	-1.277999973E1	-3.365999985E1	-2.057999992E1
1.652865461E0	-1.242000008E1	-3.389999771E1	-2.045999908E1
1.660942230E0	-1.235999966E1	-3.384000015E1	-2.027999878E1
1.668906730E0	-1.230000019E1	-3.354000092E1	-2.057999992E1
1.676997807E0	-1.247999954E1	-3.354000092E1	-2.069999886E1
1.685262523E0	-1.217999935E1	-3.300000000E1	-2.105999947E1
1.693140076E0	-1.284000015E1	-3.311999893E1	-2.118000031E1
1.701254076E0	-1.271999931E1	-3.347999954E1	-2.129999924E1
1.709268884E0	-1.265999985E1	-3.311999893E1	-2.153999901E1
1.717387653E0	-1.325999928E1	-3.329999924E1	-2.142000008E1
1.725607292E0	-1.319999981E1	-3.323999786E1	-2.142000008E1
1.733613038E0	-1.343999958E1	-3.275999832E1	-2.129999924E1
1.741694615E0	-1.385999966E1	-3.275999832E1	-2.093999863E1
1.749715461E0	-1.373999977E1	-3.257999802E1	-2.129999924E1
1.757768153E0	-1.343999958E1	-3.221999741E1	-2.135999870E1
1.765943499E0	-1.350000000E1	-3.252000046E1	-2.118000031E1
1.773901115E0	-1.343999958E1	-3.263999939E1	-2.093999863E1
1.782034268E0	-1.373999977E1	-3.252000046E1	-2.063999939E1
1.790182292E0	-1.373999977E1	-3.252000046E1	-2.093999863E1
1.798269677E0	-1.385999966E1	-3.234000015E1	-2.105999947E1
1.806299884E0	-1.355999947E1	-3.204000092E1	-2.160000038E1
1.814252999E0	-1.343999958E1	-3.192000008E1	-2.153999901E1
1.822386230E0	-1.392000008E1	-3.215999985E1	-2.147999954E1
1.830544946E0	-1.434000015E1	-3.209999847E1	-2.165999985E1
1.838561499E0	-1.463999939E1	-3.245999908E1	-2.129999924E1
1.846715576E0	-1.481999969E1	-3.257999802E1	-2.135999870E1
1.854770730E0	-1.463999939E1	-3.221999741E1	-2.087999916E1
