Time (s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,linear_acc_x,linear_acc_y,linear_acc_z,mag_x,mag_y,mag_z,exercise,participant,dataset,exercise_participant
-0.003077041649,-4.633614349,8.164771271,-3.642076263,-0.2525101602,-0.07695139945,-0.2531859875,-0.4894730535,-0.1207666379,-1.598866156,20.16200256,-30.40202141,24.99151611,squats,akshaye,squats1,squats_akshaye
0.006882958347,-4.693489838,8.688981171,-2.573897552,-0.2525101602,-0.07695139945,-0.2531859875,-0.4894730535,-0.1207666379,-1.598866156,20.16200256,-30.40202141,24.99151611,squats,akshaye,squats1,squats_akshaye
0.01186295837,-4.9891999055,9.0617809295,-2.4910448455000003,-0.2525101602,-0.07695139945,-0.2531859875,-0.4894730535,-0.1207666379,-1.598866156,20.16200256,-30.40202141,24.99151611,squats,akshaye,squats1,squats_akshaye
0.01684195834,-5.284909973,9.434580688,-2.408192139,-0.16892639547,-0.020670153205,-0.25522461534999996,-0.77391875275,0.25671498655,-1.5224757919999998,20.21059799,-30.39227486,24.9490509,squats,akshaye,squats1,squats_akshaye
0.02182195836,-5.313575363,9.4119776915,-2.070494385,-0.08534263074,0.03561109304,-0.2572632432,-1.058364452,0.634196611,-1.446085428,20.25919342,-30.38252831,24.90658569,squats,akshaye,squats1,squats_akshaye
0.02680195833,-5.342240753,9.389374695,-1.732796631,0.015397295379999995,0.10966853797,-0.26727645099999997,-1.0743410915,0.6182687956,-1.10331112145,20.281654359999997,-30.38039303,24.86593628,squats,akshaye,squats1,squats_akshaye
0.03178195836,-5.0600775145,9.1884175875,-1.5372283174999999,0.1161372215,0.1837259829,-0.2772896588,-1.090317731,0.6023409802,-0.7605368149,20.3041153,-30.37825775,24.82528687,squats,akshaye,squats1,squats_akshaye
0.03676195833,-4.777914276,8.98746048,-1.341660004,0.1309026778,0.2047179863,-0.21908854695000002,-0.7985065867500001,0.40759361565,-0.5513637481,20.361213685,-30.375890730000002,24.769004825,squats,akshaye,squats1,squats_akshaye
0.04174195835,-5.124144287,9.26827652,-1.818792801,0.1456681341,0.2257099897,-0.1608874351,-0.5066954425,0.2128462511,-0.3421906813,20.41831207,-30.37352371,24.71272278,squats,akshaye,squats1,squats_akshaye
0.04672095837,-5.470374298,9.54909256,-2.295925598,0.098476119345,0.205852665,-0.14488197120000001,-0.8467433387500001,0.49798543005,-0.80797355765,20.440458295,-30.38179016,24.69052887,squats,akshaye,squats1,squats_akshaye
0.05170095834,-4.985757065,9.574015732,-2.5688081360000004,0.05128410459,0.1859953403,-0.1288765073,-1.186791235,0.783124609,-1.273756434,20.46260452,-30.39005661,24.66833496,squats,akshaye,squats1,squats_akshaye
0.05668095837,-4.501139832,9.598938904,-2.841690674,0.01012167614,0.18285501745,-0.13522821665,-0.6953685734,0.8124036643,-1.5379417505,20.477132795,-30.363199235,24.693725585,squats,akshaye,squats1,squats_akshaye
0.06166095834,-4.0856787875,9.411154404000001,-2.5659640505,-0.03104075231,0.1797146946,-0.141579926,-0.2039459118,0.8416827196,-1.802127067,20.49166107,-30.33634186,24.71911621,squats,akshaye,squats1,squats_akshaye
0.06664095836,-3.670217743,9.223369904,-2.290237427,-0.06254794542,0.17349767685,-0.13015749305,0.21888277039999998,0.6584523233999999,-1.518622989,20.52440643,-30.307579995,24.77820587,squats,akshaye,squats1,squats_akshaye
0.07162095833,-3.67463356,9.130413208,-2.154619446,-0.09405513853,0.1672806591,-0.1187350601,0.6417114526,0.4752219272,-1.235118911,20.55715179,-30.27881813,24.83729553,squats,akshaye,squats1,squats_akshaye
0.07660095836,-3.679049377,9.037456512,-2.019001465,-0.119472395615,0.1469054371,-0.09975881875,0.6429805907499999,0.38560077579999996,-1.0951354717,20.58332634,-30.277231215,24.907852169999998,squats,akshaye,squats1,squats_akshaye
0.08157995832,-3.663631439,9.0086414335,-1.923500061,-0.1448896527,0.1265302151,-0.0807825774,0.6442497289,0.2959796244,-0.9551520324,20.60950089,-30.2756443,24.97840881,squats,akshaye,squats1,squats_akshaye
0.08655995835,-3.648213501,8.979826355,-1.827998657,-0.16422472895,0.103214237815,-0.06047823839,0.6636056207000001,0.26925112455,-0.85852796315,20.616043095000002,-30.228728295,24.996910095,squats,akshaye,squats1,squats_akshaye
0.09153995838,-3.662508774,8.942404175,-1.787283325,-0.1835598052,0.07989826053,-0.04017389938,0.6829615125,0.2425226247,-0.7619038939,20.6225853,-30.18181229,25.01541138,squats,akshaye,squats1,squats_akshaye
0.09651995834,-3.676804047,8.904981995,-1.746567993,-0.1982986778,0.06659547425500001,-0.020633971143,0.67075091825,0.20594858315,-0.7227176088,20.593801499999998,-30.21074295,25.004257205000002,squats,akshaye,squats1,squats_akshaye
0.1014999584,-3.7085380555,8.849073257499999,-1.7068256375000002,-0.2130375504,0.05329268798,-0.001094042906,0.658540324,0.1693745416,-0.6835313237,20.5650177,-30.23967361,24.99310303,squats,akshaye,squats1,squats_akshaye
0.1064799583,-3.740272064,8.79316452,-1.667083282,-0.2235876694,0.06053275801,0.018037706787,0.62700585145,0.11318864641500001,-0.6468855441,20.55458832,-30.263228415,24.96046448,squats,akshaye,squats1,squats_akshaye
0.1114589584,-3.8095779419999998,8.7383784485,-1.6542848965,-0.2341377884,0.06777282804,0.03716945648,0.5954713789,0.05700275123,-0.6102397645,20.54415894,-30.28678322,24.92782593,squats,akshaye,squats1,squats_akshaye
