"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
7.652816990E-1	-1.968033791E0	1.446097851E0	9.433155060E0
7.670146920E-1	-1.965639591E0	1.484405041E0	9.555258751E0
7.693388920E-1	-1.900996208E0	1.553836942E0	9.634267807E0
7.705466150E-1	-1.680729628E0	1.635239720E0	9.639056206E0
7.733968150E-1	-1.314416766E0	1.707065821E0	9.610325813E0
7.747098450E-1	-9.337386489E-1	1.762132406E0	9.600749016E0
7.772991150E-1	-6.320692301E-1	1.783680320E0	9.641449928E0
7.787767300E-1	-4.764461517E-1	1.771709204E0	9.763554573E0
7.816293530E-1	-3.974374831E-1	1.733402014E0	9.911994934E0
7.832863450E-1	-2.418143749E-1	1.699883223E0	1.002691650E1
7.856637380E-1	-1.867477298E-1	1.704671621E0	1.004367638E1
7.868422300E-1	-1.005564705E-1	1.728613615E0	1.008437729E1
7.897220070E-1	-9.816227108E-2	1.752555609E0	1.017535686E1
7.912971150E-1	-2.370259613E-1	1.783680320E0	1.040998936E1
7.937621990E-1	-3.016694188E-1	1.793257117E0	1.051054573E1
7.949665380E-1	-4.285621047E-1	1.805228114E0	1.072602367E1
7.978202760E-1	-5.458779931E-1	1.833958507E0	1.093431950E1
7.996832680E-1	-6.464344859E-1	1.898601890E0	1.121444035E1
8.018698530E-1	-6.368576288E-1	1.951274395E0	1.137724686E1
8.030542300E-1	-5.578489900E-1	2.008735180E0	1.152568722E1
8.059271990E-1	-4.477157295E-1	2.066195965E0	1.168370438E1
8.078103070E-1	-3.351882398E-1	2.140416384E0	1.186326981E1
8.099680840E-1	-2.489969730E-1	2.207453966E0	1.202607536E1
8.111493840E-1	-1.675941199E-1	2.274491549E0	1.218409252E1
8.140260840E-1	-1.005564705E-1	2.348711967E0	1.235168648E1
8.153185380E-1	-5.267243832E-2	2.415749550E0	1.249533844E1
8.181505840E-1	2.394201700E-3	2.473210335E0	1.259828949E1
8.194101920E-1	6.943184882E-2	2.535459518E0	1.268448067E1
8.222433530E-1	1.580173075E-1	2.621650934E0	1.276109505E1
