"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
1.780512500E-2	-1.199999973E-1	-3.234000015E1	-2.393999863E1
2.592274100E-2	-1.067999935E1	-2.771999931E1	-2.519999886E1
3.401947100E-2	-1.571999931E1	-2.597999954E1	-2.585999870E1
4.215474100E-2	-2.081999969E1	-2.321999931E1	-2.663999939E1
5.038835600E-2	-2.081999969E1	-2.345999908E1	-2.742000008E1
5.847970200E-2	-2.076000023E1	-2.363999939E1	-2.723999977E1
6.657377900E-2	-2.118000031E1	-2.376000023E1	-2.657999992E1
7.468627900E-2	-2.165999985E1	-2.411999893E1	-2.621999931E1
8.278416400E-2	-2.171999931E1	-2.423999977E1	-2.526000023E1
9.100197100E-2	-2.153999901E1	-2.423999977E1	-2.453999901E1
9.910927900E-2	-2.129999924E1	-2.369999886E1	-2.513999939E1
1.072040480E-1	-2.076000023E1	-2.381999969E1	-2.603999901E1
1.152944330E-1	-2.045999908E1	-2.423999977E1	-2.729999924E1
1.234332400E-1	-2.015999985E1	-2.453999901E1	-2.813999939E1
1.316512790E-1	-2.021999931E1	-2.543999863E1	-2.892000008E1
1.397442020E-1	-2.015999985E1	-2.592000008E1	-2.837999916E1
1.478523560E-1	-2.003999901E1	-2.597999954E1	-2.729999924E1
1.559452020E-1	-2.015999985E1	-2.592000008E1	-2.651999855E1
1.640678170E-1	-2.021999931E1	-2.585999870E1	-2.537999916E1
1.722996630E-1	-2.027999878E1	-2.585999870E1	-2.568000031E1
1.803918940E-1	-2.039999962E1	-2.568000031E1	-2.573999977E1
1.884854710E-1	-2.015999985E1	-2.621999931E1	-2.597999954E1
1.965888940E-1	-1.926000023E1	-2.634000015E1	-2.627999878E1
2.046868170E-1	-1.937999916E1	-2.639999962E1	-2.592000008E1
2.129057780E-1	-1.931999969E1	-2.718000031E1	-2.639999962E1
2.210134710E-1	-1.926000023E1	-2.729999924E1	-2.651999855E1
2.291055860E-1	-1.955999947E1	-2.771999931E1	-2.676000023E1
2.372231240E-1	-1.931999969E1	-2.831999969E1	-2.634000015E1
