"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
5.934525770E-1	8.413225174E0	3.878606856E-1	3.869029999E0
5.958090460E-1	8.398859978E0	3.423708379E-1	3.866635799E0
5.971168070E-1	8.374917984E0	3.375824392E-1	3.964797974E0
5.998658540E-1	8.307879448E0	3.519476354E-1	4.194641590E0
6.014613840E-1	8.145073891E0	3.471592367E-1	4.340687752E0
6.038963540E-1	8.073247910E0	3.016694188E-1	4.395754337E0
6.051766150E-1	8.056488991E0	2.370259613E-1	4.450820923E0
6.079531610E-1	8.037335396E0	1.651999205E-1	4.546588898E0
6.096589230E-1	8.063671112E0	3.351882473E-2	4.606443882E0
6.118736150E-1	8.070854187E0	-1.364694983E-1	4.582501888E0
6.132613070E-1	7.943961143E0	-2.753331959E-1	4.522646904E0
6.160868150E-1	7.812280178E0	-4.046200812E-1	4.469974518E0
6.176643460E-1	7.711723804E0	-4.955997467E-1	4.450820923E0
6.201130080E-1	7.580042362E0	-4.860229492E-1	4.496310711E0
6.213663070E-1	7.486668587E0	-4.309563041E-1	4.556165695E0
6.241692770E-1	7.481880188E0	-3.663128614E-1	4.589684486E0
6.259151920E-1	7.515398979E0	-3.064578176E-1	4.601655483E0
6.282310840E-1	7.589619160E0	-3.902548850E-1	4.556165695E0
6.294783070E-1	7.826645374E0	-9.816226959E-1	4.484339714E0
6.322870460E-1	8.180987358E0	-1.618480325E0	4.520252705E0
6.339629610E-1	8.540117264E0	-1.678335428E0	4.491522312E0
6.363644310E-1	8.796297073E0	-1.376665950E0	4.273650169E0
6.377374230E-1	8.911218643E0	-1.017535686E0	4.050989151E0
6.404603920E-1	8.908824921E0	-7.469909191E-1	4.062960148E0
6.420851150E-1	8.564059258E0	-5.123591423E-1	4.419696331E0
6.444907000E-1	8.358158112E0	-4.620809257E-1	4.515464306E0
6.457533070E-1	7.912836552E0	-4.141969085E-1	4.572925091E0
6.485473150E-1	7.580042362E0	-4.381389022E-1	4.541800499E0
6.501854610E-1	7.319074631E0	-5.219359994E-1	4.503493309E0
6.526109690E-1	7.268796444E0	-5.482721925E-1	4.503493309E0
6.539194230E-1	7.208941460E0	-6.392518282E-1	4.477157116E0
6.566673920E-1	7.158663273E0	-7.517793179E-1	4.527435303E0
6.585346920E-1	7.084442616E0	-8.451532125E-1	4.556165695E0
6.607137380E-1	7.070077419E0	-8.954314590E-1	4.525041103E0
6.620243070E-1	6.924031258E0	-1.118092179E0	4.405331135E0
6.647699300E-1	6.737283707E0	-1.371877551E0	4.151545525E0
6.665576540E-1	7.275979042E0	-1.707065821E0	3.998316765E0
6.688328150E-1	7.931990147E0	-1.620874524E0	3.732560396E0
6.701326920E-1	8.726864815E0	-1.508347034E0	3.711012602E0
6.728885460E-1	9.327810287E0	-1.441309452E0	3.931279182E0
6.745773840E-1	9.648633003E0	-1.362300754E0	4.086902142E0
6.769505460E-1	9.751583099E0	-1.436521053E0	4.443638325E0
