"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
1.680174311E0	-2.654647827E-2	-3.162679672E-1	3.177800179E-1
1.688306080E0	2.506036758E-1	-2.144889832E-1	6.502258778E-1
1.696423465E0	5.272746086E-1	-5.662059784E-2	9.053512812E-1
1.704508119E0	6.651878357E-1	4.924201965E-2	9.754136801E-1
1.712640350E0	5.861186981E-1	7.715225220E-2	8.035916090E-1
1.720843965E0	5.514559746E-1	1.142997742E-1	4.112436771E-1
1.728961965E0	7.038574219E-1	1.897020340E-1	3.069794178E-2
1.737095580E0	1.514070988E0	5.021924973E-1	-5.818980932E-1
1.745182003E0	2.651820183E-1	9.549617767E-1	4.396908283E-1
1.753298580E0	6.416013241E-1	1.092389107E0	2.316597700E-1
1.761390772E0	4.376006126E-2	1.067703247E0	6.731313467E-1
1.769508734E0	-2.700111866E-1	1.074365616E0	9.436177015E-1
1.777632311E0	-4.884457588E-1	6.831979752E-1	8.934013844E-1
1.785733272E0	-1.251509190E-1	4.683523178E-1	3.569651842E-1
1.793851888E0	3.047401905E-1	4.312534332E-1	1.387436390E-1
1.801975118E0	7.062494755E-1	-2.126255035E-1	-2.834224701E-2
1.810105849E0	1.190310478E0	-6.428260803E-1	-5.370838642E-1
1.818220080E0	1.314758778E0	-8.676385880E-1	-3.399855494E-1
1.826305541E0	7.312240601E-1	-1.095169067E0	-1.836557388E-1
1.834438041E0	2.523753643E-1	-8.885011673E-1	-1.094396710E-1
1.842534541E0	8.071310520E-1	-2.053241730E-1	-1.953060031E-1
1.850652234E0	1.017113686E0	2.480297089E-1	-2.109825015E-1
1.866869387E0	8.282012939E-1	4.532108307E-1	-1.185216308E-1
1.874986503E0	4.926984310E-1	3.780117035E-1	-1.742098331E-1
1.883085810E0	7.839584351E-2	2.427148819E-1	-2.991855145E-1
1.891204003E0	8.243322372E-3	1.028490067E-1	-2.442055345E-1
1.899320772E0	2.133798599E-2	-5.096912384E-2	-1.410663128E-2
1.907418580E0	1.449453831E-1	-2.431421280E-1	1.402406693E-1
1.915533503E0	4.752840996E-1	-4.109249115E-1	2.759704590E-1
1.923631118E0	7.426545620E-1	-3.566122055E-1	2.675477266E-1
1.931763464E0	1.920003891E-1	-5.753669739E-1	-9.703040123E-2
1.939884233E0	-7.948279381E-2	-6.103353500E-1	-3.447104692E-1
1.947968964E0	-1.037335396E-1	-6.061201096E-1	-4.195877910E-1
1.956099156E0	-3.470788002E-1	-5.791921616E-1	-3.160700202E-1
1.964307618E0	-1.800110340E-1	-6.711473465E-1	-2.003254294E-1
1.972422387E0	9.250640869E-5	-7.685737610E-1	-2.086728215E-1
1.980552656E0	3.334279060E-1	-7.456398010E-1	-2.476976514E-1
1.988637695E0	9.597120285E-1	-5.250587463E-1	-2.317547202E-1
1.996752964E0	1.625052452E0	-2.848711014E-1	-2.748158574E-1
2.004862887E0	1.694247961E0	-5.647754669E-2	9.990346432E-2
2.012977618E0	1.583933592E0	3.487491608E-2	3.795713186E-1
2.021094195E0	1.659124613E0	1.099981308E0	5.714781284E-1
2.029193848E0	4.234571457E-1	1.763952255E0	6.755075455E-1
2.037311271E0	-1.956803679E0	9.311294556E-1	3.682398796E-1
2.045430079E0	-1.337587357E0	3.305759430E-1	2.055659294E-1
2.053560694E0	-2.292087078E-1	-1.859216690E-1	-1.447995901E-1
2.061675771E0	8.514642715E-2	-3.278131485E-1	-5.407372713E-1
2.069791964E0	-4.716203213E-1	-9.510803223E-2	-6.236984134E-1
2.077924040E0	-5.997292995E-1	-1.869297028E-2	-4.877560735E-1
2.086021233E0	-1.131706238E0	2.424840927E-1	-6.840159893E-1
2.094135233E0	-1.431896448E0	1.435480118E-1	-6.873574257E-1
2.102268925E0	-1.088754416E0	1.871490479E-1	-3.770160079E-1
2.110353079E0	-7.751204967E-1	1.466121674E-1	-8.658254147E-2
2.118468540E0	-6.413345337E-1	2.490797043E-1	1.729493141E-1
2.126565925E0	-9.155502319E-1	1.569795609E-1	1.378245354E-1
2.134651848E0	-1.194819689E0	2.486324310E-2	4.882669449E-2
2.142770233E0	-8.797612190E-1	3.120899200E-2	6.944012642E-2
2.150871271E0	-2.729334831E-1	8.560466766E-2	1.495265961E-1
2.158988348E0	-1.768677235E-1	5.976390839E-2	5.531358719E-2
2.167081579E0	-2.355279922E-1	1.159629822E-1	-1.301403046E-1
2.175212579E0	-2.807111740E-1	1.269636154E-1	-3.916064501E-1
2.183329771E0	-3.864719868E-1	7.840728760E-2	-5.284737349E-1
2.191416463E0	-1.764230728E-1	2.381801605E-2	-4.248821139E-1
2.199548809E0	-5.565602779E-1	-2.121353149E-2	-1.874185801E-1
2.207759078E0	-6.377227306E-1	1.187114716E-1	1.280276775E-1
2.224007001E0	-1.958312988E-1	6.641387939E-3	2.342159748E-1
2.232092963E0	-1.734838486E-1	2.225446701E-1	8.956921101E-2
2.240211694E0	-4.922761917E-1	2.713022232E-1	-1.357315779E-1
2.248318501E0	6.423583031E-1	-8.854818344E-1	7.549895048E-1
2.256437271E0	9.854922295E-1	-1.120819092E0	4.034733772E-1
2.264557809E0	7.601928711E-1	-8.285694122E-1	1.419066191E-1
2.272656847E0	4.971032143E-1	-2.481241226E-1	-4.403793812E-2
2.280773463E0	8.514208794E-1	-8.660411835E-2	1.637053490E-1
