Time (s),acc_x,acc_y,acc_z,gyro_y,gyro_z,linear_acc_x,linear_acc_y,linear_acc_z,mag_x,mag_y,mag_z,exercise,participant,dataset,exercise_participant
0.007649544,-0.337387979,9.930213928,-0.05024927482,0.03436114267,-0.1075121984,0.0,0.0,0.0,26.92500114,-41.85000229,-11.58750057,burpees,swasti,burpees3,burpees_swasti
0.016023711,-0.3026920557,10.071390629,-0.029910282697500002,0.03436114267,-0.1075121984,0.0,0.0,0.0,26.92500114,-41.85000229,-11.58750057,burpees,swasti,burpees3,burpees_swasti
0.017128711,-0.2679961324,10.21256733,-0.009571290575,0.040164358915000004,-0.09101885185,0.0,0.0,0.0,26.92500114,-41.85000229,-11.58750057,burpees,swasti,burpees3,burpees_swasti
0.025502773,-0.25363919884999997,10.33340454,-0.002392822644,0.04596757516,-0.0745255053,0.0,0.0,0.0,26.92500114,-41.85000229,-11.58750057,burpees,swasti,burpees3,burpees_swasti
0.026607773,-0.2392822653,10.45424175,0.004785645287,0.0490218997,-0.050396345555,0.007790260015,0.0604376793,0.00535520818,26.92500114,-41.85000229,-11.58750057,burpees,swasti,burpees3,burpees_swasti
0.03498194,-0.23330020904999998,10.547562119999998,-0.0394815749015,0.05207622424,-0.02626718581,0.01558052003,0.1208753586,0.01071041636,26.92500114,-41.85000229,-11.58750057,burpees,swasti,burpees3,burpees_swasti
0.03608694,-0.2273181528,10.64088249,-0.08374879509,0.05004000788,-0.00814486419333333,0.01588401198,0.148906072,-0.008791546026666668,26.92500114,-41.85000229,-11.58750057,burpees,swasti,burpees3,burpees_swasti
0.036761003,-0.20658035576666667,10.6568346,-0.12123634916,0.048003791520000005,0.00997745742333334,0.01618750393,0.17693678540000002,-0.028293508413333335,26.92500114,-41.85000229,-11.58750057,burpees,swasti,burpees3,burpees_swasti
0.044461107,-0.18584255873333333,10.672786709999999,-0.15872390323000002,0.04596757516,0.02809977904,0.01649099588,0.2049674988,-0.0477954708,27.087500886666668,-41.78125254333333,-11.531250633333332,burpees,swasti,burpees3,burpees_swasti
0.045566107,-0.1651047617,10.68873882,-0.1962114573,0.04108065615,0.044796749950000006,0.02868657310666667,0.1998090744,-0.07083860783333333,27.250000633333332,-41.71250279666667,-11.475000696666667,burpees,swasti,burpees3,burpees_swasti
0.046761003,-0.1666999757,10.636096633333333,-0.2552344203333333,0.03619373714,0.061493720860000003,0.04088215033333333,0.19465065,-0.09388174486666667,27.41250038,-41.64375305,-11.41875076,burpees,swasti,burpees3,burpees_swasti
0.053940273,-0.1682951897,10.583454446666666,-0.3142573833666667,0.03130681813,0.07819069177,0.05307772756,0.1894922256,-0.1169248819,27.406250633333332,-41.662502286666665,-11.27500057,burpees,swasti,burpees3,burpees_swasti
0.055045273,-0.1698904037,10.53081226,-0.3732803464,0.026419900359999998,0.09081523121333333,0.04509116212666667,0.13468678789333333,-0.15566477176666665,27.400000886666668,-41.68125152333334,-11.13125038,burpees,swasti,burpees3,burpees_swasti
0.056761003,-0.22412771976666665,10.428718563333334,-0.43629133703333334,0.02153298259,0.10343977065666667,0.03710459669333334,0.07988135018666666,-0.1944046616333333,27.39375114,-41.70000076,-10.98750019,burpees,swasti,burpees3,burpees_swasti
